gene_id	start	end	n_variants
ENSG00000151320.11	32329298	32837684	828
ENSG00000151322.20	32934396	33820863	1369
ENSG00000129521.15	33924227	34462774	808
ENSG00000165389.7	34432788	34462240	12
ENSG00000129518.10	34515938	34539704	54
ENSG00000129515.20	34561093	34630160	128
ENSG00000165410.15	34709113	34714823	5
ENSG00000198604.11	34752731	34875647	210
ENSG00000100883.13	34981957	35029686	106
ENSG00000151327.14	35045117	35116630	84
ENSG00000092020.11	35085467	35122517	42
ENSG00000100890.16	35121846	35277622	173
ENSG00000258790.1	35122549	35317474	187
ENSG00000100902.11	35278633	35317493	16
ENSG00000100906.12	35401079	35404749	6
ENSG00000168348.4	35534164	35537054	1
ENSG00000174373.17	35538352	35809304	46
ENSG00000100916.14	35826338	35932325	27
ENSG00000151332.20	36298564	36320637	24
ENSG00000257520.2	36473207	36521149	66
ENSG00000136352.20	36516392	36521149	10
ENSG00000136327.7	36580004	36582614	0
ENSG00000198807.13	36657568	36679362	9
ENSG00000183032.12	36677921	37172606	901
ENSG00000151338.21	37197894	37579125	399
ENSG00000129514.8	37589552	37596059	10
ENSG00000139865.17	37595629	38041442	603
ENSG00000139874.6	38207904	38213067	6
ENSG00000176435.7	38254000	38256093	1
ENSG00000100934.15	39031919	39109646	115
ENSG00000092208.19	39114285	39136973	42
ENSG00000182400.15	39147811	39170532	41
ENSG00000100941.9	39175183	39183220	9
ENSG00000150527.18	39230231	39388513	275
ENSG00000165355.8	39397684	39432466	70
ENSG00000165379.14	41606876	41904549	329
ENSG00000189139.6	44504149	44507283	3
ENSG00000179476.8	44897275	44907257	4
ENSG00000179454.14	44924324	45042322	151
ENSG00000198718.13	44962190	45074431	135
ENSG00000185246.18	45084107	45116282	34
ENSG00000100442.11	45115599	45135319	17
ENSG00000187790.12	45135930	45200890	73
ENSG00000129534.14	45203190	45253540	46
ENSG00000165496.5	46651010	46651781	0
ENSG00000139915.22	46840092	47675605	1022
ENSG00000213741.11	49570984	49599164	38
ENSG00000165501.17	49598761	49614672	40
ENSG00000165502.7	49618530	49620626	6
ENSG00000168282.6	49620799	49623481	2
ENSG00000165506.15	49625174	49635244	31
ENSG00000100479.14	49643555	49688422	99
ENSG00000197776.8	49693105	49753150	89
ENSG00000165516.11	49768130	49786385	45
ENSG00000165525.18	49782083	49852821	115
ENSG00000165527.8	49893079	49897054	0
ENSG00000100483.14	50108632	50116600	21
ENSG00000100485.12	50117130	50231578	218
ENSG00000087299.12	50237563	50312229	142
ENSG00000125375.18	50312324	50335558	51
ENSG00000100490.10	50326265	50416461	177
ENSG00000012983.12	50418501	50561126	159
ENSG00000198513.14	50532509	50634017	143
ENSG00000151748.15	50632058	50668306	66
ENSG00000100503.27	50719763	50831162	194
ENSG00000100504.17	50857891	50944483	203
ENSG00000131969.15	50872053	50904970	72
ENSG00000100505.14	50975262	51096061	149
ENSG00000139921.13	51240162	51257655	29
ENSG00000139926.16	51489100	51730727	386
ENSG00000186469.9	51826195	51979342	322
ENSG00000087302.9	51989514	52010694	26
ENSG00000087303.19	52004809	52069059	232
ENSG00000168229.4	52267698	52276724	12
ENSG00000125384.7	52314305	52328598	22
ENSG00000087301.9	52430596	52552522	109
ENSG00000180998.12	52552836	52637713	62
ENSG00000197930.13	52639915	52695900	68
ENSG00000100519.12	52707178	52728590	2
ENSG00000198252.12	52730166	52774989	33
ENSG00000100522.10	52775193	52791668	12
ENSG00000073712.15	52857268	52952435	127
ENSG00000100523.17	53036745	53153323	117
ENSG00000125378.16	53949736	53958761	11
ENSG00000100526.21	54396849	54420218	23
ENSG00000100528.12	54423561	54441391	0
ENSG00000197045.14	54474484	54489025	2
ENSG00000100532.13	54509812	54539292	8
ENSG00000020577.14	54566117	54793315	224
ENSG00000131979.20	54842008	54902826	61
ENSG00000198554.12	54938949	55027105	108
ENSG00000180008.9	55027230	55049489	27
ENSG00000168175.16	55051647	55070194	12
ENSG00000131981.16	55124110	55145423	34
ENSG00000126787.13	55148112	55191608	71
ENSG00000178974.11	55271344	55370053	77
ENSG00000126775.9	55366391	55411830	40
ENSG00000182521.6	55414210	55456726	160
ENSG00000126777.18	55559072	55701526	46
ENSG00000139946.11	56117814	56301524	344
ENSG00000070269.14	56488354	56650606	418
ENSG00000165588.19	56799905	56816693	21
ENSG00000070367.16	57200507	57268905	13
ENSG00000053770.12	57268924	57298742	10
ENSG00000139977.14	57390544	57415906	23
ENSG00000100557.10	57469300	57493867	40
ENSG00000151812.15	57563920	57982194	640
ENSG00000139971.15	57999735	58298139	347
ENSG00000131966.14	58200080	58235636	40
ENSG00000100567.13	58244843	58272012	29
ENSG00000032219.19	58298504	58373887	70
ENSG00000196860.8	58395928	58408702	8
ENSG00000100575.14	58408495	58427531	17
ENSG00000100578.18	58427385	58551297	153
ENSG00000165617.16	58633967	58648321	10
ENSG00000100592.16	59188646	59371405	171
ENSG00000181619.12	59429022	59465380	34
ENSG00000126790.12	59460363	59484408	43
ENSG00000050130.18	59484443	59505410	47
ENSG00000151838.12	59504539	59576812	102
ENSG00000139970.18	59595976	59870776	281
ENSG00000131951.12	59919713	60066817	158
ENSG00000126773.13	60091911	60169133	56
ENSG00000100612.14	60144119	60169856	3
ENSG00000100614.18	60245752	60299087	71
ENSG00000179008.9	60396469	60515543	161
ENSG00000184302.7	60509146	60512850	5
ENSG00000126778.12	60643421	60658259	12
ENSG00000100625.9	60709539	60724351	18
ENSG00000020426.11	60734742	60969965	252
ENSG00000126814.7	60971441	60981170	7
ENSG00000139974.17	60981114	61114316	157
ENSG00000027075.17	61187559	61550976	534
ENSG00000182107.7	61277370	61281761	4
ENSG00000258989.1	61529128	61657964	222
ENSG00000100644.17	61695513	61748259	78
ENSG00000023608.5	61762420	61796428	84
ENSG00000139973.18	61811974	62112550	568
ENSG00000289503.1	62075340	62128421	61
ENSG00000140015.20	62699464	63102037	434
ENSG00000126785.13	63204114	63293508	138
ENSG00000179600.4	63312835	63318935	27
ENSG00000154001.14	63371364	63543377	307
ENSG00000140006.12	63597039	63641871	7
ENSG00000126821.8	63684216	63728065	8
ENSG00000054654.20	63761899	64226433	720
ENSG00000140009.19	64084232	64338112	346
ENSG00000100714.18	64388031	64463457	89
ENSG00000089775.12	64449106	64505213	35
ENSG00000179841.8	64465499	64474503	3
ENSG00000126804.14	64503712	64533690	15
ENSG00000126803.10	64535905	64546173	22
ENSG00000165807.8	64549920	64589381	45
ENSG00000126822.18	64704102	64750249	10
ENSG00000070182.21	64746283	64879907	160
ENSG00000258289.10	64914361	64944591	6
ENSG00000125954.13	64914485	65061803	47
ENSG00000176153.13	64939152	64942746	0
ENSG00000139998.16	64945814	64973226	2
ENSG00000257365.8	64986895	65062652	37
ENSG00000125952.21	65006174	65102695	108
ENSG00000033170.17	65410592	65744121	57
ENSG00000196553.15	66411704	66498677	11
ENSG00000171723.16	66507407	67181803	68
ENSG00000172717.17	67189393	67228550	5
ENSG00000072415.10	67240713	67336061	18
ENSG00000100554.12	67294371	67360265	10
ENSG00000134001.15	67360328	67386516	4
ENSG00000100558.9	67386984	67412167	3
ENSG00000198133.9	67447084	67533739	162
ENSG00000054690.14	67533290	67589612	90
ENSG00000100564.9	67581955	67600286	40
ENSG00000081181.8	67619920	67651708	59
ENSG00000100568.11	67647085	67674820	42
ENSG00000258466.5	67659820	67690367	45
ENSG00000072042.13	67676800	67695793	27
ENSG00000139988.10	67701886	67734451	55
ENSG00000072121.17	67727374	67816590	128
ENSG00000182185.19	67819779	68730218	1089
ENSG00000185650.10	68787660	68796253	14
ENSG00000072110.16	68874128	68979440	161
ENSG00000139990.18	69050881	69153150	107
ENSG00000081177.19	69191498	69244020	77
ENSG00000100626.17	69259277	69357033	175
ENSG00000100632.11	69380128	69398299	26
ENSG00000029364.12	69398015	69462390	67
ENSG00000175985.10	69484692	69531551	33
ENSG00000267909.3	69569799	69574871	7
ENSG00000100647.8	69611596	69715144	61
ENSG00000100650.16	69726900	69772005	22
ENSG00000100652.5	69775416	69797241	6
ENSG00000198732.11	69854131	70032366	155
ENSG00000100678.20	70044215	70189480	204
ENSG00000133983.16	70325081	70416984	173
ENSG00000258644.6	70326064	70417074	173
ENSG00000213463.5	70366499	70417090	113
ENSG00000139985.8	70417107	70460427	40
ENSG00000134007.5	70522358	70535015	1
ENSG00000133997.12	70581257	70600690	5
ENSG00000133985.3	70641916	70675366	49
ENSG00000006432.16	70722526	70809534	167
ENSG00000100731.16	70907405	71115382	263
ENSG00000197555.10	71320449	71741229	221
ENSG00000182732.18	71932429	72566530	1019
ENSG00000205683.12	72609034	72894101	381
ENSG00000119599.17	72926377	72959703	55
ENSG00000165861.14	72969451	73027131	72
ENSG00000119707.14	73058532	73123899	43
ENSG00000080815.20	73136418	73223691	41
ENSG00000100767.17	73237497	73274640	13
ENSG00000133961.21	73275107	73458617	192
ENSG00000187105.9	73478484	73558947	59
ENSG00000170468.8	73490933	73493394	5
ENSG00000184227.8	73537143	73543796	0
ENSG00000119673.16	73567620	73575658	10
ENSG00000177465.5	73591873	73595766	9
ENSG00000205669.4	73610945	73619888	21
ENSG00000119661.15	73644875	73703732	56
ENSG00000176903.5	73711783	73714384	2
ENSG00000156030.14	73715122	73790285	118
ENSG00000140043.12	73851831	73885726	20
ENSG00000258653.3	73851971	73932278	38
ENSG00000119725.21	73886617	73932521	17
ENSG00000156050.10	73931501	73950414	10
ENSG00000119723.17	73949926	73963670	9
ENSG00000187097.13	73958010	74019399	85
ENSG00000119636.16	74019349	74082863	158
ENSG00000119711.13	74056847	74084492	81
ENSG00000205659.12	74084956	74201493	285
ENSG00000119614.3	74239449	74262738	60
ENSG00000119688.21	74285269	74303055	18
ENSG00000133980.5	74303069	74360008	55
ENSG00000183379.9	74405894	74426210	41
ENSG00000119655.11	74476192	74494177	39
ENSG00000165898.14	74493756	74497106	7
ENSG00000119681.12	74498183	74612378	173
ENSG00000119682.18	74653437	74713117	59
ENSG00000119616.11	74713144	74738620	27
ENSG00000119596.18	74763316	74859435	136
ENSG00000119608.15	74852871	74876154	25
ENSG00000119689.15	74881891	74903743	24
ENSG00000198208.12	74903951	74923302	27
ENSG00000119630.14	74941834	74955626	18
ENSG00000119718.11	75002921	75012366	16
ENSG00000119684.16	75013769	75051532	64
ENSG00000119640.9	75053237	75069483	26
ENSG00000119703.15	75064109	75119502	94
ENSG00000119638.14	75079353	75127344	86
ENSG00000170348.9	75131469	75176612	65
ENSG00000170345.10	75278826	75282230	5
ENSG00000140044.13	75427716	75474111	36
ENSG00000156127.8	75522455	75546993	47
ENSG00000119686.10	75578620	75663214	95
ENSG00000119685.20	75633625	75955079	346
ENSG00000133935.7	75649791	75660876	9
ENSG00000119650.13	75902136	76084585	274
ENSG00000119699.8	75958097	75983011	41
ENSG00000089916.18	76151916	76254342	152
ENSG00000119715.15	76310712	76501837	275
ENSG00000071246.11	76761468	76783015	28
ENSG00000013523.11	76786009	76826246	51
ENSG00000100565.16	76826372	76870304	97
ENSG00000119669.5	77024543	77028708	9
ENSG00000198894.8	77098126	77117287	19
ENSG00000259164.1	77098311	77225462	251
ENSG00000165548.11	77116568	77259495	291
ENSG00000177108.5	77131270	77142734	19
ENSG00000165553.5	77265483	77271206	2
ENSG00000009830.13	77274956	77320883	46
ENSG00000100577.19	77320996	77331597	9
ENSG00000100580.8	77335029	77377094	65
ENSG00000100583.5	77376689	77392163	44
ENSG00000165555.10	77394021	77423523	35
ENSG00000151445.16	77426675	77457952	42
ENSG00000100591.8	77457870	77469472	20
ENSG00000100593.18	77474394	77498816	50
ENSG00000100596.8	77505997	77616637	321
ENSG00000100601.10	77672404	77708023	76
ENSG00000119705.10	77708071	77761104	100
ENSG00000100603.14	77717599	77761207	79
ENSG00000063761.16	77800109	77935014	172
ENSG00000021645.20	78170373	79868291	2523
ENSG00000211448.14	80197526	80387757	68
ENSG00000100629.17	80476983	80959517	591
ENSG00000165409.18	80954989	81146306	261
ENSG00000165417.12	81175452	81221377	61
ENSG00000140022.14	81260652	81436465	302
ENSG00000071537.14	81471547	81533853	6
ENSG00000185070.12	85530144	85654428	238
ENSG00000054983.17	87837820	87993665	478
ENSG00000140030.6	88005135	88014811	24
ENSG00000100433.16	88180103	88326907	228
ENSG00000042317.17	88384924	88470350	55
ENSG00000070778.13	88465778	88555007	156
ENSG00000100722.20	88562970	88627596	91
ENSG00000165521.16	88612431	88792953	182
ENSG00000165533.19	88824153	88881078	16
ENSG00000053254.16	89124871	89619149	890
ENSG00000140025.16	89794669	89954777	160
ENSG00000042088.14	89954939	90044764	8
ENSG00000152315.5	90061994	90185853	171
ENSG00000100764.14	90256527	90275429	37
ENSG00000119720.18	90267860	90331969	57
ENSG00000198668.14	90396502	90408268	18
ENSG00000165914.15	90524564	90816479	305
ENSG00000100784.12	90847861	91060641	322
ENSG00000133943.21	91060333	91225632	192
ENSG00000119714.11	91232532	91253925	43
ENSG00000015133.20	91271323	91417844	182
ENSG00000100796.18	91457508	91510554	135
ENSG00000133962.8	91580696	91780707	362
ENSG00000165929.13	91779746	91867536	167
ENSG00000140092.16	91869411	91947987	117
ENSG00000100815.12	91965991	92040896	12
ENSG00000066427.25	92044496	92106621	16
ENSG00000183648.11	92116122	92121917	0
ENSG00000165934.13	92121969	92172145	4
ENSG00000140090.18	92322581	92501481	417
ENSG00000100599.16	92513781	92688994	376
ENSG00000100600.15	92703807	92748679	57
ENSG00000066455.13	92794305	92839947	103
ENSG00000100604.13	92923150	92935285	21
ENSG00000100605.17	92936914	93116320	73
ENSG00000165943.5	93182199	93184923	3
ENSG00000153485.6	93184951	93188463	2
ENSG00000259066.5	93184973	93218586	29
ENSG00000170270.5	93202894	93207065	0
ENSG00000012963.15	93207241	93229215	19
ENSG00000011114.15	93237550	93333092	127
ENSG00000133958.14	93333219	93707876	422
ENSG00000187581.3	93347182	93348356	2
ENSG00000175785.13	93718298	93788485	111
ENSG00000140067.7	93918894	93929608	25
ENSG00000100628.12	93934166	93976739	80
ENSG00000175699.15	93987225	94008863	28
ENSG00000089723.10	94026340	94048930	12
ENSG00000089737.19	94048287	94081202	5
ENSG00000165948.11	94081301	94103846	54
ENSG00000165949.13	94104836	94116695	15
ENSG00000119632.4	94127779	94130253	1
ENSG00000119698.12	94146128	94279734	162
ENSG00000140093.10	94280460	94293268	20
ENSG00000170099.6	94304248	94323389	46
ENSG00000258597.4	94364316	94366698	4
ENSG00000197249.14	94376747	94390693	29
ENSG00000186910.4	94442464	94452800	22
ENSG00000170054.16	94462717	94479689	44
ENSG00000165953.10	94487274	94517844	15
ENSG00000100665.12	94561442	94569913	22
ENSG00000188488.14	94561442	94593118	108
ENSG00000273259.3	94592058	94624646	13
ENSG00000196136.18	94612384	94624055	3
ENSG00000133937.5	94768223	94770113	0
ENSG00000100697.17	95086228	95158010	23
ENSG00000165959.12	95181940	95319908	141
ENSG00000176438.13	95407266	95516650	223
ENSG00000182512.5	95533503	95544724	29
ENSG00000213231.13	95686426	95692628	15
ENSG00000100721.11	95709947	95714196	0
ENSG00000250366.4	95866587	95925663	47
ENSG00000227051.7	96039362	96093971	140
ENSG00000168398.7	96204679	96244166	59
ENSG00000258691.1	96204844	96263929	86
ENSG00000100739.11	96256210	96268967	17
ENSG00000066739.12	96279195	96363341	128
ENSG00000100744.15	96363452	96387288	28
ENSG00000140057.9	96392128	96489427	120
ENSG00000090060.19	96501433	96567116	65
ENSG00000100749.9	96797304	96954846	232
ENSG00000127152.18	99169287	99272197	155
ENSG00000183576.13	99397748	99480889	80
ENSG00000090061.17	99481169	99535044	98
ENSG00000205476.9	99500190	99604207	295
ENSG00000182218.10	99645129	99680569	71
ENSG00000036530.9	99684298	99727301	67
ENSG00000066629.19	99737693	99942060	233
ENSG00000196405.13	99971449	100144236	83
ENSG00000168350.8	100143957	100159645	18
ENSG00000100811.15	100238298	100282788	57
ENSG00000197119.13	100291116	100306547	24
ENSG00000140107.12	100323339	100330421	9
ENSG00000140105.18	100333790	100376805	100
ENSG00000176473.14	100376418	100530303	116
ENSG00000183092.18	100537147	100587417	90
ENSG00000185559.16	100725705	100738224	8
ENSG00000254656.3	100879753	100903722	25
ENSG00000197406.8	101560139	101563452	0
ENSG00000078304.20	101761709	101927989	194
ENSG00000197102.14	101964573	102056443	16
ENSG00000080824.19	102080742	102139699	74
ENSG00000140153.18	102139503	102224847	54
ENSG00000080823.23	102224500	102305190	9
ENSG00000022976.16	102317377	102342702	9
ENSG00000100865.15	102341102	102362916	20
ENSG00000196663.16	102362941	102502477	151
ENSG00000156381.9	102501767	102509799	8
ENSG00000089902.10	102592649	102730561	212
ENSG00000131323.17	102777449	102911500	85
ENSG00000166126.11	102922663	102933596	16
ENSG00000198752.11	102932380	103057549	111
ENSG00000283071.1	103084210	103090027	13
ENSG00000205436.8	103094725	103110559	40
ENSG00000185215.11	103121476	103137439	26
ENSG00000100664.11	103333544	103345025	0
ENSG00000291313.1	103334237	103335932	0
ENSG00000075413.19	103385377	103503831	190
ENSG00000166165.14	103519667	103522833	2
ENSG00000166166.13	103529196	103537073	12
ENSG00000166170.12	103556545	103562657	5
ENSG00000126214.22	103561896	103714249	203
ENSG00000256053.9	103562960	103607523	62
ENSG00000256500.6	103562962	103685924	169
ENSG00000126215.14	103697609	103715504	17
ENSG00000100711.14	103715730	103733668	22
ENSG00000088808.18	103733195	103847575	53
ENSG00000156411.10	103912288	103928269	15
ENSG00000156414.20	103928456	104052667	230
ENSG00000227729.5	103940426	103942561	1
ENSG00000166183.16	104085686	104115582	48
ENSG00000066735.16	104136454	104180894	88
ENSG00000258986.7	104474678	104605647	229
ENSG00000184601.11	104579764	104590515	7
ENSG00000203485.14	104681146	104722535	45
ENSG00000185100.12	104724174	104747325	5
ENSG00000184990.13	104753147	104768494	2
ENSG00000142208.18	104769349	104795751	30
ENSG00000179627.10	104800596	104804712	6
ENSG00000099814.17	104865268	104896747	74
ENSG00000166428.14	104924713	104937761	18
ENSG00000185567.7	104937244	104978374	31
ENSG00000140104.14	104985775	105010482	71
ENSG00000170779.11	105009573	105021083	65
ENSG00000183484.12	105049395	105065445	3
ENSG00000184916.9	105140982	105168824	8
ENSG00000183828.15	105172938	105181323	0
ENSG00000185024.18	105209286	105315589	166
ENSG00000184887.14	105248533	105251093	1
ENSG00000179364.15	105300563	105398147	22
ENSG00000226174.7	105398538	105450106	79
ENSG00000182979.18	105419820	105470729	85
ENSG00000182809.11	105472962	105480162	3
ENSG00000213145.10	105486317	105488947	6
ENSG00000257341.5	105487199	105492267	2
ENSG00000185347.19	105489855	105499575	15
ENSG00000184986.12	105526583	105530198	3
ENSG00000277322.1	20531856	20541800	0
ENSG00000230031.10	20835372	20866314	0
ENSG00000278522.5	21405401	21440499	0
ENSG00000280709.2	21552795	21653276	1
ENSG00000182974.3	21637909	21638992	0
ENSG00000279408.3	21651844	21652968	0
ENSG00000233917.9	21846329	21877735	0
ENSG00000285472.1	22015233	22095857	0
ENSG00000274102.3	22070241	22083221	0
ENSG00000183706.6	22094522	22095862	0
ENSG00000277865.6	22458903	22469226	0
ENSG00000170113.16	22773063	22829789	98
ENSG00000140157.16	22838644	22869362	35
ENSG00000273749.5	22867052	22981063	230
ENSG00000275835.5	22983192	23039572	49
ENSG00000273976.2	23127066	23136822	0
ENSG00000273756.5	23324535	23334196	0
ENSG00000261739.3	23354748	23368341	1
ENSG00000174450.13	23439038	23447243	9
ENSG00000179455.10	23565674	23630075	124
ENSG00000254585.5	23643549	23647867	0
ENSG00000182636.8	23685400	23687305	1
ENSG00000185823.5	24675775	24683393	2
ENSG00000128739.23	24823637	24978723	316
ENSG00000273173.6	24954987	24977850	5
ENSG00000214265.11	24955034	25000276	8
ENSG00000114062.22	25333728	25439051	106
ENSG00000206190.13	25677273	25865184	545
ENSG00000166206.16	26543552	26939539	780
ENSG00000186297.12	26866911	26949208	166
ENSG00000182256.13	26971181	27541984	703
ENSG00000104044.16	27754875	28099315	640
ENSG00000128731.18	28111040	28322179	72
ENSG00000237850.8	28347851	28358084	0
ENSG00000153684.16	28378621	28392021	0
ENSG00000183629.14	28519611	28533014	0
ENSG00000227717.5	28553568	28563779	0
ENSG00000188626.7	28698583	28738384	4
ENSG00000261649.7	28841832	28848675	0
ENSG00000034053.15	28884483	29118315	309
ENSG00000104059.5	29120252	29570979	750
ENSG00000185115.6	29264989	29269822	2
ENSG00000104067.17	29699367	29968915	387
ENSG00000179938.13	30082955	30096690	0
ENSG00000261247.2	30135051	30148748	0
ENSG00000166664.15	30360566	30393849	2
ENSG00000186399.11	30400562	30414260	0
ENSG00000178115.12	30552050	30565684	0
ENSG00000261794.2	30604028	30617752	0
ENSG00000285077.4	30624494	30649529	1
ENSG00000284906.3	30624548	30773002	6
ENSG00000198690.10	30890559	30943108	72
ENSG00000166912.17	30938941	30991628	118
ENSG00000134160.16	31001065	31161160	320
ENSG00000169926.11	31326835	31435665	177
ENSG00000169918.10	31475398	31870789	378
ENSG00000175344.19	31923438	32173018	368
ENSG00000249931.5	32389599	32403292	0
ENSG00000206127.11	32441914	32455634	0
ENSG00000232653.9	32593456	32607310	0
ENSG00000288864.1	32613860	32697095	108
ENSG00000198826.11	32615144	32639941	16
ENSG00000166922.9	32641676	32697098	89
ENSG00000166923.12	32718004	32745106	36
ENSG00000248905.10	32765544	33194714	981
ENSG00000198838.14	33310962	33866121	1108
ENSG00000169857.9	33858782	34075155	544
ENSG00000184984.10	33968497	34067458	224
ENSG00000134153.10	34084017	34101862	30
ENSG00000182405.6	34102083	34108686	7
ENSG00000134152.11	34140674	34210096	65
ENSG00000128463.13	34225013	34230156	4
ENSG00000140199.13	34229784	34338060	55
ENSG00000182117.7	34339159	34343180	1
ENSG00000184507.17	34343315	34357737	23
ENSG00000176454.15	34358633	34367196	10
ENSG00000175265.19	34378935	34437808	2
ENSG00000215252.12	34525095	34588503	11
ENSG00000159248.5	34751032	34754998	7
ENSG00000159251.9	34790107	34795589	3
ENSG00000021776.11	34851782	34969742	142
ENSG00000198146.4	34978341	34988287	7
ENSG00000255192.7	35083410	35085295	0
ENSG00000134146.12	35217345	35546193	236
ENSG00000186073.14	36579626	36810248	400
ENSG00000134138.22	36889204	37101299	272
ENSG00000166069.14	37921939	37967724	23
ENSG00000166068.13	38252836	38357249	310
ENSG00000171262.11	38454127	38487710	20
ENSG00000172575.14	38488103	38565575	63
ENSG00000137801.11	39581079	39599466	19
ENSG00000150667.8	39588357	39782841	281
ENSG00000166073.12	39799008	39920936	169
ENSG00000128829.12	39934115	40035591	201
ENSG00000140319.11	40035690	40039181	14
ENSG00000104081.14	40087890	40108892	27
ENSG00000156970.13	40161023	40221123	56
ENSG00000137843.12	40217428	40277487	73
ENSG00000259288.7	40218500	40264890	60
ENSG00000137841.12	40278176	40307935	49
ENSG00000230778.2	40278372	40283064	7
ENSG00000259330.3	40323692	40326715	0
ENSG00000188549.13	40331452	40340939	10
ENSG00000233041.8	40351033	40356434	7
ENSG00000140323.6	40358219	40378621	27
ENSG00000128944.14	40382721	40394288	18
ENSG00000128928.10	40405485	40435947	69
ENSG00000140320.12	40439721	40468236	16
ENSG00000169105.8	40470984	40473158	0
ENSG00000128891.17	40528683	40565054	94
ENSG00000166133.18	40569299	40574949	9
ENSG00000137812.21	40594020	40664342	126
ENSG00000051180.17	40694774	40732340	59
ENSG00000137824.16	40735884	40755851	26
ENSG00000137880.6	40764068	40767708	0
ENSG00000104129.10	40765161	40807478	45
ENSG00000188277.10	40769980	40772449	1
ENSG00000166140.17	40807086	40815084	16
ENSG00000166143.10	40815451	40828709	12
ENSG00000166145.15	40844018	40858207	25
ENSG00000104140.7	40872214	40874234	1
ENSG00000104142.11	40894450	40903975	3
ENSG00000128917.8	40929340	40939073	2
ENSG00000128965.13	40952962	40956512	8
ENSG00000128908.19	40978880	41116280	85
ENSG00000178997.12	41182725	41230757	35
ENSG00000187446.12	41230839	41281887	8
ENSG00000285920.2	41284007	41380996	6
ENSG00000104147.9	41309273	41332591	2
ENSG00000137804.14	41320794	41381050	5
ENSG00000137806.10	41387218	41409403	2
ENSG00000137815.15	41408408	41483563	11
ENSG00000137825.11	41493393	41503551	0
ENSG00000062524.16	41503637	41513887	7
ENSG00000103932.12	41517176	41544269	31
ENSG00000092445.12	41557675	41583589	46
ENSG00000174197.19	41621134	41773081	203
ENSG00000137802.14	41774434	41827855	42
ENSG00000243789.11	41828092	41837581	6
ENSG00000168970.22	41828095	41848155	31
ENSG00000243708.11	41837775	41848147	25
ENSG00000137877.10	41848146	41894053	61
ENSG00000103966.11	41895933	41972557	118
ENSG00000188089.14	41981394	42051190	198
ENSG00000159337.7	42067009	42094562	110
ENSG00000168907.13	42139034	42156636	27
ENSG00000166887.16	42158701	42208307	71
ENSG00000103978.17	42210447	42273534	127
ENSG00000214013.10	42273201	42353666	264
ENSG00000258461.5	42348103	42412317	170
ENSG00000092529.26	42359498	42412949	123
ENSG00000103994.18	42412823	42491141	45
ENSG00000092531.10	42491233	42545356	64
ENSG00000285942.1	42497395	42548786	54
ENSG00000180979.10	42537820	42548802	12
ENSG00000137814.12	42548828	42569994	22
ENSG00000159433.12	42575606	42720998	131
ENSG00000140326.13	42723544	42737128	20
ENSG00000128881.18	42738730	42920809	124
ENSG00000159459.12	42942897	43106113	123
ENSG00000137842.7	43123279	43185144	34
ENSG00000166946.14	43185118	43197177	4
ENSG00000166947.15	43197227	43221018	9
ENSG00000104055.17	43232590	43266928	33
ENSG00000159495.8	43276271	43302255	23
ENSG00000168806.8	43323649	43330582	6
ENSG00000168803.16	43330672	43354569	28
ENSG00000140265.14	43358172	43371043	13
ENSG00000137822.13	43369221	43409771	22
ENSG00000067369.14	43403061	43510728	101
ENSG00000166963.13	43510958	43531620	12
ENSG00000168781.24	43533462	43590208	25
ENSG00000237289.10	43593054	43604901	0
ENSG00000242866.10	43599563	43618800	0
ENSG00000284772.1	43614208	43632283	8
ENSG00000166762.19	43628503	43668118	6
ENSG00000223572.10	43692886	43699222	0
ENSG00000167004.14	43746394	43773279	20
ENSG00000128886.12	43772605	43777315	1
ENSG00000262560.1	43772617	43799133	22
ENSG00000140264.22	43777087	43804427	23
ENSG00000184716.14	43794162	43800220	3
ENSG00000242028.8	43796142	43804427	4
ENSG00000140259.7	43804492	43824690	10
ENSG00000092470.12	43826980	43868412	23
ENSG00000171877.21	43870761	44195271	233
ENSG00000166734.20	44288719	44415758	21
ENSG00000137770.14	44427622	44529038	23
ENSG00000104131.13	44537125	44563029	10
ENSG00000104133.16	44554818	44663688	16
ENSG00000229474.8	44665732	44711323	8
ENSG00000166710.23	44711358	44718851	3
ENSG00000185880.13	44728988	44767829	82
ENSG00000167014.11	44956687	44979229	1
ENSG00000140263.15	45023147	45077185	17
ENSG00000140279.13	45092650	45114172	20
ENSG00000140274.14	45114326	45118421	8
ENSG00000140254.13	45117366	45129938	8
ENSG00000137857.18	45129933	45165576	66
ENSG00000138606.20	45167214	45201175	46
ENSG00000137860.12	45252234	45277846	67
ENSG00000171766.17	45361124	45402327	63
ENSG00000171763.20	45402336	45421415	22
ENSG00000166920.13	45430579	45448761	12
ENSG00000104154.7	45479606	45522755	7
ENSG00000104164.12	45587214	45615945	11
ENSG00000260170.1	45587351	45676314	144
ENSG00000137767.14	45631148	45691281	141
ENSG00000137872.17	47184101	47774228	993
ENSG00000188467.11	48120990	48142672	4
ENSG00000104177.20	48134632	48178353	21
ENSG00000233932.6	48178122	48203758	17
ENSG00000074803.21	48178438	48304078	127
ENSG00000128951.14	48331011	48343373	2
ENSG00000166147.15	48408313	48645721	187
ENSG00000103995.14	48712928	48811146	30
ENSG00000185634.12	48823741	48963919	168
ENSG00000255302.5	48878134	48880173	0
ENSG00000138593.9	48988476	49046447	55
ENSG00000166200.15	49106068	49155661	61
