isoform_id	ES	ES_genomic_start	ES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000411432	1	207624842	207624983	ENSG00000144401	METTL21A	207583997,207584184,207588973,207589102,207589781,207589783,207593398,207594538,207596178,207597474,207608109,207617518,207617761,207619043,207620053,207621792,207623358,207624548
ENST00000463830	1	203016599	203016735	ENSG00000144426	NBEAL1	203017835,203018491,203018667,203020539,203023656,203024426,203028908,203029350,203030651,203030883,203034603,203035102,203037523,203039769,203040079,203043922,203043924,203043926,203050693,203054503,203055519,203058785,203061294,203061722,203061724,203062058,203064564,203065983,203067838,203070804,203072611,203072766,203075382,203077087,203080507,203082454,203091891,203092204,203095439,203098920,203099521,203100533,203100969,203104435,203114669,203117133,203120521,203122297,203129180,203132828,203135090,203137204,203137852,203138782,203138784,203141959,203153876,203165006,203165778,203165911,203169436,203169438,203170430,203170990,203174004,203175225,203180375,203181382,203184730,203185488,203185627,203185984,203189139,203193687,203196080,203196127,203197492,203198731,203202449,203204475,203209026,203209336,203210231,203217857,203224558,203225592
ENST00000350033	3	231789654;231792054;231801140	231791173;231792278;231801207	ENSG00000144524	COPS7B	231786045,231789042,231789563,231790196,231793872,231796299,231799461,231800912,231801485,231803296,231803484,231804172,231804871,231805787,231809179
ENST00000434477	1	232336469	232337192	ENSG00000144535	DIS3L2	231962313,231964086,231971065,231971067,231972522,231978637,231980566,231981088,231983350,231983550,231983757,231984957,231985396,231985446,231985448,231985450,231987438,231993185,231994957,232009739,232017714,232024706,232026010,232031967,232035192,232035720,232042446,232044949,232048025,232051056,232052615,232052623,232052674,232052894,232053008,232053402,232055949,232059831,232059952,232062157,232063384,232065153,232065172,232067305,232068453,232070913,232074308,232075045,232077706,232080419,232081093,232082489,232082491,232082509,232083212,232083307,232086414,232090288,232090815,232092165,232101411,232103566,232103854,232107567,232110072,232110074,232110385,232110387,232113419,232113448,232113885,232114985,232116551,232119812,232120484,232125480,232126640,232127097,232132935,232133394,232134844,232135307,232135309,232135453,232135590,232137075,232139053,232142401,232142403,232142919,232143004,232145969,232149662,232158334,232161062,232162912,232164526,232166879,232168819,232169514,232169962,232170051,232171226,232171988,232175636,232177271,232182301,232182605,232182757,232182772,232183444,232183563,232189748,232190201,232194835,232201725,232203964,232204075,232204863,232206561,232206944,232208145,232208896,232210448,232212178,232212180,232215509,232215893,232217788,232221284,232222435,232223805,232227603,232228111,232229212,232230330,232231691,232232119,232238944,232240821,232243939,232245271,232245800,232246017,232247454,232253126,232254369,232255031,232255264,232255266,232261537,232263267,232264654,232268876,232272606,232280844,232282358,232282674,232284772,232285794,232287543,232290221,232291988,232293581,232297321,232299820,232302347,232302619,232302971,232304401,232306367,232306369,232311355,232311900,232312631,232315394,232319277,232320428,232322480,232323793,232324595,232324876,232327425,232330770,232331303,232334168,232334292,232339565,232339692,232341614,232344283
ENST00000473420	1	218399868	218400157	ENSG00000144579	CTDSP1	218400445,218401504,218403179,218403632,218404203
ENST00000687440	1	43085936	43089775	ENSG00000144647	POMGNT2	43079946,43080396,43080398,43080935,43081345,43086533,43086535,43087904,43088951,43088953,43088966,43089682,43092915,43093190,43093456,43094187,43094936,43095550,43100085,43101132,43101134,43103567
ENST00000437131	2	37266842;37361243	37266940;37361305	ENSG00000144674	GOLGA4	37243916,37249918,37253123,37266740,37271964,37273383,37285877,37288977,37289522,37290762,37293223,37293225,37298518,37302078,37302216,37306058,37306789,37310252,37310869,37310879,37313671,37313685,37313687,37314509,37318524,37322030,37332355,37337531,37340254,37343776,37346195,37347046,37350398,37350400,37350402,37354621,37354660,37359816,37359833,37359835,37363224
ENST00000688696	3	66276365;66356031;66368392	66278402;66356084;66368546	ENSG00000144741	SLC25A26	66136092,66138174,66138432,66139686,66140800,66145035,66145269,66145464,66147552,66150047,66157755,66158960,66162502,66163786,66164924,66165863,66168707,66168798,66169739,66172279,66172772,66172825,66174948,66175369,66175804,66179792,66180278,66181911,66187625,66189806,66193306,66195324,66199910,66201016,66201018,66201721,66202319,66202409,66204123,66205175,66205208,66205642,66206763,66206858,66208030,66211010,66213552,66215357,66216903,66222882,66224106,66224871,66226593,66227643,66228168,66228198,66228874,66229089,66230438,66234068,66242724,66243245,66243357,66243708,66245431,66246203,66250541,66251953,66255255,66255257,66258194,66258974,66261567,66264614,66266523,66266622,66268768,66268944,66270138,66270964,66272677,66272679,66274943,66283008,66284515,66284609,66288568,66288792,66293139,66293854,66294554,66295073,66296328,66296330,66296411,66297679,66298141,66299621,66299623,66299659,66302382,66305577,66306399,66310396,66313957,66316009,66318301,66321269,66322254,66322595,66324502,66325163,66325753,66326906,66327283,66329230,66329232,66332256,66336485,66336487,66337790,66342101,66342740,66347347,66347891,66348053,66348181,66348363,66351103,66351551,66362376,66363261,66365397,66369289,66369340,66370569,66373663,66379985,66380981,66381137,66381983,66382748,66384114,66384116,66387284
ENST00000686511	4	66220989;66276365;66356031;66368392	66221127;66278402;66356084;66368546	ENSG00000144741	SLC25A26	66136092,66138174,66138432,66139686,66140800,66145035,66145269,66145464,66147552,66150047,66157755,66158960,66162502,66163786,66164924,66165863,66168707,66168798,66169739,66172279,66172772,66172825,66174948,66175369,66175804,66179792,66180278,66181911,66187625,66189806,66193306,66195324,66199910,66201016,66201018,66201721,66202319,66202409,66204123,66205175,66205208,66205642,66206763,66206858,66208030,66211010,66213552,66215357,66216903,66222882,66224106,66224871,66226593,66227643,66228168,66228198,66228874,66229089,66230438,66234068,66242724,66243245,66243357,66243708,66245431,66246203,66250541,66251953,66255255,66255257,66258194,66258974,66261567,66264614,66266523,66266622,66268768,66268944,66270138,66270964,66272677,66272679,66274943,66283008,66284515,66284609,66288568,66288792,66293139,66293854,66294554,66295073,66296328,66296330,66296411,66297679,66298141,66299621,66299623,66299659,66302382,66305577,66306399,66310396,66313957,66316009,66318301,66321269,66322254,66322595,66324502,66325163,66325753,66326906,66327283,66329230,66329232,66332256,66336485,66336487,66337790,66342101,66342740,66347347,66347891,66348053,66348181,66348363,66351103,66351551,66362376,66363261,66365397,66369289,66369340,66370569,66373663,66379985,66380981,66381137,66381983,66382748,66384114,66384116,66387284
ENST00000349511	1	69080112	69080153	ENSG00000144744	UBA3	69054889,69056318,69056378,69056577,69056751,69058566,69059299,69060520,69060760,69060762,69063548,69065354,69065786,69068489,69070777,69072138,69072202,69074345,69076725,69077403
ENST00000693548	1	108486939	108487191	ENSG00000144821	MYH15	108381466,108382074,108383387,108383527,108389177,108390598,108391104,108393212,108394228,108396236,108396414,108398552,108398907,108398909,108401329,108401701,108402830,108409660,108409958,108411130,108417870,108421169,108424414,108426752,108428627,108431093,108434028,108435555,108440357,108441699,108442972,108444542,108445203,108445205,108446045,108449054,108449532,108454454,108456687,108461895,108462065,108462290,108462652,108463255,108466060,108468345,108469444,108469629,108469797,108474720,108474722,108474724,108474726,108475900,108476856,108479291,108480180,108480776,108485156,108487705,108489055,108489964,108490536,108491513,108493551,108494268,108495847,108495881,108498838,108501149,108501323,108501660,108502094,108502493,108502893,108503846,108503848,108507074,108509401,108511649,108513430,108513432,108513785,108514453,108515316,108516230,108517622,108517624,108517788,108519800,108522120,108522600,108526190,108526817,108527408
ENST00000273375	2	120710343;120738527	120710533;120738667	ENSG00000144840	RABL3	120685806,120691389,120693467,120696177,120696628,120697380,120698400,120702367,120702976,120703118,120703120,120703122,120705105,120706825,120708708,120710623,120719850,120725489,120732636,120733028,120735838
ENST00000495514	1	113212528	113212693	ENSG00000144857	BOC	113214977,113214979,113217179,113224549,113228943,113228945,113230351,113232215,113233123,113233125,113236859,113238016,113238157,113238159,113240064,113241750,113243233,113243518,113245636,113247299,113251084,113252004,113254636,113255036,113256850,113260546,113260813,113262562,113263345,113263685,113265163,113266283,113267251,113267253,113269056,113269165,113271903,113272637,113273278,113277619,113281001,113281545,113281906,113281932,113282377,113283159
ENST00000682979	1	113212528	113212693	ENSG00000144857	BOC	113214977,113214979,113217179,113224549,113228943,113228945,113230351,113232215,113233123,113233125,113236859,113238016,113238157,113238159,113240064,113241750,113243233,113243518,113245636,113247299,113251084,113252004,113254636,113255036,113256850,113260546,113260813,113262562,113263345,113263685,113265163,113266283,113267251,113267253,113269056,113269165,113271903,113272637,113273278,113277619,113281001,113281545,113281906,113281932,113282377,113283159
ENST00000273482	1	142743485	142743586	ENSG00000144935	TRPC1	142725702,142726343,142730599,142732007,142733088,142739119,142740038,142740056,142742031,142743200,142743263,142747037,142748393,142749473,142749475,142750607,142750831,142751564,142753633,142755934,142757348,142757690,142757888,142758718,142758917,142759141,142760395,142760643,142764604,142770241,142773634,142776221,142777179,142781636,142784231,142784335,142787135,142788065,142788067,142788854,142790717,142790719,142794009,142794246,142794706,142795076,142797484,142797486,142798155,142801370,142801462,142807797
ENST00000472879	1	121282266	121282337	ENSG00000145087	STXBP5L	120922302,120925092,120925503,120925682,120927080,120928799,120932739,120935260,120936611,120936842,120941090,120944385,120945890,120948872,120951847,120952723,120952943,120955956,120960451,120961739,120964139,120966086,120968043,120968444,120968483,120969007,120969009,120971628,120971865,120971867,120971869,120972547,120974007,120979044,120982723,120982858,120984457,120989525,120991523,120991920,120992453,120993032,120994749,120996224,120996863,120997040,120997253,120997255,120997257,120999417,121001105,121001107,121001200,121003021,121009271,121009273,121012125,121012408,121012597,121012716,121013054,121015295,121017947,121021083,121021624,121024600,121030220,121030445,121030790,121031056,121032016,121033114,121034184,121036458,121037081,121041887,121041889,121042980,121045867,121049888,121056206,121058433,121058435,121058441,121061265,121064765,121065873,121066447,121067920,121068993,121070321,121071332,121071402,121072893,121076256,121076774,121079363,121083911,121084324,121084326,121086939,121088634,121091244,121103600,121106370,121106705,121110104,121112760,121116342,121119950,121126491,121133761,121134871,121135560,121135578,121136002,121137178,121138096,121142067,121143472,121146848,121146902,121153797,121154511,121162795,121163113,121163337,121163468,121164655,121169837,121172872,121173512,121173819,121174474,121181869,121187106,121187317,121193804,121193806,121197616,121197957,121197959,121197961,121204584,121205105,121206272,121206328,121208025,121208418,121209237,121209674,121209899,121210518,121211062,121219826,121219840,121220506,121223072,121223074,121224653,121226233,121229183,121229198,121230435,121230691,121232679,121232934,121233002,121239024,121240156,121243351,121244184,121244701,121245615,121246214,121247784,121249783,121250724,121251974,121252462,121257610,121257612,121258391,121258920,121265330,121268100,121268321,121269583,121270597,121274532,121278445,121278622,121280051,121282274,121282440,121282442,121282444,121282574,121284528,121288303,121288305,121289070,121289168,121292587,121292589,121297334,121299849,121300247,121303570,121308145,121315177,121318109,121319696,121321039,121321041,121321911,121322102,121322346,121330751,121331446,121336365,121336795,121337016,121339753,121340378,121342812,121345057,121345251,121346417,121349855,121354590,121355493,121355495,121357189,121357246,121357798,121358042,121358493,121359077,121366583,121371664,121371666,121371953,121373602,121373781,121373783,121373899,121373901,121374018,121376210,121377862,121378215,121378272,121378853,121383333,121386644,121386870,121386872,121390284,121391194,121397660,121400173,121401131,121401436,121402518,121406409,121410487,121414644,121416264,121418546,121418971,121419450,121419853,121423232,121423266
ENST00000425278	1	87185251	87185799	ENSG00000145332	KLHL8	87160944,87162043,87166135,87168572,87168929,87171009,87172417,87172932,87173812,87175048,87187294,87191627,87192792,87194542,87194544,87196048,87197179,87197181,87197612,87198188,87198561,87198792,87199279,87204654,87205494,87207060,87207254,87208481,87213247,87213249,87216728,87223582,87224822,87227609,87227870,87229576,87229586,87229588,87232248,87232563,87234120,87235228,87237695,87238248
ENST00000394524	3	113455726;113547644;113616551	113455821;113547716;113616634	ENSG00000145349	CAMK2D	113419809,113422091,113424978,113431243,113431441,113432254,113433919,113434052,113435236,113435238,113436329,113436578,113437046,113440105,113440368,113442028,113443336,113447139,113449194,113450273,113453060,113454412,113454426,113454428,113455576,113455668,113463101,113464563,113465107,113465496,113467093,113468227,113469040,113470770,113470851,113472220,113472222,113472224,113474326,113477200,113479018,113480106,113481087,113481624,113483550,113489607,113497137,113497868,113498223,113500596,113500634,113501643,113501700,113501743,113502079,113502594,113503193,113504684,113505957,113505959,113510745,113513319,113517877,113517879,113522328,113525635,113526443,113526445,113526447,113526855,113530543,113530940,113530942,113532187,113533292,113535373,113535715,113537542,113538745,113539164,113539583,113541856,113543569,113544454,113546195,113547718,113547720,113548512,113550317,113551194,113551951,113552498,113555677,113556378,113557275,113559047,113559611,113562305,113562554,113564239,113564241,113565519,113567009,113569442,113569712,113570595,113571548,113572505,113573252,113574609,113575782,113575836,113576518,113576843,113580003,113580219,113580957,113583839,113586856,113588142,113589010,113589431,113589693,113589856,113590001,113592260,113594530,113598812,113599365,113601835,113605354,113610392,113610729,113610811,113612894,113614626,113618709,113619926,113622632,113625867,113625869,113626401,113627566,113627568,113627815,113627850,113628207,113630281,113632368,113633709,113633969,113635988,113636961,113637808,113638153,113643410,113646755,113647412,113648485,113650385,113652290,113653864,113653866,113656317,113656564,113660318,113660454,113660532,113664569,113666576,113666578,113666580,113666598,113667450,113669711,113670406,113672024,113673593,113674983,113677073,113682083,113684349,113687082,113687452,113689430,113691245,113692429,113692513,113698856,113701015,113702338,113705948,113708390,113708547,113708869,113710912,113711318,113712889,113712891,113722046,113722048,113722707,113728941,113732369,113732613,113737243,113738382,113741334,113741373,113742035,113744816,113747130,113747880,113749338,113749981,113750461,113758318,113758617
ENST00000672502	3	113323759;113331972;113374764	113323794;113332070;113374946	ENSG00000145362	ANK2	112819052,112820442,112820881,112821328,112823378,112824858,112825298,112827074,112830600,112830835,112834425,112834427,112835151,112835805,112837749,112838295,112841505,112842493,112842599,112843146,112843518,112851768,112852909,112853213,112854378,112857832,112858610,112861017,112862788,112862790,112864028,112864178,112867010,112869422,112870518,112872904,112879091,112882003,112883371,112883744,112889333,112891278,112891726,112892433,112892447,112892734,112893299,112893603,112893708,112893865,112899419,112903788,112904108,112905272,112906599,112907455,112909145,112913783,112917074,112925426,112929824,112936932,112938082,112940761,112941818,112944179,112945239,112945881,112946576,112947050,112947078,112947405,112947614,112947803,112947805,112947807,112948052,112949270,112949829,112950512,112952412,112954951,112956219,112958677,112962114,112962287,112962510,112963355,112964160,112972304,112972306,112972711,112973247,112974221,112977612,112977693,112979836,112981177,112984794,112987157,112988787,112989826,112990774,112991119,112994847,112995077,112996005,112996121,112996664,113000033,113000980,113002254,113005074,113005847,113009112,113012114,113014130,113014463,113015639,113017048,113017400,113017402,113018354,113018638,113020694,113023014,113023333,113023427,113023429,113023697,113023890,113026680,113027077,113028398,113034533,113044726,113045960,113046815,113049860,113050965,113055367,113061934,113063573,113063575,113065390,113065392,113065718,113066785,113066787,113066802,113068931,113071191,113073371,113075636,113082208,113084239,113085918,113089693,113090829,113094111,113094537,113094539,113094541,113094930,113095785,113095821,113095823,113096179,113101556,113101900,113107425,113108356,113113356,113113707,113113709,113118922,113121699,113122498,113122959,113125969,113129599,113129715,113131187,113131847,113136550,113140262,113140264,113141367,113142033,113144678,113145515,113145588,113145931,113146796,113146818,113147847,113150556,113157416,113159463,113160772,113161634,113161733,113161739,113163632,113168574,113168742,113171717,113176677,113181204,113181692,113182437,113184191,113185171,113187928,113188862,113189932,113190438,113191664,113192342,113195542,113197646,113198702,113199414,113200997,113203572,113205686,113205688,113206130,113206295,113207970,113208646,113212373,113212832,113213430,113214754,113215368,113216993,113218384,113218783,113221797,113225191,113225532,113226950,113230597,113234932,113238489,113240788,113241745,113242127,113243682,113247559,113251381,113252813,113253362,113254474,113255388,113255493,113255495,113256001,113256977,113256983,113258013,113258670,113260633,113262371,113264032,113266198,113266421,113269874,113271467,113272542,113273432,113273495,113277853,113280359,113282646,113282913,113283928,113289352,113300890,113301807,113309663,113309966,113313298,113316848,113316983,113317041,113317130,113320020,113324707,113325108,113328692,113328733,113330125,113331625,113332451,113332586,113332743,113332812,113334024,113335629,113340017,113341836,113342113,113342810,113344674,113348252,113352029,113352164,113352233,113363421,113363861,113364003,113364407,113372727,113375987,113376037,113378630,113379244,113382682
ENST00000357077	2	113323759;113374764	113323794;113374946	ENSG00000145362	ANK2	112819052,112820442,112820881,112821328,112823378,112824858,112825298,112827074,112830600,112830835,112834425,112834427,112835151,112835805,112837749,112838295,112841505,112842493,112842599,112843146,112843518,112851768,112852909,112853213,112854378,112857832,112858610,112861017,112862788,112862790,112864028,112864178,112867010,112869422,112870518,112872904,112879091,112882003,112883371,112883744,112889333,112891278,112891726,112892433,112892447,112892734,112893299,112893603,112893708,112893865,112899419,112903788,112904108,112905272,112906599,112907455,112909145,112913783,112917074,112925426,112929824,112936932,112938082,112940761,112941818,112944179,112945239,112945881,112946576,112947050,112947078,112947405,112947614,112947803,112947805,112947807,112948052,112949270,112949829,112950512,112952412,112954951,112956219,112958677,112962114,112962287,112962510,112963355,112964160,112972304,112972306,112972711,112973247,112974221,112977612,112977693,112979836,112981177,112984794,112987157,112988787,112989826,112990774,112991119,112994847,112995077,112996005,112996121,112996664,113000033,113000980,113002254,113005074,113005847,113009112,113012114,113014130,113014463,113015639,113017048,113017400,113017402,113018354,113018638,113020694,113023014,113023333,113023427,113023429,113023697,113023890,113026680,113027077,113028398,113034533,113044726,113045960,113046815,113049860,113050965,113055367,113061934,113063573,113063575,113065390,113065392,113065718,113066785,113066787,113066802,113068931,113071191,113073371,113075636,113082208,113084239,113085918,113089693,113090829,113094111,113094537,113094539,113094541,113094930,113095785,113095821,113095823,113096179,113101556,113101900,113107425,113108356,113113356,113113707,113113709,113118922,113121699,113122498,113122959,113125969,113129599,113129715,113131187,113131847,113136550,113140262,113140264,113141367,113142033,113144678,113145515,113145588,113145931,113146796,113146818,113147847,113150556,113157416,113159463,113160772,113161634,113161733,113161739,113163632,113168574,113168742,113171717,113176677,113181204,113181692,113182437,113184191,113185171,113187928,113188862,113189932,113190438,113191664,113192342,113195542,113197646,113198702,113199414,113200997,113203572,113205686,113205688,113206130,113206295,113207970,113208646,113212373,113212832,113213430,113214754,113215368,113216993,113218384,113218783,113221797,113225191,113225532,113226950,113230597,113234932,113238489,113240788,113241745,113242127,113243682,113247559,113251381,113252813,113253362,113254474,113255388,113255493,113255495,113256001,113256977,113256983,113258013,113258670,113260633,113262371,113264032,113266198,113266421,113269874,113271467,113272542,113273432,113273495,113277853,113280359,113282646,113282913,113283928,113289352,113300890,113301807,113309663,113309966,113313298,113316848,113316983,113317041,113317130,113320020,113324707,113325108,113328692,113328733,113330125,113331625,113332451,113332586,113332743,113332812,113334024,113335629,113340017,113341836,113342113,113342810,113344674,113348252,113352029,113352164,113352233,113363421,113363861,113364003,113364407,113372727,113375987,113376037,113378630,113379244,113382682
ENST00000673363	4	113151080;113323759;113331972;113374764	113151124;113323794;113332070;113374946	ENSG00000145362	ANK2	112819052,112820442,112820881,112821328,112823378,112824858,112825298,112827074,112830600,112830835,112834425,112834427,112835151,112835805,112837749,112838295,112841505,112842493,112842599,112843146,112843518,112851768,112852909,112853213,112854378,112857832,112858610,112861017,112862788,112862790,112864028,112864178,112867010,112869422,112870518,112872904,112879091,112882003,112883371,112883744,112889333,112891278,112891726,112892433,112892447,112892734,112893299,112893603,112893708,112893865,112899419,112903788,112904108,112905272,112906599,112907455,112909145,112913783,112917074,112925426,112929824,112936932,112938082,112940761,112941818,112944179,112945239,112945881,112946576,112947050,112947078,112947405,112947614,112947803,112947805,112947807,112948052,112949270,112949829,112950512,112952412,112954951,112956219,112958677,112962114,112962287,112962510,112963355,112964160,112972304,112972306,112972711,112973247,112974221,112977612,112977693,112979836,112981177,112984794,112987157,112988787,112989826,112990774,112991119,112994847,112995077,112996005,112996121,112996664,113000033,113000980,113002254,113005074,113005847,113009112,113012114,113014130,113014463,113015639,113017048,113017400,113017402,113018354,113018638,113020694,113023014,113023333,113023427,113023429,113023697,113023890,113026680,113027077,113028398,113034533,113044726,113045960,113046815,113049860,113050965,113055367,113061934,113063573,113063575,113065390,113065392,113065718,113066785,113066787,113066802,113068931,113071191,113073371,113075636,113082208,113084239,113085918,113089693,113090829,113094111,113094537,113094539,113094541,113094930,113095785,113095821,113095823,113096179,113101556,113101900,113107425,113108356,113113356,113113707,113113709,113118922,113121699,113122498,113122959,113125969,113129599,113129715,113131187,113131847,113136550,113140262,113140264,113141367,113142033,113144678,113145515,113145588,113145931,113146796,113146818,113147847,113150556,113157416,113159463,113160772,113161634,113161733,113161739,113163632,113168574,113168742,113171717,113176677,113181204,113181692,113182437,113184191,113185171,113187928,113188862,113189932,113190438,113191664,113192342,113195542,113197646,113198702,113199414,113200997,113203572,113205686,113205688,113206130,113206295,113207970,113208646,113212373,113212832,113213430,113214754,113215368,113216993,113218384,113218783,113221797,113225191,113225532,113226950,113230597,113234932,113238489,113240788,113241745,113242127,113243682,113247559,113251381,113252813,113253362,113254474,113255388,113255493,113255495,113256001,113256977,113256983,113258013,113258670,113260633,113262371,113264032,113266198,113266421,113269874,113271467,113272542,113273432,113273495,113277853,113280359,113282646,113282913,113283928,113289352,113300890,113301807,113309663,113309966,113313298,113316848,113316983,113317041,113317130,113320020,113324707,113325108,113328692,113328733,113330125,113331625,113332451,113332586,113332743,113332812,113334024,113335629,113340017,113341836,113342113,113342810,113344674,113348252,113352029,113352164,113352233,113363421,113363861,113364003,113364407,113372727,113375987,113376037,113378630,113379244,113382682
ENST00000671971	3	113151080;113323759;113374764	113151124;113323794;113374946	ENSG00000145362	ANK2	112819052,112820442,112820881,112821328,112823378,112824858,112825298,112827074,112830600,112830835,112834425,112834427,112835151,112835805,112837749,112838295,112841505,112842493,112842599,112843146,112843518,112851768,112852909,112853213,112854378,112857832,112858610,112861017,112862788,112862790,112864028,112864178,112867010,112869422,112870518,112872904,112879091,112882003,112883371,112883744,112889333,112891278,112891726,112892433,112892447,112892734,112893299,112893603,112893708,112893865,112899419,112903788,112904108,112905272,112906599,112907455,112909145,112913783,112917074,112925426,112929824,112936932,112938082,112940761,112941818,112944179,112945239,112945881,112946576,112947050,112947078,112947405,112947614,112947803,112947805,112947807,112948052,112949270,112949829,112950512,112952412,112954951,112956219,112958677,112962114,112962287,112962510,112963355,112964160,112972304,112972306,112972711,112973247,112974221,112977612,112977693,112979836,112981177,112984794,112987157,112988787,112989826,112990774,112991119,112994847,112995077,112996005,112996121,112996664,113000033,113000980,113002254,113005074,113005847,113009112,113012114,113014130,113014463,113015639,113017048,113017400,113017402,113018354,113018638,113020694,113023014,113023333,113023427,113023429,113023697,113023890,113026680,113027077,113028398,113034533,113044726,113045960,113046815,113049860,113050965,113055367,113061934,113063573,113063575,113065390,113065392,113065718,113066785,113066787,113066802,113068931,113071191,113073371,113075636,113082208,113084239,113085918,113089693,113090829,113094111,113094537,113094539,113094541,113094930,113095785,113095821,113095823,113096179,113101556,113101900,113107425,113108356,113113356,113113707,113113709,113118922,113121699,113122498,113122959,113125969,113129599,113129715,113131187,113131847,113136550,113140262,113140264,113141367,113142033,113144678,113145515,113145588,113145931,113146796,113146818,113147847,113150556,113157416,113159463,113160772,113161634,113161733,113161739,113163632,113168574,113168742,113171717,113176677,113181204,113181692,113182437,113184191,113185171,113187928,113188862,113189932,113190438,113191664,113192342,113195542,113197646,113198702,113199414,113200997,113203572,113205686,113205688,113206130,113206295,113207970,113208646,113212373,113212832,113213430,113214754,113215368,113216993,113218384,113218783,113221797,113225191,113225532,113226950,113230597,113234932,113238489,113240788,113241745,113242127,113243682,113247559,113251381,113252813,113253362,113254474,113255388,113255493,113255495,113256001,113256977,113256983,113258013,113258670,113260633,113262371,113264032,113266198,113266421,113269874,113271467,113272542,113273432,113273495,113277853,113280359,113282646,113282913,113283928,113289352,113300890,113301807,113309663,113309966,113313298,113316848,113316983,113317041,113317130,113320020,113324707,113325108,113328692,113328733,113330125,113331625,113332451,113332586,113332743,113332812,113334024,113335629,113340017,113341836,113342113,113342810,113344674,113348252,113352029,113352164,113352233,113363421,113363861,113364003,113364407,113372727,113375987,113376037,113378630,113379244,113382682
ENST00000450251	2	119214070;119235290	119214222;119235411	ENSG00000145390	USP53	119217528,119226459,119227706,119230984,119232146,119237407,119243100,119244528,119245153,119245155,119246162,119249240,119249242,119250457,119253411,119254499,119261104,119261609,119263248,119263525,119264990,119268625,119269503,119271881,119272088,119279335,119280892,119282746,119283327,119283329,119283331,119288602,119288604,119290899,119293119
ENST00000674120	1	75144001	75144171	ENSG00000145700	ANKRD31	75068994,75069085,75072602,75072604,75074187,75074189,75074695,75075823,75079836,75085812,75086906,75086908,75087375,75089784,75091099,75091101,75091558,75096902,75097125,75101734,75103541,75103765,75103893,75104196,75104940,75110575,75115951,75119159,75123955,75124598,75124600,75128174,75131016,75131368,75132006,75132368,75133020,75136706,75137121,75137632,75141147,75148432,75150747,75150952,75156338,75156683,75158660,75160024,75160641,75163436,75174921,75175341,75176398,75181427,75183103,75184197,75184489,75185125,75185640,75188210,75189603,75191618,75194487,75200442,75201866,75202929,75203091,75204947,75205281,75209210,75212988,75214544,75220510,75221288,75221972,75222437,75222693,75222909,75228300,75229952,75233207,75235578
ENST00000510208	3	102808063;102974116;103025131	102808231;102974436;103025334	ENSG00000145730	PAM	102754672,102760055,102761042,102761452,102761814,102762479,102763948,102765542,102766669,102768582,102772362,102774179,102775459,102775543,102775687,102778231,102780583,102781543,102781704,102782548,102783715,102783717,102785104,102790946,102792552,102799426,102800026,102800360,102800871,102802991,102808705,102809678,102811667,102813412,102813620,102814116,102814946,102817058,102818710,102820294,102822123,102822453,102828060,102830097,102830120,102831639,102832322,102832324,102835125,102837738,102837919,102838234,102843990,102844146,102844373,102849426,102853131,102855580,102855607,102856853,102857447,102865312,102866314,102867689,102868480,102868496,102869044,102869283,102872190,102877751,102877753,102877807,102878592,102878594,102883175,102884533,102886030,102889485,102889702,102890669,102896972,102896974,102901371,102901636,102901638,102903212,102903433,102904559,102905556,102905739,102910255,102912267,102918001,102921731,102921733,102924117,102924119,102924830,102925599,102926726,102928894,102937709,102937881,102938519,102939758,102943399,102944136,102944493,102945875,102946621,102947312,102947314,102947316,102949579,102954951,102956296,102957207,102958822,102959933,102960042,102961822,102964508,102965093,102966354,102968781,102969004,102971204,102973856,102975238,102975371,102975999,102977647,102977649,102977961,102977988,102978292,102978542,102982226,102982350,102982352,102984400,102988998,102989519,102990113,102990185,102991883,102992254,102992559,102995938,102999278,103002532,103005541,103006170,103006857,103012475,103018639,103018924,103019121,103027864,103028125,103028411
ENST00000356245	1	151772273	151772668	ENSG00000145907	G3BP1	151771596,151777560,151779250,151784970,151787244,151787397,151787912,151788543,151789585,151791035,151793872,151798913,151799553,151800667,151804107,151805291,151806076,151806581,151809377,151811677
ENST00000285908	1	173609238	173609434	ENSG00000145919	BOD1	173611783,173613374,173613388,173613502
ENST00000379307	1	13325094	13325174	ENSG00000145979	TBC1D7	13268813,13273053,13273940,13276854,13277334,13277820,13278821,13279233,13279327,13280117,13280926,13281686,13281887,13282464,13288040,13288042,13289317,13290394,13291588,13292755,13294459,13294800,13295753,13295755,13296413,13296685,13300793,13300795,13301606,13310207,13310209,13314243,13314245,13315914,13318807,13320750,13328103
