isoform_id	IR	IR_genomic_start	IR_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000692291	1	34660601	34660853	ENSG00000137070	IL11RA	34652432,34652448,34655030,34656419,34657895,34661777,34661779,34661781
ENST00000643932	1	35829392	35829876	ENSG00000137103	TMEM8B	35819228,35820980,35822001,35823221,35824062,35824322,35824493,35830355,35831237,35831252,35831429,35836019,35837309,35838184,35839491,35845101,35847034,35847147,35847958,35847960,35848411,35849662,35856395,35856866,35857068,35857393,35858411,35859557,35859559,35860918,35861541,35862578,35863863
ENST00000681707	1	3226270	3226560	ENSG00000137285	TUBB2B	3223473,3226343
ENST00000393695	1	72013313	72014947	ENSG00000137497	NUMA1	72004734,72004818,72006871,72008834,72009666,72009668,72010632,72011492,72012340,72017127,72018157,72018281,72018557,72020549,72022177,72022645,72023736,72026051,72026128,72028619,72031407,72031409,72032023,72033350,72033352,72033673,72034270,72039893,72041642,72045047,72045623,72047122,72047898,72052401,72052437,72059674,72060511,72064701,72068921,72070042,72071520,72071522,72076653
ENST00000529689	1	83285980	83286099	ENSG00000137500	CCDC90B	83267464,83271807,83274012,83276488,83277376,83280166
ENST00000525503	1	83285553;83285980	83285873;83286099	ENSG00000137500	CCDC90B	83267464,83271807,83274012,83276488,83277376,83280166
ENST00000525639	1	85660598	85661636	ENSG00000137504	CREBZF	85661251,85662016,85663078,85670665,85671637,85675939,85678932,85680119
ENST00000695365	1	78478476	78478584	ENSG00000137513	NARS2	78436594,78444587,78444982,78445828,78448888,78448890,78450819,78451914,78455801,78456943,78457899,78459819,78470719,78472990,78473855,78473857,78475164,78480043,78484926,78485047,78485281,78495270,78495272,78496872,78497762,78498208,78500297,78503905,78505020,78505118,78506370,78508269,78510295,78510650,78519003,78519278,78522874,78522876,78523438,78535762,78537251,78537659,78537823,78541851,78543332,78545671,78546241,78548177,78548179,78549027,78551175,78552459,78557135,78557167,78557616,78562298,78567391,78568178,78568313,78571396,78572569,78573404,78573887
ENST00000677327	1	63015454	63017492	ENSG00000137563	GGH	63016369,63017545,63018595,63020491,63021218,63021456,63028429,63028752,63029504,63031784,63034929,63034931,63038287
ENST00000532085	7	119025330;119026081;119026689;119027873;119028427;119029565;119030736	119025966;119026602;119026936;119028193;119029221;119030231;119030848	ENSG00000137700	SLC37A4	119027498,119028934,119029009
ENST00000346991	1	40662684	40663334	ENSG00000137812	KNL1	40596123,40596816,40608095,40610419,40610894,40614625,40619021,40619546,40620073,40620673,40621034,40624135,40626064,40629246,40630685,40635795,40636334,40636699,40636769,40637299,40637730,40639642,40641587,40648040,40648974,40649440,40652631,40657718
ENST00000399668	1	40662684	40663334	ENSG00000137812	KNL1	40596123,40596816,40608095,40610419,40610894,40614625,40619021,40619546,40620073,40620673,40621034,40624135,40626064,40629246,40630685,40635795,40636334,40636699,40636769,40637299,40637730,40639642,40641587,40648040,40648974,40649440,40652631,40657718
ENST00000491720	1	181917006	181918597	ENSG00000138434	ITPRID2	181899902,181901407,181902970,181904302,181904802,181905937,181906598,181906608,181907418,181908612,181911002,181911171,181919559,181919767,181920539,181924615,181924823,181925458,181927138,181927557
ENST00000696919	2	186676936;186677270	186677196;186680626	ENSG00000138448	ITGAV	186597809,186597811,186598847,186601638,186601848,186601850,186603439,186607745,186608757,186613538,186614180,186614279,186616618,186617457,186618422,186619080,186619318,186620631,186620959,186620961,186624846,186627068,186627867,186628461,186630631,186636003,186638930,186639548,186639550,186643777,186644100,186645507,186647407,186654201,186655135,186657349,186658609,186660565,186663217,186667322,186667437,186667519,186669938,186676655,186677782,186678891,186680370
ENST00000638680	1	76179706	76180953	ENSG00000138760	SCARB2	76159924,76163248,76163250,76168033,76169910,76170662,76171159,76171165,76171946,76171948,76172462,76173674,76173676,76174625,76175691,76178335,76179152,76186767,76187627,76197342,76199381,76199420,76200606,76200608,76204213,76205526,76205729,76205893,76211121,76218441,76219491,76220495,76221085,76222949,76224799,76228347,76231057,76231080,76231195,76233118
ENST00000484843	1	105823070	105823230	ENSG00000138780	GSTCD	105709568,105715779,105726122,105738670,105739946,105741918,105742859,105744903,105744905,105745290,105745664,105746082,105747273,105747500,105747502,105750059,105750328,105750606,105751080,105751082,105751084,105755516,105756838,105756907,105765041,105765059,105770420,105777085,105778136,105778343,105779059,105782727,105787201,105787203,105793620,105795557,105797392,105797679,105800943,105801665,105803186,105804885,105811345,105812330,105813390,105816231,105816838,105817885,105817887,105819985,105824723,105828691,105832463,105834468,105836310,105840681,105845449
ENST00000541960	1	10213220;10214187	10213428;10214779	ENSG00000139112	GABARAPL1	10216685,10218203,10218205,10222805
BambuTx990	1	28700957	28701500	ENSG00000139508	SLC46A3	28701290,28701734,28701736,28701766,28704406,28704703,28704927,28705636,28705719,28707092,28713803,28714912,28716166,28716483,28717364
ENST00000548845	1	53299954	53300149	ENSG00000139637	MYG1	53299987,53299989,53299991,53302518,53302976,53303224,53303731,53304734,53306718,53307048
ENST00000563220	4	75338134;75338686;75339105;75339345	75338354;75338984;75339263;75339701	ENSG00000140365	COMMD4	75339405,75341071,75342963,75343142
ENST00000696721	2	89301443;89303916	89303863;89305114	ENSG00000140525	FANCI	89245678,89248584,89250655,89251098,89254018,89255422,89264241,89269441,89269657,89271196,89275210,89276847,89276849,89278620,89283548,89284945,89286137,89286632,89288003,89290260,89291365,89301085,89301638,89305160,89306062,89307224,89308412,89310036,89310638,89310640,89316017
ENST00000444300	1	88531474	88531612	ENSG00000140543	DET1	88495915,88496818,88496897,88496899,88499742,88499744,88501977,88501979,88504893,88504895,88505197,88505931,88506553,88507262,88507592,88509545,88509600,88510036,88512202,88514128,88515590,88518315,88520060,88525806,88527387,88528336,88532737,88537264,88537959,88539578,88543770,88546469
ENST00000564176	5	31472202;31473735;31474758;31476186;31476563	31473425;31473834;31476011;31476480;31476861	ENSG00000140682	TGFB1I1	31477479
ENST00000671377	1	87407015	87407677	ENSG00000140948	ZCCHC14	87406451,87406864,87407995,87411683,87412513,87412515,87414418,87417949,87419445,87423195,87424526,87424549,87424579,87424725,87426497,87429018,87429020,87433788,87435441,87438318,87440110,87440137,87440751,87450417,87452351,87455756,87456671,87458053,87461874,87462145,87463431,87465070,87465757,87468394,87468756,87468912,87470748,87472435,87474004,87476603,87477984,87477986,87480076,87481022,87482941,87483067,87483114,87484291,87489103,87490859
ENST00000562593	1	88841972	88842705	ENSG00000141012	GALNS	88814553,88819155,88819157,88821878,88831904,88832229,88839526,88839850,88843163,88843587,88847479,88847591,88847888,88852736,88854146,88855074,88856476
ENST00000591994	1	36025679	36026899	ENSG00000141425	RPRD1A	35985373,35986903,35986905,35987275,35990418,35990696,35991425,35991659,35992016,35993188,35994212,35996848,35998011,36001953,36005015,36007806,36008444,36011943,36012594,36013270,36013639,36013811,36013972,36015601,36016956,36018071,36022916,36026646,36038850,36039861,36039869,36045108,36045873,36046876,36048527,36053451,36053575,36057098,36058187,36059032,36059417,36065264,36065361
ENST00000399022	1	35990596	35993039	ENSG00000141425	RPRD1A	35985373,35986903,35986905,35987275,35990418,35990696,35991425,35991659,35992016,35993188,35994212,35996848,35998011,36001953,36005015,36007806,36008444,36011943,36012594,36013270,36013639,36013811,36013972,36015601,36016956,36018071,36022916,36026646,36038850,36039861,36039869,36045108,36045873,36046876,36048527,36053451,36053575,36057098,36058187,36059032,36059417,36065264,36065361
ENST00000316024	1	7688562	7688647	ENSG00000141499	WRAP53	7690635,7693898,7698360,7699879,7700525
ENST00000574388	1	7178589	7179189	ENSG00000141505	ASGR1	7175529,7175577
ENST00000581241	1	82246040	82248874	ENSG00000141551	CSNK1D	82239626,82241506,82244743,82245045,82245340,82245878,82252792,82256644,82259163,82259165,82263526,82264773,82266660,82268471,82269760
ENST00000577812	1	82483817	82484812	ENSG00000141562	NARF	82461479,82461632,82462914,82463190,82463526,82464053,82466038,82468507,82474257,82476152,82476588,82480644,82480646,82480958,82481173,82483402,82484578,82484998,82485023,82490211
ENST00000523903	1	41835958	41836181	ENSG00000141698	NT5C3B	41828716,41829166,41829637,41829789,41833945,41833947,41834264
ENST00000539627	1	41382922	41383714	ENSG00000142046	TMEM91	41354819,41356107,41356212,41356951,41365020,41366481,41366579,41366581,41368016,41370222,41371146,41371852,41373083,41375244,41377119,41377238,41378768,41378770,41379773,41383612,41383614
ENST00000470890	1	27356750	27357008	ENSG00000142733	MAP3K6	27355635,27360349,27361869,27361871,27362928,27365400
ENST00000471953	1	93110247	93110326	ENSG00000143033	MTF2	93081744,93082721,93083254,93084200,93085631,93087534,93091121,93093480,93095800,93096955,93097742,93099927,93103597,93104547,93109833,93111250,93115714,93116911,93117893,93117962,93121606,93123865,93133848,93135917,93137303,93137305,93137604
ENST00000370298	1	93110247	93110326	ENSG00000143033	MTF2	93081744,93082721,93083254,93084200,93085631,93087534,93091121,93093480,93095800,93096955,93097742,93099927,93103597,93104547,93109833,93111250,93115714,93116911,93117893,93117962,93121606,93123865,93133848,93135917,93137303,93137305,93137604
ENST00000487163	2	161163982;161164251	161164163;161164533	ENSG00000143258	USP21	161161938,161161940,161164322
ENST00000368358	1	155288708	155289390	ENSG00000143630	HCN3	155283335,155284897
ENST00000496230	1	155284136	155284538	ENSG00000143630	HCN3	155283335,155284897
ENST00000272163	1	225401729	225403203	ENSG00000143815	LBR	225408520,225412432,225416247,225418694,225421627,225425575,225427384
ENST00000490674	2	112659095;112660573	112659203;112661141	ENSG00000144136	SLC20A1	112652274,112653305,112659362,112663438
ENST00000613206	1	12899435	12900576	ENSG00000144711	IQSEC1	12897475,12897811,12897813,12898814,12900641,12901224,12901254,12902569,12902833,12903246,12905478,12908270,12908305,12911652,12912730,12913255,12913332,12913334,12913336,12914326,12914672,12916937,12918031,12918966,12920219,12921436,12922761,12923472,12924141,12924150,12924322,12924422,12924567,12925619,12927402,12927450,12930748,12931603,12932251,12933822,12934839,12936730,12937222,12937597,12937939,12938405,12939552,12939992,12940733,12941453,12941537,12942140,12945835,12946362,12946891,12947712,12948880,12956391,12957246,12958578,12960558,12962296,12962609,12964160,12964836,12965246,12966309,12970033,12970035,12971142,12971241,12972896,12973482,12973672,12974058,12975669,12978108,12979488,12979981,12980279,12980428,12980643,12982716,12982849,12984453,12984601,12984603,12984605,12987417,12987433,12988728,12988770,12989514,12991389,12993527,12997339,12999025,12999039,12999041,12999362,13001321,13007152,13007186,13008895,13008897,13011409,13012152,13013429,13013431,13013665,13013667,13013669,13013835,13018995,13020813,13021332,13021969,13022014,13023883,13027055,13029725,13030242,13034863,13036183,13036395,13038123,13038917,13039865,13040961,13042300,13043459,13043627,13044105,13044324,13047669,13049922,13050500,13050502,13050812,13050902,13055425,13057496,13057509,13057534,13058717,13058719,13058810,13060270,13061534,13064202,13066794,13067517,13067519,13069180,13070154,13075021,13075063,13075557,13076544,13077171,13079640,13080012,13081922,13082512,13088005,13088285,13088306,13088803,13091202,13091490,13092022,13093338,13093673,13095904,13097927,13102711,13103636,13105578,13106672,13107234,13108497,13109023,13109173,13110457,13112431,13113073,13113628,13114931,13115484,13115872,13116553,13119476,13119613,13119731,13121589,13122093,13122980,13125955,13127824,13128378,13128380,13128488,13132160,13132727,13134658,13135058,13135060,13136040,13136084,13136776,13139900,13140238,13142344,13142824,13143217,13144257,13145901,13145938,13148380,13148382,13148396,13150561,13150661,13151310,13151478,13153692,13154434,13156477,13158669,13160160,13161589,13161614,13164785,13166893,13167018,13167036,13167217,13168343,13170368,13171188,13171408,13173635,13176665,13177763,13180103,13181507,13181509,13183032,13184663,13187101,13189918,13191627,13193044,13193046,13194034,13195292,13195447,13195634,13197326,13197637,13198550,13199034,13199077,13199079,13199992,13200077,13200143,13200933,13201837,13202275,13202917,13203208,13203226,13203438,13208593,13208828,13209192,13209457,13209459,13211834,13212635,13214755,13216234,13217248,13218109,13218196,13218385,13218650,13219237,13220655,13222227,13223622,13223683,13225100,13225384,13228364,13230178,13231212,13231533,13231884,13234027,13234671,13235817,13236827,13237970,13238239,13240607,13242513,13243742,13243756,13246156,13248588,13250217,13250915,13251673,13253579,13253726,13257288,13257290,13259190,13259795,13261677,13263120,13263122,13265547,13266198,13266200,13270131,13273164,13273896,13274492,13274621,13274739,13275745,13279538,13279826
ENST00000468748	3	184140057;184140222;184143143;184143566	184140080;184140417;184143441;184144098	ENSG00000145191	EIF2B5	184138812,184139977,184140438,184140990,184142107
ENST00000507209	2	186197131;186201343	186197532;186205199	ENSG00000145476	CYP4V2	186193614,186193616,186194028,186194266,186200428,186201677,186202530,186202609,186202619,186202649,186202661,186202723,186202745,186202755,186202839,186202855,186202873,186202881,186202883,186202885,186202895,186202897,186202899,186202917,186202925,186202927,186202929,186202943,186203069,186206199,186206201,186206203,186206226,186209469
ENST00000507937	1	178146280	178147532	ENSG00000145916	RMND5B	178131447,178132541,178135040,178142264,178143351,178147088,178150417
ENST00000367505	1	145954854	145955186	ENSG00000146414	SHPRH	145865178,145865645,145867453,145872730,145872949,145875563,145875937,145878235,145880685,145881964,145884174,145884251,145884253,145884255,145888352,145888661,145891334,145891401,145893637,145893646,145893648,145893816,145897615,145897708,145898738,145899487,145900416,145902615,145902762,145905140,145907641,145913451,145914596,145914598,145917085,145917809,145917917,145921638,145925369,145925371,145925373,145926509,145928376,145929126,145932133,145936252,145936254,145940691,145940693,145942545,145943323,145945714,145949442,145955244,145956195,145956260,145956262,145958681,145959077,145959581,145963904
ENST00000275233	1	145954854	145955186	ENSG00000146414	SHPRH	145865178,145865645,145867453,145872730,145872949,145875563,145875937,145878235,145880685,145881964,145884174,145884251,145884253,145884255,145888352,145888661,145891334,145891401,145893637,145893646,145893648,145893816,145897615,145897708,145898738,145899487,145900416,145902615,145902762,145905140,145907641,145913451,145914596,145914598,145917085,145917809,145917917,145921638,145925369,145925371,145925373,145926509,145928376,145929126,145932133,145936252,145936254,145940691,145940693,145942545,145943323,145945714,145949442,145955244,145956195,145956260,145956262,145958681,145959077,145959581,145963904
ENST00000337387	1	159748370	159748589	ENSG00000146457	WTAP	159732193,159733004,159738539,159743192,159745284,159746557,159751775,159752097,159753060,159754801
ENST00000650096	1	159748370;159749421	159748589;159750010	ENSG00000146457	WTAP	159732193,159733004,159738539,159743192,159745284,159746557,159751775,159752097,159753060,159754801
ENST00000482732	5	154398399;154399397;154399595;154399942;154400627	154398496;154399486;154399802;154400463;154400701	ENSG00000147403	RPL10	154402089,154404705,154405564,154406812,154407910,154408903
ENST00000680745	2	2651499;2651955	2651873;2652779	ENSG00000147852	VLDLR	2624045,2628080,2630546,2635266,2636224,2636470,2638729,2639530,2642144,2642767,2645305,2648056,2651243,2653669,2655396,2656509,2658124,2658951,2659297,2659792
ENST00000378892	1	34637421	34637546	ENSG00000147955	SIGMAR1	34635406,34635528,34637134
ENST00000610888	1	133341695	133344124	ENSG00000148297	MED22	133339053,133344097,133344723,133345189,133345465,133345691,133346312
ENST00000372564	1	129008151	129008449	ENSG00000148341	SH3GLB2	129010896,129012778,129013620,129014128,129014561,129014563,129026125
ENST00000680003	1	136499260	136500551	ENSG00000148400	NOTCH1	136494699,136495239,136495241,136496108,136497422,136499214,136499216,136500587,136501128,136501770,136505230,136505806,136507844,136508944,136509650,136510034,136512732,136513293,136513295,136514286,136517756,136518263,136519871,136526163,136526165,136526439,136528187,136532432,136532434,136535557,136535979,136537814,136539648,136540579,136540652
ENST00000532449	1	125655477	125656205	ENSG00000149554	CHEK1	125627929,125629398,125630883,125631085,125633291,125634139,125634861,125637287,125638548,125642137,125644418,125644876,125645503,125647821,125649688,125650773,125650775,125653359,125658831,125660774,125661870,125663646,125667765,125668223,125668225,125670752,125672798,125674254,125675464
ENST00000438015	1	125655477	125656205	ENSG00000149554	CHEK1	125627929,125629398,125630883,125631085,125633291,125634139,125634861,125637287,125638548,125642137,125644418,125644876,125645503,125647821,125649688,125650773,125650775,125653359,125658831,125660774,125661870,125663646,125667765,125668223,125668225,125670752,125672798,125674254,125675464
ENST00000434316	1	113549502	113549633	ENSG00000150403	TMCO3	113492495,113495520,113495710,113496838,113497243,113499378,113504784,113504786,113508016,113508018,113509633,113513509,113515376,113516887,113517227,113517503,113521086,113521191,113521233,113521317,113521327,113521329,113521331,113521343,113521355,113521357,113521359,113521413,113521415,113521417,113521500,113521514,113521526,113521538,113522776,113531580,113531692,113537902,113537908,113537927,113537948,113537950,113537952,113538065,113538067,113538102,113538118,113538120,113538122,113538153,113538155,113538211,113538213,113540925,113541336,113541564,113543737,113546676,113549099,113550839,113551209,113552379,113552804,113554448
ENST00000489822	1	119576751	119577079	ENSG00000151923	TIAL1	119572041,119572925,119574308,119576321,119580211,119580367,119582412,119584174,119585783,119596182
ENST00000366527	1	244846486;244848890	244846604;244850296	ENSG00000153187	HNRNPU	244844425,244844427,244844626,244844818,244850026,244850683,244853017,244857658,244858791,244859775,244860560,244861147
ENST00000392225	1	35126776	35126852	ENSG00000153902	LGI4	35124892,35125654,35131430,35131697,35131699,35133877,35134225,35134488,35136291,35136293,35136370,35137370,35137600,35137940,35138025
ENST00000573955	1	9701246	9701351	ENSG00000154914	USP43	9648371,9648380,9650547,9654226,9654339,9655279,9655285,9655864,9655866,9659037,9662214,9662216,9667785,9673128,9686049,9686920,9686944,9686956,9689374,9705023,9706329,9709277,9711236,9714034,9718708,9718892,9720633,9721551,9722907,9725170,9727408,9727410,9727412,9727423
ENST00000700253	1	99612600	99613695	ENSG00000155287	SLC25A28	99613182,99615794,99617396,99618160
ENST00000369644	1	112689867	112689993	ENSG00000155363	MOV10	112676240,112676242,112676739,112683386,112684467,112685930,112686069,112686189,112686191,112687562,112692526,112695298,112696501,112696896,112696898,112698984
ENST00000538576	1	112955995	112956034	ENSG00000155380	SLC16A1	112915475,112916798,112917724,112924621,112924755,112925523,112932193,112932195,112934027,112937413,112937688,112940818,112941137,112942908,112944383,112944623,112946698,112950633,112951288,112955656,112956875
ENST00000286523	1	73719009	73719304	ENSG00000156030	MIDEAS	73719622,73725588,73725640,73725642,73725713,73726511,73730524,73731058,73731861,73732228,73733688,73736025,73738544,73741313,73745311,73745697,73747419,73747759,73748889,73748891,73749510,73753126,73754244,73754375,73755923,73755925,73756501,73756644,73756646,73756782,73756981,73757788,73758141,73758916,73760662,73761776,73763878,73766088,73766352,73772151,73772153,73773675,73773677,73774784,73775523,73778013,73780502,73780504,73782426,73783525,73783695,73784186,73784416,73787732,73788943
ENST00000474835	1	29042529	29043422	ENSG00000156256	USP16	29024932,29027775,29029720,29031962,29032376,29034164,29034291,29034619,29035266,29036769,29037911,29041572,29042233,29042630,29043048,29043050,29044077,29044786,29046195,29052159
ENST00000496121	2	29062244;29062416	29062327;29062489	ENSG00000156261	CCT8	29056807,29056848,29056850,29057398,29065072,29065951,29067454,29069793,29071092
ENST00000475361	1	134807342	134807539	ENSG00000156500	PABIR3	134802228,134803229,134803798,134803800,134803802,134809966,134810364,134811532,134815325,134817042,134823606,134824910,134826425,134827515,134829114,134829731,134829817,134829819,134831388,134833759,134833983,134836364,134837609,134841697,134843442,134843910,134846064,134848258,134848871
ENST00000372687	1	75176217	75176387	ENSG00000156671	SAMD8	75100232,75100763,75117158,75117160,75119619,75121147,75121626,75125271,75125282,75126065,75128874,75129385,75133601,75133603,75134036,75134038,75134309,75135321,75137632,75138012,75139105,75139291,75139542,75139752,75140652,75141222,75143358,75143457,75145398,75146483,75146877,75146959,75149837,75151065,75156527,75156898,75158027,75162517,75162714,75164291,75171321,75171323,75171718,75172230,75177605,75177607,75179214
ENST00000682208	1	9745710	9745811	ENSG00000156983	BRPF1	9733406,9734448,9735448,9736715,9736906,9740827,9743198
ENST00000621385	1	59123628	59124766	ENSG00000157456	CCNB2	59106784,59109195,59111019,59112179,59112181,59113993,59114389,59115677,59117613,59117615,59118007,59122165,59123570,59123965,59124155
ENST00000573058	1	81251613	81252194	ENSG00000157637	SLC38A10	81245736,81247102,81248677,81249712,81249965,81250809,81252066,81257106,81257859,81258070,81258116,81260997,81260999,81262930,81263243,81263799,81266682,81267068,81267079,81268874,81272177,81276004,81276093,81276532,81277243,81279122,81279959,81280194,81281035,81281037,81283984,81285708,81286694,81287652,81288947,81289743,81290119,81291034
ENST00000361028	1	28380872	28382190	ENSG00000158691	ZSCAN12	28380975,28381095,28382937,28383019,28383021,28383023,28383847,28389995
ENST00000681384	1	78139259	78139493	ENSG00000159063	ALG8	78097702,78105853,78106612,78108148,78111163,78111165,78112711,78120344,78122053,78123636,78124171,78132549,78132702,78133445,78134762
ENST00000382549	2	32601974;32602368	32602271;32603160	ENSG00000159079	CFAP298	32592141,32593651,32598706,32598741,32603787,32607461,32607956,32609808,32610815
ENST00000504000	1	48931718	48933204	ENSG00000159210	SNF8	48930468,48931436,48932942,48934702,48936887,48937225,48938042,48940526,48941318,48941835,48942395,48942964
ENST00000562621	1	72755655	72756250	ENSG00000159322	ADPGK	72753601,72753672,72755764,72758205,72761016,72766697,72771496,72774464,72775086,72776019,72777041,72778479,72784526
ENST00000474100	1	151400901;151401356	151401239;151401541	ENSG00000159377	PSMB4	151401046,151401311
ENST00000564158	2	42662892;42663491	42663280;42663819	ENSG00000159433	STARD9	42579264,42581162,42591356,42595621,42596537,42597352,42597354,42600479,42600670,42602588,42603321,42603945,42604016,42604368,42605742,42607347,42608211,42608946,42617904,42618536,42619157,42619581,42622426,42623120,42623747,42625746,42625748,42628641,42630661,42632277,42634391,42635790,42637806,42641436,42647424,42650011,42656528,42656530,42660047,42660432,42668487,42671277,42672668,42674075,42685547,42687605,42689208,42689848,42690445,42692606,42693945,42697444,42697665,42698632,42701677,42701862,42702023,42704764,42705579,42708964,42709262,42713524,42716356
ENST00000428043	1	63496986	63497136	ENSG00000159640	ACE	63477528,63479170,63480668,63481029,63481469,63485074,63486568,63487334,63488227,63489046,63491683,63493321,63493511,63494117,63496840,63496935
ENST00000469972	3	133098763;133100383;133101763	133100267;133100495;133101937	ENSG00000160271	RALGDS	133097898,133099571,133099597,133099623,133101877,133101879,133104530,133105102,133107414,133109067,133111030,133114199,133114201,133117441,133117607,133117617,133117619,133118202,133118204,133118206,133124748,133124750,133133392,133133673,133135763,133139104,133139106,133139317,133140642
ENST00000368471	2	154602249;154627933	154602384;154627953	ENSG00000160710	ADAR	154586115,154589398,154589676,154589678,154594480,154594652,154595357,154595359,154596776,154597158,154597399,154600135,154605674,154608307,154609542,154610391,154614455,154616029,154616031,154618641,154619654,154620594,154621011,154622749,154624279
ENST00000612424	1	156245988	156246122	ENSG00000160781	PAQR6	156243875,156244543,156247563
ENST00000621189	1	144517636	144517700	ENSG00000160957	RECQL4	144511855,144512908,144513396
ENST00000473880	8	102467824;102468188;102468378;102468655;102469883;102472310;102472610;102472805	102468061;102468262;102468553;102468854;102472217;102472453;102472691;102472908	ENSG00000161036	LRWD1	102470602,102471718
ENST00000392485	3	76734563;76735662;76735876	76735060;76735771;76736153	ENSG00000161547	NA	NA
ENST00000359995	1	76734563;76735158	76735060;76735661	ENSG00000161547	NA	NA
ENST00000639636	1	51886913	51887895	ENSG00000161551	ZNF577	51806781,51810286,51814453,51816605,51823533,51833931,51836024,51839161,51843717,51845715,51847142,51849233,51850461,51853424,51855522,51856778,51858391,51858808,51859146,51859209,51859211,51861630,51861985,51862323,51862979,51863172,51865069,51865071,51867957,51870405,51872921,51876174,51877239,51882652,51882654,51882656,51889479
ENST00000640955	1	51886913	51887895	ENSG00000161551	ZNF577	51806781,51810286,51814453,51816605,51823533,51833931,51836024,51839161,51843717,51845715,51847142,51849233,51850461,51853424,51855522,51856778,51858391,51858808,51859146,51859209,51859211,51861630,51861985,51862323,51862979,51863172,51865069,51865071,51867957,51870405,51872921,51876174,51877239,51882652,51882654,51882656,51889479
ENST00000572907	1	7440817	7441470	ENSG00000161958	FGF11	7444159
ENST00000567120	1	684156	684233	ENSG00000161999	NA	NA
ENST00000483003	2	58689117;58689663	58689293;58690225	ENSG00000162601	MYSM1	58643956,58644508,58644624,58646911,58646913,58647292,58648063,58652421,58652840,58652842,58652844,58653387,58656210,58656302,58656304,58657312,58662307,58665136,58666536,58667412,58668459,58671506,58671528,58672973,58672975,58679916,58682278,58686000,58687418,58688372,58691541,58693908,58696795,58698724
ENST00000370768	4	77944270;77945643;77946577;77947693;77948774	77944355;77946529;77947452;77948404;77948914	ENSG00000162613	FUBP1	77944309,77946751,77947585,77948151,77948897,77949102,77951802,77953153,77955573,77955755,77956726,77959386,77961146,77961148,77961150,77961152,77961748,77961750,77964805,77965917,77969324,77970535,77974186,77974916,77977193,77978048
ENST00000471625	1	61117386	61117466	ENSG00000162929	SANBR	61068241,61070607,61073354,61075402,61076138,61078198,61078566,61083209,61086683,61087717,61088899,61091462,61099132,61099178,61103052,61103282,61104623,61104934,61111865,61114367,61114642,61114644,61115477,61118385,61118706,61119089,61122537,61122539,61122643,61128140,61129531,61132890,61134100,61137814,61137816,61137910
ENST00000493181	1	199943835	199948317	ENSG00000162971	TYW5	199932604,199937537,199938524,199943001,199949236,199950205,199950629,199952660,199955409
ENST00000497769	1	14649454	14649538	ENSG00000162981	LRATD1	14637054,14637662,14641081,14643206
ENST00000681645	3	156593556;156595259;156595742	156593881;156595506;156596706	ENSG00000163382	NAXE	156592935,156593005,156595217,156595326,156597244,156602082,156602705,156603326,156609190
ENST00000461101	1	74160089	74161779	ENSG00000163738	MTHFD2L	74117679,74118915,74119932,74120377,74120496,74120683,74121113,74121884,74123396,74124761,74132281,74135426,74136813,74138553,74143002,74145571,74149429,74151418,74152555,74152635,74152637,74152756,74152766,74155385,74156327,74156591,74157024,74158868,74160560,74162944,74164670,74165502,74167134,74167808,74170204,74170894,74170936,74172006,74172637,74172796,74174795,74175013,74175162,74178013,74180588,74187335,74189427,74192509,74195657,74197420,74198404,74200470,74200844,74201890,74202875,74202883,74202885,74202887,74204094,74204356,74204651,74204968,74205149,74205427,74207964,74209660,74211495,74216613,74217468,74223123,74223382,74223869,74224812,74226255,74229325,74230982,74231405,74232038,74234123,74234125,74235640,74236442,74236653,74239027,74239251,74240590,74241777,74243637,74245943,74253825,74265722,74266318,74267563,74270217,74270412,74270636,74275412,74280374,74284882,74285106,74286262,74286297,74287318,74288363,74288365,74291472,74293286,74294889,74294891,74300465,74301439,74302203
ENST00000506507	1	129514555	129515399	ENSG00000163913	IFT122	129431125,129431982,129433478,129441988,129443522,129443605,129453781,129454165,129454437,129454556,129455658,129456146,129460795,129463279,129463698,129463833,129465080,129465082,129466305,129466307,129471590,129473848,129477127,129478131,129479614,129479759,129479961,129479963,129481823,129483287,129484780,129491762,129492958,129492960,129493500,129494101,129495587,129496001,129502568,129505474,129506165,129506524,129507042,129507116,129507943,129510362,129512972,129513489,129517967
ENST00000677428	1	1386399	1386739	ENSG00000163945	UVSSA	1349451,1350110,1354658,1354897,1354899,1357891,1367322,1368923,1369224,1370274,1370752,1370842,1386507,1387653,1389340,1391097,1391628,1393989,1394513
ENST00000492366	1	103085463	103085698	ENSG00000164039	BDH2	103078001,103084639,103088576,103089671,103089673,103094711,103095019,103097286,103097362,103097818,103098558,103098560,103098814
ENST00000515664	1	174262796;174263092	174262918;174263100	ENSG00000164117	FBXO8	174237844,174238229,174240661,174241344,174241401,174241888,174241890,174242112,174243759,174243785,174244580,174247127,174251614,174252638,174252648,174252650,174252839,174255857,174255948,174255992,174259896,174275498
