isoform_id	OTHER	SP_Sec_SPI	CS_Position	aa_removed	transcriptClevageAfter	genomicClevageAfter	has_signal_peptide
ENST00000452445.6	2.15e-4	0.999759	CS pos: 21-22. Pr: 0.9836	21	156	44875346	yes
ENST00000452722.7	0.011105	0.988883	CS pos: 44-45. Pr: 0.9266	44	153	115240413	yes
ENST00000453268.3	2.7e-4	0.999734	CS pos: 18-19. Pr: 0.9736	18	208	74132808	yes
ENST00000453527.7	2.04e-4	0.999794	CS pos: 17-18. Pr: 0.9840	17	179	11853404	yes
ENST00000454190.6	2.08e-4	0.999779	CS pos: 23-24. Pr: 0.9816	23	154	9903001	yes
ENST00000455264.7	2.57e-4	0.999712	CS pos: 20-21. Pr: 0.9791	20	477	102866255	yes
ENST00000455551.6	3.26e-4	0.999642	CS pos: 23-24. Pr: 0.9772	23	653	89405388	yes
ENST00000456471.3	0.368001	0.632	CS pos: 18-19. Pr: 0.4461	18	121	72783638	yes
ENST00000457137.6	3.1e-4	0.999665	CS pos: 26-27. Pr: 0.9786	26	306	36729451	yes
ENST00000457408.7	3.47e-4	0.999653	CS pos: 29-30. Pr: 0.9635	29	112	44582120	yes
ENST00000458141.6	0.176864	0.823112	CS pos: 22-23. Pr: 0.7471	22	621	69564041	yes
ENST00000460624.5	2.1e-4	0.999752	CS pos: 25-26. Pr: 0.9570	25	135	205849998	yes
ENST00000461402.5	0.00155	0.998456	CS pos: 23-24. Pr: 0.7926	23	94	32221966	yes
ENST00000461745.5	2.27e-4	0.999742	CS pos: 21-22. Pr: 0.9801	21	963	77098015	yes
ENST00000463221.2	0.017313	0.982656	CS pos: 24-25. Pr: 0.9450	24	392	47757292	yes
ENST00000464233.6	0.253023	0.746952	CS pos: 24-25. Pr: 0.6959	24	369	79589840	yes
ENST00000464248.1	0.169681	0.830312	CS pos: 23-24. Pr: 0.7810	23	123	178478431	yes
ENST00000464585.1	2.12e-4	0.99976	CS pos: 18-19. Pr: 0.9813	18	1733	51709037	yes
ENST00000465524.6	2.36e-4	0.999743	CS pos: 26-27. Pr: 0.9773	26	183	48900874	yes
ENST00000465787.5	0.027726	0.972238	CS pos: 37-38. Pr: 0.9259	37	270	167765602	yes
ENST00000467549.5	4.38e-4	0.999536	CS pos: 19-20. Pr: 0.9723	19	140	78938926	yes
ENST00000467815.5	0.017313	0.982656	CS pos: 24-25. Pr: 0.9450	24	679	47757292	yes
ENST00000470826.5	2.33e-4	0.999752	CS pos: 21-22. Pr: 0.9805	21	479	38457384	yes
ENST00000471714.6	3.05e-4	0.999642	CS pos: 28-29. Pr: 0.5093	28	100	100993322	yes
ENST00000471863.5	3.88e-4	0.999602	CS pos: 30-31. Pr: 0.9594	30	240	43128987	yes
ENST00000471893.2	0.482312	0.517674	CS pos: 33-34. Pr: 0.4807	33	271	75937592	yes
ENST00000473457.2	2.81e-4	0.999685	CS pos: 25-26. Pr: 0.9799	25	339	103989282	yes
ENST00000473667.6	0.001349	0.998579	CS pos: 29-30. Pr: 0.9576	29	297	70289351	yes
ENST00000474597.5	0.191199	0.808767	CS pos: 21-22. Pr: 0.7754	21	150	7313058	yes
ENST00000474859.5	0.027726	0.972238	CS pos: 37-38. Pr: 0.9259	37	111	167765602	yes
ENST00000475133.5	2.56e-4	0.999713	CS pos: 25-26. Pr: 0.9750	25	239	15529180	yes
ENST00000475659.1	0.016597	0.983356	CS pos: 27-28. Pr: 0.9344	27	218	197328432	yes
ENST00000475896.5	3.05e-4	0.999642	CS pos: 28-29. Pr: 0.5093	28	129	100993322	yes
ENST00000476760.1	3.88e-4	0.999602	CS pos: 30-31. Pr: 0.9594	30	272	43128987	yes
ENST00000477853.6	3.11e-4	0.999658	CS pos: 21-22. Pr: 0.9578	21	78	19251447	yes
ENST00000477891.1	2.39e-4	0.99972	CS pos: 20-21. Pr: 0.9783	20	726	15834614	yes
ENST00000478245.1	2.02e-4	0.999779	CS pos: 22-23. Pr: 0.9776	22	68	95693834	yes
ENST00000479053.1	2.11e-4	0.999767	CS pos: 26-27. Pr: 0.9713	26	137	36037076	yes
ENST00000479198.5	0.274149	0.72582	CS pos: 20-21. Pr: 0.4854	20	178	63480867	yes
ENST00000479365.5	0.191199	0.808767	CS pos: 21-22. Pr: 0.7754	21	125	7313058	yes
ENST00000479756.1	0.359054	0.640936	CS pos: 38-39. Pr: 0.4305	38	141	158732302	yes
ENST00000480687.5	2.09e-4	0.999768	CS pos: 19-20. Pr: 0.9813	19	3543	49719409	yes
ENST00000481132.5	2.74e-4	0.99969	CS pos: 28-29. Pr: 0.9758	28	6331	187503685	yes
ENST00000481238.1	3.47e-4	0.999653	CS pos: 29-30. Pr: 0.9635	29	112	44582120	yes
ENST00000481600.5	0.001966	0.998014	CS pos: 28-29. Pr: 0.8861	28	1251	125729421	yes
ENST00000482816.5	2.46e-4	0.999745	CS pos: 18-19. Pr: 0.9768	18	373	1091490	yes
ENST00000483001.5	0.00155	0.998456	CS pos: 23-24. Pr: 0.7926	23	82	32221966	yes
ENST00000483327.5	2.73e-4	0.999708	CS pos: 25-26. Pr: 0.9786	25	86	56068489	yes
ENST00000484875.5	0.017313	0.982681	CS pos: 24-25. Pr: 0.9450	24	741	47757292	yes
ENST00000485230.5	0.003527	0.99646	CS pos: 30-31. Pr: 0.6399	30	715	113249892	yes
ENST00000485816.5	2.28e-4	0.999749	CS pos: 28-29. Pr: 0.9775	28	115	52830559	yes
ENST00000485839.6	2.18e-4	0.999748	CS pos: 20-21. Pr: 0.9809	20	382	201153864	yes
ENST00000486186.5	4.52e-4	0.999533	CS pos: 17-18. Pr: 0.6109	17	988	111739227	yes
ENST00000487673.5	3.88e-4	0.999598	CS pos: 30-31. Pr: 0.9594	30	210	43128987	yes
ENST00000489170.5	0.00155	0.998456	CS pos: 23-24. Pr: 0.7926	23	95	32221966	yes
ENST00000489181.5	2.08e-4	0.999775	CS pos: 23-24. Pr: 0.9816	23	171	9903001	yes
ENST00000489873.1	2.25e-4	0.999722	CS pos: 21-22. Pr: 0.9767	21	590	65495348	yes
ENST00000490534.2	2.27e-4	0.999742	CS pos: 21-22. Pr: 0.9801	21	119	77098015	yes
ENST00000491397.1	2.32e-4	0.999754	CS pos: 15-16. Pr: 0.9802	15	3314	103571647	yes
ENST00000491663.5	2.28e-4	0.999749	CS pos: 28-29. Pr: 0.9775	28	129	52830559	yes
ENST00000492130.2	0.002317	0.997663	CS pos: 31-32. Pr: 0.9579	31	239	108074559	yes
ENST00000493023.1	8.74e-4	0.999108	CS pos: 24-25. Pr: 0.7735	24	571	37185378	yes
ENST00000493533.1	0.195428	0.804556	CS pos: 24-25. Pr: 0.6390	24	107	54686371	yes
ENST00000494208.5	0.004376	0.995597	CS pos: 32-33. Pr: 0.5952	32	850	70168327	yes
ENST00000495063.6	3.05e-4	0.999642	CS pos: 28-29. Pr: 0.5093	28	132	100993322	yes
ENST00000495273.5	4.38e-4	0.999536	CS pos: 19-20. Pr: 0.9723	19	611	78938926	yes
ENST00000495514.5	0.003527	0.996463	CS pos: 30-31. Pr: 0.6399	30	794	113249892	yes
ENST00000496269.1	0.002237	0.997708	CS pos: 25-26. Pr: 0.9424	25	129	100602531	yes
ENST00000497194.6	3.17e-4	0.999658	CS pos: 30-31. Pr: 0.9760	30	1462	72000412	yes
ENST00000497382.5	3.1e-4	0.999665	CS pos: 26-27. Pr: 0.9786	26	265	36729451	yes
ENST00000497827.1	0.011244	0.988762	CS pos: 32-33. Pr: 0.8523	32	637	19326291	yes
ENST00000502796.5	2.14e-4	0.999779	CS pos: 24-25. Pr: 0.9802	24	547	19838915	yes
ENST00000503581.6	2.25e-4	0.999724	CS pos: 21-22. Pr: 0.9767	21	602	65495348	yes
ENST00000503731.6	0.132989	0.866982	CS pos: 41-42. Pr: 0.7883	41	291	15540553	yes
ENST00000504953.5	5.89e-4	0.999396	CS pos: 21-22. Pr: 0.9706	21	127	167234111	yes
ENST00000505450.5	0.15884	0.841146	CS pos: 21-22. Pr: 0.4366	21	676	16075844	yes
ENST00000505687.5	0.002152	0.997814	CS pos: 23-24. Pr: 0.8668	23	241	92304725	yes
ENST00000506020.5	2.77e-4	0.999726	CS pos: 20-21. Pr: 0.7428	20	392	147946630	yes
ENST00000506348.1	0.001883	0.998071	CS pos: 20-21. Pr: 0.9618	20	107	176565679	yes
ENST00000506802.5	0.132988	0.866983	CS pos: 41-42. Pr: 0.7883	41	321	15540553	yes
ENST00000507958.5	2.14e-4	0.999779	CS pos: 24-25. Pr: 0.9802	24	1063	19838915	yes
ENST00000508167.5	0.15884	0.841146	CS pos: 21-22. Pr: 0.4366	21	343	16075844	yes
ENST00000508434.1	2.01e-4	0.999762	CS pos: 22-23. Pr: 0.9800	22	153	34043060	yes
ENST00000508989.5	8.35e-4	0.999114	CS pos: 28-29. Pr: 0.9515	28	302	128537520	yes
ENST00000510208.2	2.57e-4	0.999712	CS pos: 20-21. Pr: 0.9791	20	999	102866255	yes
ENST00000510224.5	0.158839	0.841135	CS pos: 21-22. Pr: 0.4366	21	312	16075844	yes
ENST00000510636.5	0.001883	0.998071	CS pos: 20-21. Pr: 0.9618	20	334	176565679	yes
ENST00000510644.6	2.97e-4	0.999682	CS pos: 25-26. Pr: 0.5434	25	420	1012560	yes
ENST00000511884.7	0.260673	0.739289	CS pos: 30-31. Pr: 0.5745	30	1144	30721512	yes
ENST00000512148.5	3.66e-4	0.999619	CS pos: 18-19. Pr: 0.9485	18	68	109801918	yes
ENST00000512648.5	5.89e-4	0.999396	CS pos: 21-22. Pr: 0.9706	21	166	167234111	yes
ENST00000514224.2	2.82e-4	0.999707	CS pos: 26-27. Pr: 0.9575	26	119	987162	yes
ENST00000514698.5	3.55e-4	0.999622	CS pos: 26-27. Pr: 0.9469	26	119	987162	yes
ENST00000517717.3	0.002835	0.997109	CS pos: 29-30. Pr: 0.8811	29	148	178994858	yes
ENST00000517894.6	0.014293	0.985678	CS pos: 30-31. Pr: 0.9490	30	765	142464288	yes
ENST00000518533.5	5.78e-4	0.99936	CS pos: 23-24. Pr: 0.9041	23	600	22043178	yes
ENST00000520002.5	3.09e-4	0.999683	CS pos: 29-30. Pr: 0.8258	29	643	4637557	yes
ENST00000520016.5	1.85e-4	0.999779	CS pos: 23-24. Pr: 0.9795	23	193	97888169	yes
ENST00000520407.5	0.233903	0.766095	CS pos: 50-51. Pr: 0.4102	50	380	31640134	yes
ENST00000520439.3	0.449762	0.550229	CS pos: 27-28. Pr: 0.2648	27	212	139702912	yes
ENST00000520482.1	0.02986	0.970114	CS pos: 19-20. Pr: 0.8976	19	786	141158180	yes
ENST00000521389.6	5.95e-4	0.999378	CS pos: 27-28. Pr: 0.9473	27	138	180071622	yes
ENST00000521689.5	1.85e-4	0.999779	CS pos: 23-24. Pr: 0.9795	23	543	97888169	yes
ENST00000522208.6	5.95e-4	0.999378	CS pos: 27-28. Pr: 0.9473	27	100	180071622	yes
ENST00000522317.5	0.449762	0.550229	CS pos: 27-28. Pr: 0.2648	27	130	139702912	yes
ENST00000523120.2	0.001735	0.998236	CS pos: 16-17. Pr: 0.9708	16	359	6562887	yes
ENST00000523490.1	1.85e-4	0.999779	CS pos: 23-24. Pr: 0.9795	23	270	97888169	yes
ENST00000524365.5	3.56e-4	0.999625	CS pos: 20-21. Pr: 0.8480	20	685	51341151	yes
ENST00000524463.6	2.01e-4	0.999793	CS pos: 24-25. Pr: 0.9359	24	180	88337601	yes
ENST00000524725.5	2.82e-4	0.999679	CS pos: 26-27. Pr: 0.9720	26	490	118532157	yes
ENST00000524928.1	2.7e-4	0.9997	CS pos: 32-33. Pr: 0.9669	32	106	47410190	yes
ENST00000525144.7	0.202345	0.797645	CS pos: 23-24. Pr: 0.5354	23	330	126562899	yes
ENST00000525704.2	0.202345	0.797645	CS pos: 23-24. Pr: 0.5354	23	370	126562899	yes
ENST00000527018.6	2.01e-4	0.999793	CS pos: 24-25. Pr: 0.9359	24	137	88337601	yes
ENST00000527150.5	0.052554	0.947415	CS pos: 44-45. Pr: 0.8870	44	1165	40116161	yes
ENST00000528157.7	2.22e-4	0.999743	CS pos: 27-28. Pr: 0.9720	27	124	51385414	yes
ENST00000528359.6	0.004376	0.995597	CS pos: 32-33. Pr: 0.5952	32	850	70168327	yes
ENST00000528368.3	2.6e-4	0.999707	CS pos: 15-16. Pr: 0.9793	15	277	119340353	yes
ENST00000528499.5	3.16e-4	0.999661	CS pos: 31-32. Pr: 0.7075	31	177	130070070	yes
ENST00000529097.6	0.202345	0.797645	CS pos: 23-24. Pr: 0.5354	23	80	126562899	yes
ENST00000530681.2	2.6e-4	0.999707	CS pos: 15-16. Pr: 0.9793	15	215	119340353	yes
ENST00000531044.5	2.37e-4	0.999716	CS pos: 19-20. Pr: 0.9789	19	234	113202383	yes
ENST00000531468.2	2.43e-4	0.999724	CS pos: 30-31. Pr: 0.9785	30	90	119678755	yes
ENST00000531738.6	1.97e-4	0.999774	CS pos: 25-26. Pr: 0.9767	25	424	126023402	yes
ENST00000532791.5	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	793	38457384	yes
ENST00000533076.5	2.7e-4	0.9997	CS pos: 32-33. Pr: 0.9669	32	506	47410190	yes
ENST00000533102.5	2.82e-4	0.999679	CS pos: 26-27. Pr: 0.9720	26	138	118532157	yes
ENST00000533865.6	2.01e-4	0.999793	CS pos: 24-25. Pr: 0.9359	24	136	88337601	yes
ENST00000533897.2	2.01e-4	0.999793	CS pos: 24-25. Pr: 0.9359	24	120	88337601	yes
ENST00000534479.5	4.72e-4	0.999493	CS pos: 29-30. Pr: 0.3197	29	272	12008496	yes
ENST00000534636.7	2.04e-4	0.999794	CS pos: 17-18. Pr: 0.9840	17	190	11853404	yes
ENST00000535599.1	3.37e-4	0.999626	CS pos: 23-24. Pr: 0.9105	23	127	61294969	yes
ENST00000535699.5	0.016597	0.983362	CS pos: 27-28. Pr: 0.9344	27	290	197328432	yes
ENST00000536169.6	0.007787	0.992204	CS pos: 37-38. Pr: 0.9110	37	433	71147860	yes
ENST00000536621.6	0.184359	0.815615	CS pos: 26-27. Pr: 0.7125	26	106	100969670	yes
ENST00000536727.5	0.011105	0.988883	CS pos: 44-45. Pr: 0.9266	44	153	115240413	yes
ENST00000536845.7	1.87e-4	0.99977799999999994	CS pos: 20-21. Pr: 0.9799	20	302	47759858	yes
ENST00000537002.5	2.2e-4	0.999739	CS pos: 20-21. Pr: 0.9806	20	166	8733784	yes
ENST00000537058.5	0.011105	0.988878	CS pos: 44-45. Pr: 0.9266	44	153	115240413	yes
ENST00000537916.2	4.35e-4	0.999542	CS pos: 22-23. Pr: 0.9529	22	549	28503079	yes
ENST00000538660.5	0.016597	0.983362	CS pos: 27-28. Pr: 0.9344	27	290	197328432	yes
ENST00000539194.6	0.158839	0.841135	CS pos: 21-22. Pr: 0.4366	21	449	16075844	yes
ENST00000540164.6	2e-4	0.99979	CS pos: 25-26. Pr: 0.9724	25	381	57651210	yes
ENST00000540805.6	0.158839	0.841135	CS pos: 21-22. Pr: 0.4366	21	63	16075844	yes
ENST00000540918.2	0.269206	0.73079	CS pos: 26-27. Pr: 0.6856	26	328	24114568	yes
ENST00000542447.6	0.011105	0.988878	CS pos: 44-45. Pr: 0.9266	44	261	115240413	yes
ENST00000543458.7	2.12e-4	0.999735	CS pos: 23-24. Pr: 0.9067	23	119	45416225	yes
ENST00000543886.6	2.78e-4	0.999704	CS pos: 29-30. Pr: 0.9761	29	292	15483985	yes
ENST00000553424.5	3.56e-4	0.999606	CS pos: 24-25. Pr: 0.4654	24	129	159780994	yes
ENST00000553804.6	0.418237	0.581765	CS pos: 33-34. Pr: 0.5494	33	321	55707584	yes
ENST00000553939.5	0.050782	0.949197	CS pos: 35-36. Pr: 0.8363	35	539	74611840	yes
ENST00000554301.5	4.72e-4	0.99948	CS pos: 25-26. Pr: 0.6019	25	217	73239832	yes
ENST00000555003.6	2.72e-4	0.999712	CS pos: 22-23. Pr: 0.9486	22	115	34655283	yes
ENST00000555083.5	3.37e-4	0.999644	CS pos: 17-18. Pr: 0.9790	17	194	26971586	yes
ENST00000558014.5	1.87e-4	0.99977799999999994	CS pos: 20-21. Pr: 0.9799	20	616	47759858	yes
ENST00000558733.5	2.56e-4	0.999744	CS pos: 19-20. Pr: 0.6811	19	293	58717726	yes
ENST00000559107.5	0.001868	0.998112	CS pos: 37-38. Pr: 0.6310	37	134	101651754	yes
ENST00000559133.6	3.43e-4	0.999652	CS pos: 24-25. Pr: 0.9757	24	388	48644698	yes
ENST00000560262.5	0.009011	0.99097	CS pos: 33-34. Pr: 0.8919	33	165	73052774	yes
ENST00000561213.5	3.39e-4	0.999643	CS pos: 28-29. Pr: 0.9687	28	208	73702259	yes
ENST00000562558.6	2e-4	0.99979	CS pos: 25-26. Pr: 0.9724	25	430	57651210	yes
ENST00000562631.7	2e-4	0.99979	CS pos: 25-26. Pr: 0.9724	25	283	57651210	yes
ENST00000562924.5	2.32e-4	0.999762	CS pos: 28-29. Pr: 0.9617	28	112	73633132	yes
ENST00000565157.5	0.250338	0.749632	CS pos: 19-20. Pr: 0.6601	19	1122	67830168	yes
ENST00000565165.2	0.100901	0.89906	CS pos: 38-39. Pr: 0.8607	38	115	78985135	yes
ENST00000565976.6	2e-4	0.99979	CS pos: 25-26. Pr: 0.9724	25	368	57651210	yes
ENST00000567745.5	2.18e-4	0.999758	CS pos: 19-20. Pr: 0.9782	19	239	71547466	yes
ENST00000567835.5	2e-4	0.99979	CS pos: 25-26. Pr: 0.9724	25	288	57651210	yes
ENST00000567838.1	0.476856	0.523138	CS pos: 20-21. Pr: 0.4549	20	87	71660541	yes
ENST00000568638.1	0.001073	0.998904	CS pos: 31-32. Pr: 0.9683	31	219	84295064	yes
ENST00000568909.5	2e-4	0.99979	CS pos: 25-26. Pr: 0.9724	25	249	57651210	yes
ENST00000569862.5	0.250338	0.749632	CS pos: 19-20. Pr: 0.6601	19	1944	67830168	yes
ENST00000573116.5	0.476956	0.523038	CS pos: 21-22. Pr: 0.3563	21	202	4554028	yes
ENST00000574857.1	0.329274	0.670702	CS pos: 16-17. Pr: 0.6423	16	659	2364503	yes
ENST00000576154.5	2.9e-4	0.999717	CS pos: 26-27. Pr: 0.9579	26	90	56981083	yes
ENST00000579494.1	2.25e-4	0.999734	CS pos: 20-21. Pr: 0.9796	20	120	618060	yes
ENST00000579662.5	2.17e-4	0.999773	CS pos: 27-28. Pr: 0.9766	27	327	75727196	yes
ENST00000580036.5	2.67e-4	0.999705	CS pos: 20-21. Pr: 0.9641	20	282	49562368	yes
ENST00000580542.5	2.17e-4	0.999761	CS pos: 27-28. Pr: 0.9766	27	146	75727196	yes
ENST00000582783.5	0.064278	0.935685	CS pos: 18-19. Pr: 0.8774	18	67	40348461	yes
ENST00000583693.5	0.283292	0.716676	CS pos: 23-24. Pr: 0.6963	23	794	82014027	yes
ENST00000584450.5	2.32e-4	0.999739	CS pos: 22-23. Pr: 0.8573	22	281	39700304	yes
ENST00000591633.2	2.24e-4	0.999743	CS pos: 19-20. Pr: 0.9784	19	240	35134624	yes
ENST00000600004.1	7.04e-4	0.999273	CS pos: 19-20. Pr: 0.9736	19	1141	58563473	yes
ENST00000602557.5	3.09e-4	0.999683	CS pos: 29-30. Pr: 0.8258	29	643	4637557	yes
ENST00000602723.5	3.09e-4	0.999683	CS pos: 29-30. Pr: 0.8258	29	372	4637557	yes
ENST00000605618.6	0.010439	0.989527	CS pos: 41-42. Pr: 0.9049	41	144	35250328	yes
ENST00000606498.5	4e-4	0.999587	CS pos: 37-38. Pr: 0.9538	37	132	61725010	yes
ENST00000609309.3	2.31e-4	0.999723	CS pos: 19-20. Pr: 0.9794	19	243	100358359	yes
ENST00000609686.4	4.45e-4	0.999517	CS pos: 26-27. Pr: 0.9741	26	786	13866131	yes
ENST00000610743.4	3.74e-4	0.9996	CS pos: 25-26. Pr: 0.9682	25	92	2334610	yes
ENST00000611049.4	0.358215	0.641766	CS pos: 18-19. Pr: 0.2840	18	74	93085059	yes
ENST00000611689.4	2.23e-4	0.999702	CS pos: 28-29. Pr: 0.9776	28	321	123184619	yes
ENST00000612353.4	0.00178	0.998206	CS pos: 35-36. Pr: 0.9626	35	149	156295541	yes
ENST00000613501.1	3.21e-4	0.999648	CS pos: 20-21. Pr: 0.9758	20	216	101363092	yes
ENST00000613503.5	3.74e-4	0.9996	CS pos: 25-26. Pr: 0.9682	25	101	2334610	yes
ENST00000614499.5	0.01963	0.980325	CS pos: 40-41. Pr: 0.9324	40	156	95693834	yes
ENST00000614565.5	3.12e-4	0.999653	CS pos: 19-20. Pr: 0.7548	19	310	61252570	yes
ENST00000615808.5	3.37e-4	0.999644	CS pos: 17-18. Pr: 0.9790	17	406	26971586	yes
ENST00000615840.5	2.6e-4	0.999743	CS pos: 26-27. Pr: 0.8225	26	363	28467604	yes
ENST00000616590.4	2.23e-4	0.999702	CS pos: 28-29. Pr: 0.9776	28	169	123184619	yes
ENST00000616701.5	2.08e-4	0.999764	CS pos: 24-25. Pr: 0.9801	24	166	50269312	yes
ENST00000616738.4	0.269509	0.730479	CS pos: 21-22. Pr: 0.6090	21	213	65570495	yes
ENST00000617695.5	2.41e-4	0.999743	CS pos: 22-23. Pr: 0.9723	22	174	128883311	yes
ENST00000617924.6	2.52e-4	0.999716	CS pos: 18-19. Pr: 0.9791	18	199	169248972	yes
ENST00000618192.5	2.41e-4	0.99972	CS pos: 22-23. Pr: 0.9723	22	174	128883311	yes
ENST00000618220.4	3.74e-4	0.9996	CS pos: 25-26. Pr: 0.9682	25	89	2334610	yes
ENST00000618865.4	2.08e-4	0.999764	CS pos: 24-25. Pr: 0.9801	24	314	50269312	yes
ENST00000619527.4	0.052554	0.947415	CS pos: 44-45. Pr: 0.8870	44	330	40116161	yes
ENST00000620443.2	2.23e-4	0.999702	CS pos: 28-29. Pr: 0.9776	28	342	123184619	yes
ENST00000620581.4	2.23e-4	0.999702	CS pos: 28-29. Pr: 0.9776	28	249	123184619	yes
ENST00000620660.4	0.077058	0.922931	CS pos: 46-47. Pr: 0.8322	46	228	134250517	yes
ENST00000621128.4	2.37e-4	0.999716	CS pos: 19-20. Pr: 0.9789	19	302	113202383	yes
ENST00000621961.2	0.260673	0.739289	CS pos: 30-31. Pr: 0.5745	30	1144	30721512	yes
ENST00000621990.5	3.42e-4	0.999641	CS pos: 22-23. Pr: 0.7077	22	268	13584099	yes
ENST00000622357.5	9.05e-4	0.999067	CS pos: 30-31. Pr: 0.9602	30	290	127894617	yes
ENST00000622703.4	0.001613	0.998352	CS pos: 35-36. Pr: 0.9626	35	149	156295541	yes
ENST00000622768.5	2.23e-4	0.999702	CS pos: 28-29. Pr: 0.9776	28	342	123184619	yes
ENST00000623711.4	0.077058	0.922931	CS pos: 46-47. Pr: 0.8322	46	343	134250517	yes
ENST00000625672.2	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	273	51028184	yes
ENST00000626899.1	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	1567	51028184	yes
ENST00000628515.2	2.62e-4	0.999726	CS pos: 30-31. Pr: 0.9669	30	1182	51028184	yes
ENST00000629035.2	5.55e-4	0.999417	CS pos: 34-35. Pr: 0.9739	34	396	93758246	yes
ENST00000629816.3	0.001735	0.998236	CS pos: 16-17. Pr: 0.9708	16	359	6562887	yes
ENST00000630184.2	5.55e-4	0.999417	CS pos: 34-35. Pr: 0.9739	34	309	93758246	yes
ENST00000635120.2	3.09e-4	0.999683	CS pos: 29-30. Pr: 0.8258	29	585	4637557	yes
ENST00000638023.1	2.81e-4	0.99971	CS pos: 20-21. Pr: 0.9731	20	721	41700315	yes
ENST00000638378.1	5.51e-4	0.999415	CS pos: 30-31. Pr: 0.5355	30	251	205057940	yes
ENST00000638536.1	0.003442	0.99654	CS pos: 19-20. Pr: 0.7569	19	252	35032544	yes
ENST00000639499.1	2.12e-4	0.999734	CS pos: 23-24. Pr: 0.9067	23	85	45416225	yes
ENST00000639739.2	1.94e-4	0.999779	CS pos: 21-22. Pr: 0.9706	21	491	122077923	yes
ENST00000640529.2	0.188556	0.811428	CS pos: 32-33. Pr: 0.7140	32	209	132957221	yes
ENST00000643448.1	0.014293	0.985678	CS pos: 30-31. Pr: 0.9490	30	984	142464288	yes
ENST00000644159.1	2.23e-4	0.999757	CS pos: 19-20. Pr: 0.7215	19	145	102760838	yes
ENST00000644200.2	2.99e-4	0.9997	CS pos: 18-19. Pr: 0.9335	18	147	73239832	yes
ENST00000645109.1	0.459882	0.540124	CS pos: 48-49. Pr: 0.4683	48	182	94639414	yes
ENST00000647097.2	2.23e-4	0.99973	CS pos: 19-20. Pr: 0.7214	19	131	102760838	yes
ENST00000647860.1	0.114939	0.885026	CS pos: 25-26. Pr: 0.7957	25	1636	43533355	yes
ENST00000649368.1	2.27e-4	0.999743	CS pos: 25-26. Pr: 0.9447	25	90	62817139	yes
ENST00000649678.1	1.76e-4	0.999807	CS pos: 21-22. Pr: 0.9748	21	235	38457384	yes
ENST00000649746.2	0.001939	0.998035	CS pos: 29-30. Pr: 0.8942	29	1191	17209591	yes
ENST00000650012.1	3.16e-4	0.999652	CS pos: 31-32. Pr: 0.7075	31	187	130070070	yes
ENST00000650031.1	0.002835	0.997106	CS pos: 29-30. Pr: 0.8811	29	468	178994858	yes
ENST00000650540.1	3.32e-4	0.999632	CS pos: 33-34. Pr: 0.9719	33	315	110308123	yes
ENST00000650592.2	0.129083	0.870879	CS pos: 28-29. Pr: 0.8067	28	84	125055807	yes
ENST00000650599.1	3.19e-4	0.99963900000000006	CS pos: 23-24. Pr: 0.9780	23	190	149566483	yes
ENST00000650735.1	0.381433	0.618562	CS pos: 44-45. Pr: 0.5560	44	163	56068489	yes
ENST00000651065.1	5.27e-4	0.999438	CS pos: 24-25. Pr: 0.9570	24	483	121928169	yes
ENST00000651257.2	0.005352	0.994602	CS pos: 37-38. Pr: 0.6070	37	727	64470855	yes
ENST00000651354.1	0.381433	0.618562	CS pos: 44-45. Pr: 0.5560	44	163	56068489	yes
ENST00000651564.2	2.14e-4	0.999791	CS pos: 25-26. Pr: 0.9491	25	75	17026568	yes
ENST00000651586.1	0.381432	0.618564	CS pos: 44-45. Pr: 0.5560	44	163	56068489	yes
ENST00000651600.1	0.07334	0.926643	CS pos: 44-45. Pr: 0.7870	44	597	154488809	yes
ENST00000651875.1	3.76e-4	0.999608	CS pos: 31-32. Pr: 0.9714	31	190	100894140	yes
ENST00000652046.1	0.002949	0.997009	CS pos: 25-26. Pr: 0.2445	25	154	89003073	yes
ENST00000652298.1	5.27e-4	0.999438	CS pos: 24-25. Pr: 0.9570	24	215	121928169	yes
ENST00000652303.1	0.381433	0.618562	CS pos: 44-45. Pr: 0.5560	44	163	56068489	yes
ENST00000652513.2	5.67e-4	0.999425	CS pos: 22-23. Pr: 0.9710	22	187	33325121	yes
ENST00000658154.1	2.88e-4	0.999683	CS pos: 30-31. Pr: 0.9680	30	294	7253253	yes
ENST00000660000.2	2.88e-4	0.999683	CS pos: 30-31. Pr: 0.9680	30	294	7253253	yes
ENST00000664306.2	2.88e-4	0.999683	CS pos: 30-31. Pr: 0.9680	30	553	7253253	yes
ENST00000672224.1	0.125454	0.874515	CS pos: 26-27. Pr: 0.8277	26	1650	165894588	yes
ENST00000674188.1	2.78e-4	0.999709	CS pos: 29-30. Pr: 0.9762	29	312	15483985	yes
ENST00000674261.1	2.78e-4	0.999704	CS pos: 29-30. Pr: 0.9761	29	230	15483985	yes
ENST00000674316.1	2.78e-4	0.999704	CS pos: 29-30. Pr: 0.9761	29	557	15483985	yes
ENST00000674429.1	2.88e-4	0.999681	CS pos: 30-31. Pr: 0.9680	30	559	7253253	yes
