"gene","gene_name","stage","direction","median_gc_pct","median_tx_length","logFC","FDR"
"ENSG00000179344","HLA-DQB1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.03,1501,3.2066591816059,0.000182808103312301
"ENSG00000023191","RNH1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",63.48,1130.5,-1.12970694051432,0.000184442392823689
"ENSG00000170525","PFKFB3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.34,2063,1.33372127839852,0.000186752684112051
"ENSG00000117643","MAN1C1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",55.27,2544,1.3465047372874,0.000186977942280661
"ENSG00000188243","COMMD6","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.33,533,1.13006838120839,0.000187195915213063
"ENSG00000080031","PTPRH","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",58.68,680,-1.50813185163851,0.000187195915213063
"ENSG00000160949","TONSL","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",64.44,5569,-1.1711861753168,0.000187218730100848
"ENSG00000180881","CAPS2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.85,1209,1.6660276217691,0.000188380812552862
"ENSG00000146966","DENND2A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",56.32,2081,1.0348847722492,0.000188479387764796
"ENSG00000115539","PDCL3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.02,662,1.01088044170101,0.000188535302987309
"ENSG00000135824","RGS8","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.7,859,1.0171776432461,0.000188535302987309
"ENSG00000166507","NDST2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",54.06,536,-1.1128188021217,0.00018854784529224
"ENSG00000273173","SNURF","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.64,796,1.47550933394962,0.000188611246082383
"ENSG00000177076","ACER2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.7,2773,1.5398209161213,0.000189076361364425
"ENSG00000167695","TLCD3A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",53.63,867,1.69154244280025,0.000189482024962151
"ENSG00000130653","PNPLA7","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",61.73,4150,1.71806717275232,0.000190328759088387
"ENSG00000002933","TMEM176A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",54.31,896,-1.11414190754621,0.000190507685624376
"ENSG00000073169","SELENOO","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",64.87,1954.5,1.42796761229012,0.000190877734854555
"ENSG00000139915","MDGA2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.88,757,1.59439471432727,0.000191444288039404
"ENSG00000166707","ZCCHC18","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",52.86,901,-1.53447956648092,0.000191823774879016
"ENSG00000131724","IL13RA1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",42.89,2546,-1.57058296617197,0.000192901564536096
"ENSG00000102575","ACP5","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.77,1673,1.01860299722947,0.000193559267794544
"ENSG00000213719","CLIC1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",53.55,1197,-1.06251606108374,0.000193643035053108
"ENSG00000046604","DSG2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",40.33,1326,-1.33835638845774,0.000193804746589152
"ENSG00000184481","FOXO4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.22,1005,1.4823942533922,0.000194816501901363
"ENSG00000148303","RPL7A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.86,941,1.3578519738755,0.0001950710707857
"ENSG00000111215","PRR4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.77,531.5,1.80987504516175,0.000195193099850749
"ENSG00000143947","RPS27A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.41,593.5,1.17003658288253,0.000195309680765349
"ENSG00000167216","KATNAL2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",46.54,2435,1.33623639071461,0.000196477469848209
"ENSG00000100139","MICALL1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.99,2551,1.24333758686742,0.00019653310238084
"ENSG00000144228","SPOPL","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.77,972,1.33635675963009,0.000197193102462482
"ENSG00000135637","CCDC142","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.3,810,1.02011744455432,0.000197193102462482
"ENSG00000182809","CRIP2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",67.01,1176,-1.46593075036461,0.000197322903395751
"ENSG00000152582","SPEF2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.89,1865,1.12464079740765,0.000198726730998544
"ENSG00000271425","NBPF10","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.54,11630,1.36388151369326,0.000200735560333038
"ENSG00000167004","PDIA3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",46.13,1885,-1.42502883815963,0.000201201644874748
"ENSG00000169306","IL1RAPL1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",41.72,3615,-2.18657191480101,0.000202438047916009
"ENSG00000132382","MYBBP1A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",60.72,982,-1.18711659535306,0.000203538486709281
"ENSG00000176046","NUPR1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.7,598,2.71173243182132,0.000204760829818081
"ENSG00000186665","C17orf58","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.24,1594.5,1.30764284367187,0.00020509729674161
"ENSG00000163877","SNIP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.86,1846,1.40624299528479,0.000205213467551007
"ENSG00000129159","KCNC1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.39,2816,1.683929285032,0.000206437602505932
"ENSG00000147955","SIGMAR1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",59.44,1582,-1.35258634088922,0.00020708920281812
"ENSG00000054277","OPN3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.4,880,1.51217020877286,0.000207623229363598
"ENSG00000170873","MTSS1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",53.89,822.5,-1.12824121060629,0.000208113099929076
"ENSG00000164124","TMEM144","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.86,642,1.56684737065741,0.000209809289390812
"ENSG00000020426","MNAT1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.47,616,1.06354532024823,0.000210644897598957
"ENSG00000172361","CFAP53","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.07,1824,1.43120382657014,0.000211256290499446
"ENSG00000121104","FAM117A","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.29,726.5,1.55197560565068,0.000211496732101156
"ENSG00000162496","DHRS3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",57.26,931,-1.08998439174483,0.00021241902114186
"ENSG00000128268","MGAT3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.53,569,1.5577302827841,0.000212481726420249
"ENSG00000175048","ZDHHC14","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",51.44,2883,1.24029483269857,0.000212799964304885
"ENSG00000057608","GDI2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",43.82,834,-1.0677372976535,0.000213018970620793
"ENSG00000075234","TTC38","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",56.99,630,-1.29784452209342,0.000213748937567804
"ENSG00000124701","APOBEC2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.79,1633,1.82828043269569,0.000213748937567804
"ENSG00000136235","GPNMB","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",44.89,788,-1.44877507954104,0.000213802371965023
"ENSG00000185040","SPDYE16","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",49.29,2822,2.16549353070949,0.000215347037483644
"ENSG00000141456","PELP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.44,708,1.09915682356733,0.000217247559652254
"ENSG00000121211","MND1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.57,734,1.95364765953764,0.000218771148499904
"ENSG00000174013","FBXO45","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.03,4808,1.13791760691081,0.000218912584377519
"ENSG00000126733","DACH2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",46.95,2417,-1.13109961430471,0.000219230799041255
"ENSG00000101104","PABPC1L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.42,943,1.15958862697412,0.000219775704901495
"ENSG00000206560","ANKRD28","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.7,1484.5,1.20845713509468,0.000219874447622935
"ENSG00000176531","PHLDB3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",64.75,696,1.36405617732126,0.000220901635467194
"ENSG00000136943","CTSV","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",44.62,1658,-1.70000976667352,0.000221217860630419
"ENSG00000196411","EPHB4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",61.46,1258,1.10490705486809,0.000224088362603735
"ENSG00000158089","GALNT14","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",54.36,844,-1.77534784370245,0.000224088362603735
"ENSG00000148459","PDSS1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.76,848,2.14731934600329,0.000224088362603735
"ENSG00000261052","SULT1A3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.6,845.5,2.46491632195836,0.000224517043154157
"ENSG00000165959","CLMN","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.45,718,1.46837758211501,0.000224822590676875
"ENSG00000162873","KLHDC8A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",61.33,588.5,-1.88241444944326,0.000225093150774949
"ENSG00000228716","DHFR","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.78,1447,1.01242647155511,0.000225810101733562
"ENSG00000136243","NUP42","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.92,1285,1.19027785518352,0.000226215920710885
"ENSG00000147003","CLTRN","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.21,1463,1.41068597493633,0.000226567253250858
"ENSG00000154734","ADAMTS1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",45.47,4449,-1.49724571780962,0.000226567253250858
"ENSG00000204371","EHMT2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",59.79,2430.5,-1.37296509291492,0.000227229595740412
"ENSG00000100433","KCNK10","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",49.22,4948.5,-1.69249809662232,0.000227301859084511
"ENSG00000133065","SLC41A1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",51.51,2999,-1.20832233773376,0.000227308874794744
"ENSG00000104870","FCGRT","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",61.6,766.5,-1.54304289881078,0.000228396349581016
"ENSG00000163704","PRRT3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.99,2937,1.73721499389815,0.000228718150155026
"ENSG00000169855","ROBO1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",46.35,3401,-1.07220853045506,0.000229506094437385
"ENSG00000213088","ACKR1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.5,1196,1.25930251316777,0.000229547312381337
"ENSG00000269343","ZNF587B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.64,3171,1.84557151195009,0.000229642268262471
"ENSG00000198700","IPO9","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",48.66,771,-1.06247292530401,0.00023192838795297
"ENSG00000164484","TMEM200A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",41.09,3075.5,-1.60719180207881,0.0002324267499037
"ENSG00000171204","TMEM126B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.43,853,1.0671276934653,0.0002324267499037
"ENSG00000182768","NGRN","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",51.27,1340,-1.30887137347754,0.000232542174076784
"ENSG00000183208","GDPGP1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.3,5290.5,2.07552699648895,0.000233487628851378
"ENSG00000138668","HNRNPD","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.17,1276.5,1.50012726735254,0.00023445885641721
"ENSG00000196378","ZNF34","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",51.92,1901,-1.09422523036246,0.000235570666017208
"ENSG00000104142","VPS18","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",58.1,1050,-1.89630643330463,0.000235639921864521
"ENSG00000163607","GTPBP8","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.17,1518,1.02311128088033,0.000235639921864521
"ENSG00000136938","ANP32B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.31,687,1.39559260088979,0.000236300304960688
"ENSG00000204052","LRRC73","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",67.85,1782,1.62854329107632,0.000236486546108845
"ENSG00000117399","CDC20","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",57.14,1202,-2.24183816978309,0.000239478932103376
"ENSG00000162769","FLVCR1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.54,599,1.00174944886233,0.000239478932103376
"ENSG00000130751","NPAS1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",67.29,1052.5,1.93517476448707,0.000240592173204927
"ENSG00000198816","ZNF358","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",66.38,1315,1.37086302324509,0.000241197230066263
"ENSG00000101049","SGK2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",55.5,1084,2.32719150360464,0.000241809173636882
"ENSG00000076382","SPAG5","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",49.92,749,-1.07203778001462,0.00024441631317629
"ENSG00000164040","PGRMC2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.7,1956.5,1.35299316555817,0.000244979559451975
"ENSG00000105928","GSDME","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",49.88,1238,-1.09429719712391,0.000245128394696221
"ENSG00000130066","SAT1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",44.28,888.5,-1.13839013100401,0.000245231595826082
"ENSG00000166394","CYB5R2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",52.52,761.5,1.55291218582143,0.000246584241301014
"ENSG00000136014","USP44","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.11,1251.5,1.37556943584047,0.000246584241301014
"ENSG00000139178","C1RL","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.99,571.5,1.01631515348727,0.000246711004963016
"ENSG00000169891","REPS2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.47,3484,1.45087453120322,0.000246711004963016
"ENSG00000144642","RBMS3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",45.97,1293,-1.62268419754802,0.00024725285719803
"ENSG00000164896","FASTK","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",63.26,1461.5,-1.32433134397907,0.000248702794048452
"ENSG00000072110","ACTN1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",55.23,3043,-1.27120857062684,0.000248702794048452
"ENSG00000101246","ARFRP1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",63.13,1617.5,-1.00661352537269,0.000248775660498046
"ENSG00000125449","ARMC7","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.37,1122,1.21593545379406,0.000249416890609067
"ENSG00000178809","TRIM73","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",61.11,1335.5,1.09806382703766,0.000249764769967405
"ENSG00000010292","NCAPD2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",52.57,584,-1.03886090506142,0.000250447965789719
"ENSG00000272391","POM121C","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",54.92,645,1.21223987094785,0.000251777239083077
"ENSG00000109501","WFS1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",61.36,2882,-1.35799644952209,0.000252199018875203
"ENSG00000185745","IFIT1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",42.03,4457.5,-1.3148789823234,0.000252959621305061
"ENSG00000188158","NHS","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.33,8163,1.19674554465181,0.000253228173858868
"ENSG00000100364","KIAA0930","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.54,712.5,1.06013311295628,0.000253260956922784
"ENSG00000170293","CMTM8","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",52.76,1082.5,1.99771702576358,0.000254631281884387
"ENSG00000138658","ZGRF1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.09,3218,1.20465835912701,0.000255392067742981
"ENSG00000113369","ARRDC3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",41.17,564,-2.00480430054374,0.000256820877564193
"ENSG00000117906","RCN2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.42,1558,1.64440143076886,0.000257075589527354
"ENSG00000197355","UAP1L1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",61,3275,1.83084216878351,0.000257218137041622
"ENSG00000165275","TRMT10B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.71,1443,1.00936864470223,0.00025830367865083
"ENSG00000137463","MGARP","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.04,1224,1.2714908176358,0.000258830538756796
"ENSG00000230797","YY2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.82,2754,1.44546436143609,0.000259796872015679
"ENSG00000121905","HPCA","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.42,539,1.50401199717071,0.000260400327029767
"ENSG00000163132","MSX1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.69,1224.5,1.71012303889563,0.00026117385726352
"ENSG00000187498","COL4A1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",49.94,1480,-1.56750617463127,0.00026117385726352
"ENSG00000128271","ADORA2A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",64.11,691,-1.13137733385247,0.000262117694429403
"ENSG00000032742","IFT88","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.29,1440,1.28953725369941,0.000262798836567339
"ENSG00000103994","ZNF106","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",45.12,2045.5,-1.00458000026106,0.000263762033678536
"ENSG00000109846","CRYAB","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.96,887,3.09413141518301,0.000264220357275576
"ENSG00000140090","SLC24A4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.67,4187,2.15303604474168,0.000264337871137491
"ENSG00000135457","TFCP2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.76,1794.5,1.20341514120812,0.000265393702730839
"ENSG00000176473","WDR25","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",55.89,1214,-1.30988858444538,0.000265801990083421
"ENSG00000198797","BRINP2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",54.89,2494,-1.87783789244834,0.000266009933870078
"ENSG00000175497","DPP10","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.46,883,1.18853501937444,0.0002665302895434
"ENSG00000173915","ATP5MK","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",44.09,635,1.09465520701721,0.000267238780688297
"ENSG00000128524","ATP6V1F","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",54.87,694.5,-1.00018735200825,0.000267727259604882
"ENSG00000168350","DEGS2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",64.53,840,1.68564276115609,0.000267876909678669
"ENSG00000152133","GPATCH11","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",38.45,3570,1.05092910104889,0.000268934106284789
"ENSG00000133059","DSTYK","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",46.91,7874.5,-1.05325149805231,0.000270023382150634
"ENSG00000156026","MCU","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",44.04,1074,-1.22119123988581,0.00027122987677595
"ENSG00000203724","C1orf53","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.13,394,1.40437101392746,0.000271914472632458
"ENSG00000118257","NRP2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",52.71,1072,-2.56817829394987,0.000271961362785247
"ENSG00000164879","CA3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",48.53,645,1.28961002470887,0.000272309520354413
"ENSG00000135723","FHOD1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",60.14,754,1.12300683354914,0.000273125313123984
"ENSG00000213047","DENND1B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.36,2137,1.31054251321326,0.000275169323616753
"ENSG00000108828","VAT1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",57.72,600,-2.46685390922608,0.000276177738171386
"ENSG00000278677","H2AC17","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.11,487,2.57515233989519,0.000276651645616724
"ENSG00000161638","ITGA5","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",55.95,588,-1.66983300186624,0.000277038429898419
"ENSG00000185842","DNAH14","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",37.41,940,1.17249987723414,0.000277061541267791
"ENSG00000076716","GPC4","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",44.77,4959,-4.14238880710393,0.000277199455906948
"ENSG00000257390","ENSG00000257390","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",53.41,782,2.15061458868281,0.000281040787322157
"ENSG00000206432","TMEM200C","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",43.28,10608.5,1.33190072640938,0.000281969332467931
"ENSG00000147246","HTR2C","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.01,4652,2.26587425661222,0.000282075208247769
"ENSG00000262664","OVCA2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",60.04,1031,-2.26211543025015,0.000283057822481823
"ENSG00000243156","MICAL3","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.13,1724.5,1.13013754236424,0.00028402472886883
"ENSG00000197959","DNM3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",42.47,2911,-1.16382390724505,0.000284680355832981
"ENSG00000198185","ZNF334","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",40.3,3487,1.02646590086283,0.000284789567203661
"ENSG00000164687","FABP5","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.62,716,1.82293091696509,0.000285481352684917
"ENSG00000134531","EMP1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",48.51,583,-2.16292872373807,0.000285481352684917
"ENSG00000143502","SUSD4","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",51.33,2982,-1.99172222993582,0.000286982177061167
"ENSG00000187889","FYB2","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",34.82,1904,1.69231808651794,0.000287515730295059
"ENSG00000130822","PNCK","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.83,762.5,1.58203230669751,0.000288397825709598
"ENSG00000132600","PRMT7","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",57.84,2414,-1.07513063634137,0.000290416601751344
"ENSG00000106009","BRAT1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",64.33,3609.5,-1.11105529468695,0.000290940326603791
"ENSG00000101331","CCM2L","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",64,2561,2.4393632184705,0.00029128197671856
"ENSG00000170270","GON7","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.93,761.5,1.65373294937763,0.000291526234306575
"ENSG00000007350","TKTL1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",50.11,565,-2.5422942099547,0.000292815758958036
"ENSG00000103187","COTL1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",57.14,1229,1.61707948700563,0.000293775642383987
"ENSG00000117122","MFAP2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",60.39,825.5,-1.33855803726252,0.000297913860533944
"ENSG00000011451","WIZ","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",62.67,4537.5,1.2920547728757,0.00030200782797202
"ENSG00000120708","TGFBI","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",51.55,1033,-1.95381861921545,0.000304989986442019
"ENSG00000103740","ACSBG1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",56.95,704.5,2.35212862804103,0.000305493790207748
"ENSG00000185046","ANKS1B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",45.84,808.5,1.11615752403435,0.000306151332394666
"ENSG00000116514","RNF19B","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",54.96,2598,1.51931467654268,0.000307078699256861
"ENSG00000163162","RNF149","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",41.38,809.5,1.39641040165822,0.000308039170681988
"ENSG00000155254","MARVELD1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.3,739.5,1.23154910417925,0.00030863378610964
"ENSG00000184347","SLIT3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",56.03,2090,-1.95439204783879,0.000308942592148328
"ENSG00000213139","CRYGS","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",47.17,1132,5.76657358602816,0.000311121644747932
"ENSG00000197208","SLC22A4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.54,564,1.55557791836987,0.000311783101213009
"ENSG00000153406","NMRAL1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",59.55,701.5,1.74363258014865,0.000312201400986052
"ENSG00000147155","EBP","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",55.73,755,-1.35544908404939,0.000312756412478477
"ENSG00000148700","ADD3","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",42.18,631,-1.14569242501668,0.000313554642235826
"ENSG00000106025","TSPAN12","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",46.76,693,-1.21976400938004,0.00031608518915435
"ENSG00000087074","PPP1R15A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",59.02,2278,-1.38689412300961,0.00031722140496721
"ENSG00000159164","SV2A","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",54.98,3640.5,-1.31390645958404,0.000317463670664144
"ENSG00000169692","AGPAT2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",66.16,1099.5,-1.32061754485409,0.000320027582637137
"ENSG00000118508","RAB32","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",50.23,1065,1.24356328302613,0.000320378584258574
"ENSG00000022567","SLC45A4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",58.2,2190.5,1.50991443882941,0.000321641062072581
"ENSG00000153246","PLA2R1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",42.07,5160,2.0674017300954,0.00032179907701566
"ENSG00000110218","PANX1","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",49.23,2801,-1.16396447457452,0.000322168831432274
"ENSG00000101542","CDH20","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",53.03,2769,1.16734756268928,0.000326892834575606
"ENSG00000167740","CYB5D2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",55.67,997,-1.17535729395577,0.000326892834575606
"ENSG00000164106","SCRG1","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",39.73,2821,1.882909751619,0.000327329291561536
"ENSG00000205542","TMSB4X","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",47.38,694.5,-1.35956344750894,0.000327388855177684
"ENSG00000166428","PLD4","Stage 2 (LR D100 vs SR D65+D100)","Up in long read",65.27,883,2.04807135754278,0.000327439439177512
"ENSG00000168528","SERINC2","Stage 2 (LR D100 vs SR D65+D100)","Down in long read",61,2067,-1.57761136084562,0.000327693381596221
