isoform_id	EP1-BRN3B-RO	EP1-WT_ROs_D45	EP1-WT_hRO_2	H9-BRN3B-RO	H9-CRX_ROs_D45
ENST00000278100.11	292	270	127	238	190
ENST00000298630.8	13	14	3	9	24
ENST00000299130.7	282	377	127	197	336
ENST00000299366.11	21	21	7	16	22
ENST00000327347.10	156	274	89	75	223
ENST00000359263.9	9	15	6	17	20
ENST00000361983.7	155	109	44	153	80
ENST00000368759.5	103	108	47	127	97
ENST00000368886.10	47	59	22	36	34
ENST00000368989.6	3	3	8	4	5
ENST00000368990.8	23	41	20	14	29
ENST00000369093.6	183	100	76	138	76
ENST00000369603.10	47	51	36	43	45
ENST00000373218.5	363	459	114	229	479
ENST00000381072.5	329	37	269	128	36
ENST00000381125.9	427	80	136	598	97
ENST00000381591.5	8	17	6	6	12
ENST00000392799.7	3	4	14	7	8
ENST00000394890.7	86	70	38	45	46
ENST00000436547.7	117	97	79	94	94
ENST00000439456.5	1	1	0	4	3
ENST00000442677.4	5	4	4	8	3
ENST00000455566.6	44	24	39	35	23
ENST00000456004.1	45	26	55	27	43
ENST00000460483.5	4	6	0	7	7
ENST00000461841.7	23	12	4	14	11
ENST00000466757.8	43	17	25	72	18
ENST00000475158.1	160	13	118	192	14
ENST00000481451.1	26	34	46	36	39
ENST00000489822.5	33	27	62	36	36
ENST00000497671.5	46	45	25	52	62
ENST00000603027.5	28	17	15	31	10
ENST00000604509.5	10	7	3	8	6
ENST00000604714.1	163	120	158	186	122
ENST00000616467.4	2	2	2	1	1
ENST00000616684.4	17	9	16	14	7
ENST00000625461.2	9	6	14	9	4
ENST00000627949.4	11	6	4	4	6
ENST00000674688.1	4	12	4	5	5
ENST00000674928.1	5	5	1	2	0
ENST00000699222.1	49	4	15	54	14
ENST00000704307.1	51	29	10	80	33
ENST00000704315.1	2	1	0	2	0
ENST00000704335.1	13	11	3	21	2
ENST00000704336.1	4	1	0	2	1
ENST00000704340.1	13	8	4	23	10
transcript10759.chr10.nic	52	84	6	35	62
transcript111581.chr10.nic	80	89	103	123	81
transcript111627.chr10.nic	53	46	7	57	33
transcript118928.chr10.nnic	96	56	132	93	72
transcript119028.chr10.nic	8	10	12	9	5
transcript119937.chr10.nnic	7	6	4	6	4
transcript120011.chr10.nic	6	10	10	16	24
transcript120385.chr10.nnic	22	55	27	38	51
transcript120698.chr10.nic	76	124	216	61	111
transcript121247.chr10.nnic	63	104	254	55	126
transcript121673.chr10.nic	14	16	22	16	9
transcript122371.chr10.nnic	46	33	60	56	20
transcript125588.chr10.nic	72	111	10	58	126
transcript127547.chr10.nic	16	7	5	16	14
transcript127553.chr10.nnic	32	35	18	22	34
transcript127757.chr10.nnic	0	25	17	0	33
transcript127854.chr10.nnic	0	144	17	0	150
transcript127858.chr10.nnic	0	6	1	0	0
transcript127863.chr10.nic	19	10	4	18	19
transcript127970.chr10.nic	0	1	0	5	3
transcript128024.chr10.nic	1	0	1	0	3
transcript128027.chr10.nic	1	2	0	0	2
transcript128407.chr10.nnic	0	0	0	3	4
transcript200.chr10.nic	20	13	5	22	12
transcript221.chr10.nic	14	6	14	22	5
transcript2566.chr10.nnic	106	6	68	98	16
transcript2626.chr10.nnic	37	2	32	56	4
transcript59030.chr10.nic	9	5	3	11	5
transcript66047.chr10.nic	45	97	49	34	186
transcript66049.chr10.nnic	735	808	405	402	656
transcript66321.chr10.nic	10	0	6	11	6
transcript66415.chr10.nic	2	6	0	8	8
transcript66598.chr10.nic	1	3	6	1	4
transcript66712.chr10.nnic	14	4	2	15	3
transcript68797.chr10.nnic	34	28	31	29	11
transcript68799.chr10.nnic	30	19	16	21	16
transcript69210.chr10.nic	4	10	0	5	13
transcript70173.chr10.nic	60	27	32	56	37
transcript76017.chr10.nnic	102	93	199	72	89
transcript89079.chr10.nic	8	12	31	14	26
transcript89125.chr10.nic	0	1	0	0	6
transcript90842.chr10.nnic	114	225	101	37	198
transcript91044.chr10.nnic	20	92	17	13	87
transcript91048.chr10.nnic	11	27	3	6	21
ENST00000005286.8	46	82	17	24	53
ENST00000227214.10	178	79	89	179	51
ENST00000227638.8	30	61	13	39	42
ENST00000227758.7	111	131	46	85	54
ENST00000228136.9	199	241	102	126	249
ENST00000278174.10	126	139	90	150	117
ENST00000278353.10	217	213	99	212	162
ENST00000278483.8	99	163	53	67	143
ENST00000279242.7	100	151	57	89	177
ENST00000279281.8	32	33	12	23	50
ENST00000282499.10	70	73	62	33	64
ENST00000287156.9	465	355	253	421	348
ENST00000298815.13	86	13	17	132	15
ENST00000303130.4	132	12	51	241	15
ENST00000304771.8	167	150	24	143	97
ENST00000308022.7	42	9	10	31	18
ENST00000308595.10	40	40	6	21	36
ENST00000310092.12	171	569	129	147	379
ENST00000320230.9	6	4	9	2	1
ENST00000323981.6	4	3	2	5	9
ENST00000326932.8	1001	637	365	829	702
ENST00000334944.9	98	101	16	69	89
ENST00000337979.9	60	6	21	79	24
ENST00000340573.8	90	172	44	63	138
ENST00000350997.12	454	956	515	393	928
ENST00000354190.10	478	0	29	441	1
ENST00000354884.8	19	21	14	18	18
ENST00000358171.8	129	181	63	52	219
ENST00000358872.7	0	1	0	0	1
ENST00000362021.9	16	5	9	11	13
ENST00000377387.5	69	59	28	63	69
ENST00000377394.7	19	30	10	7	15
ENST00000379214.9	231	244	25	132	233
ENST00000389858.4	6	10	3	3	5
ENST00000393125.6	8	11	4	2	4
ENST00000393695.8	91	109	39	103	127
ENST00000393877.3	29	14	12	31	5
ENST00000395700.4	11	5	3	8	3
ENST00000396053.9	191	108	111	141	117
ENST00000396505.7	155	162	135	126	149
ENST00000396672.5	1	2	0	5	1
ENST00000398492.8	271	13	79	529	8
ENST00000398494.8	104	1	16	124	1
ENST00000398692.8	143	221	42	99	164
ENST00000408993.6	27	55	21	23	46
ENST00000416281.6	1	3	0	1	1
ENST00000428631.6	10	33	14	11	13
ENST00000434603.2	176	242	257	135	182
ENST00000448108.7	13	10	9	10	12
ENST00000448404.5	18	12	9	22	10
ENST00000450171.2	15	4	11	25	2
ENST00000453848.7	46	84	21	46	102
ENST00000456860.6	22	1	9	23	2
ENST00000457885.6	2	1	1	1	1
ENST00000463343.1	232	125	67	183	102
ENST00000473980.5	32	29	38	40	30
ENST00000483858.5	97	76	36	58	67
ENST00000486305.6	10	5	0	12	4
ENST00000486867.2	37	50	23	29	46
ENST00000501408.6	23	9	11	14	11
ENST00000506523.6	6	12	4	7	5
ENST00000524461.1	50	40	50	42	43
ENST00000524482.5	20	7	3	15	7
ENST00000524508.1	9	4	3	7	8
ENST00000524558.5	8	8	4	13	17
ENST00000524627.5	67	64	11	43	60
ENST00000524928.1	19	12	8	24	8
ENST00000525032.1	10	10	7	6	14
ENST00000525256.1	42	24	22	28	40
ENST00000525684.1	14	2	3	13	25
ENST00000525736.1	90	40	66	89	45
ENST00000525928.5	20	33	12	9	36
ENST00000526015.5	9	7	12	4	6
ENST00000526285.1	8	4	4	6	3
ENST00000526319.5	68	36	38	74	44
ENST00000526397.5	2	8	1	0	12
ENST00000526422.2	5	6	5	5	2
ENST00000526638.1	165	126	214	57	213
ENST00000527132.1	2013	672	1299	2187	845
ENST00000527669.1	28	101	24	28	70
ENST00000527910.5	4	1	0	1	1
ENST00000528120.5	6	5	1	2	8
ENST00000529405.1	8	7	12	5	7
ENST00000529900.1	5	1	4	1	4
ENST00000529994.1	12	9	5	12	13
ENST00000530235.1	17	18	3	16	13
ENST00000530322.5	98	50	28	98	67
ENST00000530498.1	11	1	8	11	1
ENST00000530769.5	25	28	19	18	32
ENST00000530981.1	450	368	345	457	455
ENST00000531485.5	3	9	8	2	8
ENST00000531658.1	26	10	10	28	11
ENST00000532235.1	16	11	9	7	6
ENST00000532445.2	3	1	0	4	3
ENST00000532671.1	0	1	4	1	2
ENST00000532672.5	16	6	8	11	9
ENST00000533076.5	13	4	11	20	5
ENST00000533077.5	4	2	3	1	4
ENST00000533341.3	17	11	7	48	27
ENST00000533603.5	5	5	0	7	2
ENST00000533637.5	5	2	5	10	1
ENST00000533986.5	58	47	53	40	32
ENST00000534079.5	44	30	64	35	34
ENST00000534479.5	45	53	34	33	117
ENST00000534532.7	51	75	57	34	61
ENST00000535129.5	2	2	1	12	1
ENST00000536991.5	9	13	8	7	9
ENST00000537217.5	10	10	6	4	13
ENST00000538561.2	4	1	4	0	4
ENST00000540112.1	41	25	27	36	26
ENST00000540626.5	341	194	245	356	254
ENST00000541584.5	32	8	6	28	24
ENST00000542977.5	34	37	32	19	36
ENST00000543661.1	57	24	45	54	20
ENST00000544282.1	190	13	86	378	27
ENST00000544868.3	2519	3079	2477	3040	2624
ENST00000545682.5	46	30	18	40	48
ENST00000545721.1	27	9	12	34	20
ENST00000546088.5	33	27	33	25	37
ENST00000613376.2	2022	313	100	3148	239
ENST00000618132.2	1043	1056	783	902	599
ENST00000619449.3	2293	2406	636	1711	1446
ENST00000628067.3	63	90	22	44	74
ENST00000633708.1	614	7	136	1258	13
ENST00000635736.2	7	8	8	7	12
ENST00000638157.1	276	21	162	442	38
ENST00000681407.1	23	56	22	31	53
ENST00000683431.1	275	188	198	236	164
ENST00000685324.1	10	45	8	2	27
ENST00000687296.1	1	4	3	3	3
ENST00000692494.1	15	13	4	13	11
ENST00000693663.1	2	0	1	6	1
ENST00000710859.1	5936	4804	3815	5201	2034
ENST00000710864.1	512	307	423	512	349
ENST00000710874.1	9060	7372	3983	9791	5515
ENST00000710933.1	1200	717	1982	1848	1252
ENST00000710949.1	233	288	505	269	379
ENST00000710951.1	608	679	481	763	908
transcript100384.chr11.nnic	146	146	139	251	111
transcript100390.chr11.nic	28	6	1	23	3
transcript100441.chr11.nnic	25	43	12	21	31
transcript100448.chr11.nic	14	21	6	13	15
transcript10817.chr11.nnic	9	19	2	6	14
transcript112642.chr11.nic	31	17	22	18	19
transcript112963.chr11.nic	17	22	13	24	23
transcript114429.chr11.nnic	5	1	0	3	5
transcript114565.chr11.nnic	85	132	111	86	125
transcript114870.chr11.nic	4	9	4	4	3
transcript117271.chr11.nic	79	28	29	132	23
transcript117588.chr11.nic	27	4	7	62	4
transcript118907.chr11.nic	9	15	4	9	7
transcript119812.chr11.nnic	45	13	26	32	6
transcript120613.chr11.nic	10	13	13	7	8
transcript120620.chr11.nic	26	29	7	9	24
transcript120631.chr11.nnic	3	4	6	6	8
transcript120653.chr11.nic	3	15	6	13	7
transcript120864.chr11.nic	21	22	25	15	16
transcript121469.chr11.nic	19	25	17	15	24
transcript12483.chr11.nnic	5	8	4	4	15
transcript1315.chr11.nic	12	0	2	6	0
transcript1372.chr11.nic	5	2	0	3	2
transcript139937.chr11.nnic	15	0	4	14	2
transcript141186.chr11.nnic	2	0	4	3	0
transcript141191.chr11.nnic	0	0	1	1	0
transcript141195.chr11.nnic	0	0	2	0	0
transcript141220.chr11.nnic	36	19	14	32	19
transcript141226.chr11.nnic	3	0	2	4	0
transcript147431.chr11.nic	10	14	1	10	16
transcript147731.chr11.nic	2	6	0	3	1
transcript147732.chr11.nic	8	2	1	7	3
transcript18770.chr11.nnic	204	90	98	164	97
transcript18848.chr11.nnic	98	28	16	72	11
transcript19731.chr11.nic	5	21	1	4	21
transcript20091.chr11.nic	21	5	9	15	8
transcript28214.chr11.nic	46	70	47	35	63
transcript29106.chr11.nnic	14	8	9	5	7
transcript29379.chr11.nic	78	62	34	43	74
transcript29446.chr11.nnic	43	49	43	27	57
transcript29452.chr11.nnic	16	17	22	8	32
transcript29460.chr11.nnic	10	14	16	7	11
transcript29469.chr11.nnic	17	19	17	13	15
transcript39407.chr11.nnic	48	49	17	31	62
transcript39444.chr11.nnic	34	20	21	26	22
transcript39578.chr11.nic	10	10	5	5	10
transcript43270.chr11.nic	11	5	1	6	10
transcript43425.chr11.nic	31	33	7	18	42
transcript43431.chr11.nic	1	3	4	0	5
transcript43598.chr11.nic	21	5	4	7	11
transcript43600.chr11.nnic	4	5	0	4	6
transcript43604.chr11.nic	5	8	6	3	8
transcript47024.chr11.nnic	178	105	117	163	124
transcript56492.chr11.nnic	13	3	12	20	10
transcript56572.chr11.nic	63	34	74	71	50
transcript56597.chr11.nic	21	16	4	18	14
transcript58744.chr11.nnic	104	411	73	94	281
transcript59571.chr11.nnic	47	97	25	46	175
transcript69868.chr11.nnic	20	15	9	19	22
transcript70127.chr11.nic	93	47	76	80	88
transcript71260.chr11.nnic	372	311	250	433	369
transcript73707.chr11.nnic	1716	274	708	2095	782
transcript73881.chr11.nnic	565	232	190	846	455
transcript74091.chr11.nnic	1582	886	1836	1865	1682
transcript74093.chr11.nnic	7376	3429	7882	8085	4925
transcript75077.chr11.nnic	1027	276	706	1120	678
transcript81856.chr11.nic	20	27	14	19	27
transcript83309.chr11.nic	26	27	6	16	33
transcript84086.chr11.nic	64	61	23	62	44
transcript86049.chr11.nnic	45	36	58	44	39
ENST00000081029.8	277	358	135	270	246
ENST00000228251.9	412	169	50	439	200
ENST00000247843.7	51	47	23	37	46
ENST00000257934.9	4	54	2	1	49
ENST00000261318.5	108	120	45	76	122
ENST00000266529.8	69	46	25	75	36
ENST00000266732.8	111	381	84	106	348
ENST00000279550.11	157	83	100	203	114
ENST00000300128.9	9	60	6	13	64
ENST00000301071.12	5473	18817	3961	2301	11518
ENST00000302533.6	0	0	2	0	2
ENST00000303145.11	3	33	2	1	20
ENST00000312377.10	90	226	37	36	142
ENST00000315580.10	53	71	23	51	77
ENST00000335509.11	4	7	0	5	11
ENST00000343315.9	5	69	4	11	53
ENST00000352940.8	9	1	1	14	1
ENST00000356859.8	74	45	32	45	18
ENST00000358007.7	261	290	95	172	208
ENST00000358230.8	43	35	24	39	24
ENST00000360820.7	128	120	85	101	113
ENST00000361234.10	88	132	22	63	69
ENST00000379391.7	1	7	4	2	7
ENST00000381271.7	217	136	162	186	123
ENST00000392464.3	11	3	4	4	3
ENST00000392465.7	24	23	11	21	7
ENST00000393053.6	73	261	36	41	192
ENST00000393543.7	11	5	4	13	7
ENST00000398033.8	21	12	3	22	11
ENST00000398213.4	39	67	15	31	58
ENST00000408946.7	42	72	10	38	75
ENST00000412505.6	38	15	15	26	22
ENST00000413381.6	33	11	3	18	23
ENST00000420613.7	12	16	8	11	16
ENST00000430606.3	8	17	5	18	16
ENST00000436874.6	30	38	27	17	16
ENST00000450142.7	31	21	12	15	22
ENST00000453766.7	427	231	88	216	160
ENST00000454520.6	7	50	3	4	34
ENST00000454792.2	22	16	20	17	11
ENST00000454885.6	5	4	5	16	12
ENST00000536073.1	184	74	109	116	160
ENST00000536502.5	16	19	4	10	25
ENST00000536956.5	2	0	0	4	0
ENST00000538217.1	45	34	66	46	54
ENST00000538315.5	18	15	14	30	16
ENST00000538780.2	168	176	59	198	298
ENST00000539176.1	20	21	8	19	26
ENST00000540613.5	2	0	3	5	1
ENST00000540708.5	19	10	6	18	10
ENST00000541058.1	12	21	5	9	24
ENST00000541490.5	1	3	0	2	0
ENST00000541570.6	3	0	0	3	0
ENST00000542306.5	9	12	7	5	13
ENST00000542724.5	11	7	1	14	7
ENST00000543468.5	14	5	0	13	1
ENST00000543566.6	323	221	53	188	212
ENST00000544599.5	110	86	49	201	125
ENST00000545038.5	28	31	11	13	13
ENST00000545407.5	5	2	3	1	1
ENST00000545606.6	146	157	75	81	153
ENST00000546398.5	1	4	2	3	7
ENST00000546701.5	2	2	1	1	2
ENST00000547330.5	40	15	11	38	19
ENST00000547630.1	4	6	0	0	2
ENST00000547649.5	4643	6830	2234	2955	6011
ENST00000547997.5	51	63	19	46	43
ENST00000548020.5	9	12	9	7	13
ENST00000548147.5	9	3	6	12	2
ENST00000548254.1	0	0	0	3	2
ENST00000548356.1	4	6	8	12	5
ENST00000548580.5	352	429	185	263	506
ENST00000549192.5	3	13	10	5	12
ENST00000549685.5	0	0	0	3	4
ENST00000549687.5	60	87	17	58	75
ENST00000549939.1	1	2	3	4	4
ENST00000550007.1	9	7	10	9	22
ENST00000550107.5	17	16	2	25	7
ENST00000550347.5	27	40	14	35	23
ENST00000550584.6	103	22	63	117	20
ENST00000550697.6	5280	2686	1600	4433	2154
ENST00000550785.5	10	5	7	5	4
ENST00000551792.5	3	2	1	3	3
ENST00000551994.5	25	42	14	27	32
ENST00000552077.5	2	0	1	2	0
ENST00000552235.2	91	86	82	111	93
ENST00000552660.5	27	19	7	16	15
ENST00000552671.5	1	7	0	0	0
ENST00000552673.5	58	20	12	76	30
ENST00000552770.3	7	15	13	13	10
ENST00000552949.1	4	7	7	4	6
ENST00000553208.6	4	3	1	1	2
ENST00000556029.6	85	513	42	46	351
ENST00000612117.4	14	47	20	19	33
ENST00000633367.1	13	6	3	11	4
ENST00000635101.1	68	62	38	85	53
ENST00000642278.1	5	0	0	6	0
ENST00000644374.1	80	14	15	106	13
ENST00000645775.1	2	2	0	6	1
ENST00000646123.1	3	1	0	2	0
ENST00000646918.1	1	2	0	1	2
ENST00000674889.1	45	26	35	44	21
ENST00000676331.1	22	20	15	19	19
ENST00000676351.1	10	2	2	12	6
ENST00000676363.1	83	62	50	73	48
ENST00000676418.1	32	26	6	25	22
ENST00000678390.1	3	2	3	7	1
ENST00000680143.1	153	59	135	159	87
ENST00000682720.1	35	30	15	56	23
ENST00000689635.1	11	21	10	10	19
ENST00000700667.1	19	12	1	11	17
transcript101864.chr12.nnic	21	14	28	16	12
transcript106118.chr12.nnic	130	380	146	100	412
transcript112245.chr12.nic	10	37	1	6	33
transcript118763.chr12.nnic	103	155	128	132	199
transcript120512.chr12.nnic	12	4	0	10	17
transcript120516.chr12.nnic	6	4	4	8	5
transcript120524.chr12.nnic	46	21	14	40	16
transcript131237.chr12.nnic	25	22	9	27	24
transcript131535.chr12.nnic	2	3	2	3	1
transcript131538.chr12.nnic	69	81	80	76	67
transcript142016.chr12.nic	17	19	16	7	11
transcript146115.chr12.nic	78	25	15	38	25
transcript146158.chr12.nic	29	30	11	33	43
transcript154558.chr12.nic	3	5	1	4	8
transcript154657.chr12.nic	6	10	7	4	19
transcript154659.chr12.nnic	6	5	2	2	9
transcript154698.chr12.nnic	17	6	2	8	4
transcript154706.chr12.nic	9	8	3	2	10
transcript154710.chr12.nic	5	7	0	1	10
transcript154740.chr12.nic	19	15	2	9	23
transcript155421.chr12.nnic	8	2	3	5	7
transcript17235.chr12.nnic	79	52	85	80	60
transcript18849.chr12.nnic	22	0	12	20	0
transcript18902.chr12.nic	17	6	3	21	4
transcript24607.chr12.nic	17	15	6	14	13
transcript24648.chr12.nic	15	20	0	13	22
transcript24722.chr12.nic	31	11	5	30	10
transcript26564.chr12.nnic	67	42	73	58	53
transcript26567.chr12.nnic	19	7	5	27	9
transcript26578.chr12.nnic	16	5	3	18	8
transcript36630.chr12.nic	82	73	13	98	78
transcript42818.chr12.nic	3	11	3	2	10
transcript42891.chr12.nic	26	14	0	20	7
transcript42951.chr12.nic	19	17	5	19	4
transcript43398.chr12.nnic	2158	2182	953	1315	1510
transcript46423.chr12.nnic	7	0	7	4	2
transcript48007.chr12.nnic	884	1302	1191	479	1080
transcript50484.chr12.nic	21	1	12	9	0
transcript53276.chr12.nnic	9	3	4	3	2
transcript58038.chr12.nic	0	1	0	0	4
transcript59831.chr12.nic	0	2	4	0	1
transcript72529.chr12.nnic	91	151	64	93	131
transcript73874.chr12.nnic	5	14	7	9	11
transcript75307.chr12.nnic	171	77	97	179	111
transcript75727.chr12.nic	64	29	7	55	54
transcript76360.chr12.nnic	134	49	114	121	88
transcript81308.chr12.nic	13	106	7	10	80
transcript82374.chr12.nic	12	8	15	28	5
transcript82458.chr12.nic	2	10	5	1	17
transcript84506.chr12.nic	11	18	0	25	34
transcript92190.chr12.nic	26	7	7	30	9
transcript92245.chr12.nic	44	45	4	41	36
transcript92314.chr12.nnic	67	43	42	66	41
transcript92552.chr12.nic	36	38	13	20	30
transcript92670.chr12.nic	14	19	6	15	11
transcript93103.chr12.nic	22	8	7	24	4
transcript93175.chr12.nic	28	4	1	38	3
transcript93618.chr12.nic	21	8	13	25	8
transcript94846.chr12.nic	4	12	4	6	15
transcript95198.chr12.nic	8	2	2	14	1
transcript95201.chr12.nic	5	0	6	10	3
transcript95993.chr12.nic	45	29	6	53	28
transcript96396.chr12.nnic	18	4	3	17	6
ENST00000258607.10	132	411	119	70	354
ENST00000319562.11	64	158	50	43	146
ENST00000323563.8	18	31	19	23	12
ENST00000339872.8	612	1038	323	397	804
ENST00000341423.10	151	211	54	78	161
ENST00000350612.11	21	20	11	10	16
ENST00000352251.8	51	122	24	36	98
ENST00000356185.7	4	8	4	11	12
ENST00000360252.8	32	43	17	19	31
ENST00000375391.5	72	64	83	47	52
ENST00000375645.8	100	32	49	139	77
ENST00000376021.8	7	32	17	5	23
ENST00000376022.5	24	21	25	21	30
ENST00000376029.3	6	46	7	7	38
ENST00000376032.9	8	16	7	7	8
ENST00000376279.7	14	16	6	12	10
ENST00000376285.6	56	114	72	61	66
ENST00000376286.8	2	6	1	2	7
ENST00000378034.7	34	66	10	14	59
ENST00000381527.8	43	82	16	44	80
ENST00000389704.4	58	90	23	50	70
ENST00000399494.5	109	292	59	71	216
ENST00000434316.7	171	168	64	84	103
ENST00000464235.6	19	34	17	16	19
ENST00000470423.2	10	19	5	9	6
ENST00000473871.1	3	1	0	4	3
ENST00000474393.5	3	8	5	9	11
ENST00000475892.5	8	17	10	8	21
ENST00000480747.1	48	93	6	34	72
ENST00000484078.5	54	25	53	47	33
ENST00000485946.1	5	0	3	2	0
ENST00000490537.6	71	95	70	49	77
ENST00000490716.5	6	3	5	7	2
ENST00000490903.5	65	212	65	41	188
ENST00000493537.5	9	3	2	7	7
ENST00000495071.6	12	13	3	10	9
ENST00000498078.1	59	113	136	82	122
ENST00000536792.5	2	11	3	10	4
ENST00000595437.5	48	99	90	48	122
ENST00000596580.2	266	130	259	264	128
ENST00000597777.1	6	3	7	11	4
ENST00000614170.1	21	9	4	25	33
ENST00000620924.1	45	31	35	51	36
ENST00000621936.1	2	3	2	6	3
ENST00000622371.1	4	1	0	13	5
ENST00000625998.2	10	4	4	2	5
ENST00000685563.1	5	1	4	1	0
ENST00000686729.1	3	8	3	1	8
ENST00000688064.1	2	9	6	1	5
ENST00000689744.1	5	2	3	6	4
ENST00000689948.1	79	177	50	62	164
ENST00000692761.1	13	16	7	16	9
ENST00000700501.1	0	3	2	2	7
ENST00000703122.1	14	10	1	17	18
transcript11772.chr13.nic	371	631	89	260	443
transcript19360.chr13.nnic	68	82	60	75	80
transcript20629.chr13.nic	41	43	10	47	31
transcript33998.chr13.nic	35	51	3	8	27
transcript35557.chr13.nnic	23	36	13	14	38
transcript49201.chr13.nic	32	60	37	20	79
transcript49308.chr13.nic	34	17	14	13	19
transcript50055.chr13.nic	23	12	7	9	7
transcript51020.chr13.nic	39	22	27	25	13
transcript52368.chr13.nnic	1	113	3	0	72
transcript53630.chr13.nic	4	4	3	4	6
transcript57989.chr13.nic	0	5	0	3	4
transcript59287.chr13.nnic	31	36	7	16	19
transcript7951.chr13.nnic	6	1	1	3	6
transcript8344.chr13.nnic	6	1	3	5	5
transcript8349.chr13.nnic	34	16	23	29	19
ENST00000206544.8	5	8	7	3	4
ENST00000216277.13	247	275	81	234	254
ENST00000216456.6	28	10	6	16	8
ENST00000216484.7	105	134	65	107	159
ENST00000216500.9	56	7	17	50	7
ENST00000254286.9	68	59	36	85	65
ENST00000262241.7	232	169	144	184	208
ENST00000286918.9	28	25	19	29	15
ENST00000298355.7	99	5	22	32	10
ENST00000303575.9	450	310	117	296	309
ENST00000327720.6	334	778	327	240	772
ENST00000338969.9	32	6	10	31	12
ENST00000354772.10	105	84	34	64	69
ENST00000355338.6	21	27	13	32	45
ENST00000358655.8	18	44	10	14	39
ENST00000360392.4	56	15	24	61	23
ENST00000360947.8	113	191	32	58	189
ENST00000380243.9	122	102	56	207	114
ENST00000389879.9	158	212	89	109	255
ENST00000392882.7	175	112	158	310	175
ENST00000397260.7	20	14	11	13	9
ENST00000397267.6	33	23	3	17	16
ENST00000400017.7	77	1	25	122	3
ENST00000402714.6	305	306	73	215	232
ENST00000421093.6	4	0	0	1	2
ENST00000424478.5	10	7	4	8	2
ENST00000446501.6	0	0	1	0	0
ENST00000473917.1	5	5	4	4	1
ENST00000477626.5	45	46	17	26	17
ENST00000536410.6	469	174	268	909	166
ENST00000544450.6	111	79	99	94	94
ENST00000547530.7	28	28	2	25	24
ENST00000547562.5	18	4	9	4	5
ENST00000548421.2	5	10	4	8	8
ENST00000553461.1	13	11	24	24	14
ENST00000553700.5	32	23	13	11	16
ENST00000553865.1	177	104	123	182	146
ENST00000553927.1	3	0	3	11	0
ENST00000554130.5	30	15	19	7	25
ENST00000554308.5	6	3	3	6	4
ENST00000554390.5	51	61	8	59	53
ENST00000554511.1	1	3	2	3	2
ENST00000554574.1	19	3	3	24	17
ENST00000554636.1	58	27	53	63	56
ENST00000554659.6	119	115	87	112	139
ENST00000554684.5	151	121	67	142	107
ENST00000554695.5	16	13	17	18	15
ENST00000554750.1	2	0	0	3	0
ENST00000554785.1	29	31	19	23	29
ENST00000554882.6	6	3	0	10	0
ENST00000554943.6	26	10	6	23	21
ENST00000555004.3	37	124	45	25	117
ENST00000555270.5	9	6	4	6	8
ENST00000555543.1	7	16	1	5	10
ENST00000555606.5	55	33	64	56	108
ENST00000555701.5	9	6	9	12	23
ENST00000555843.5	148	127	152	145	139
ENST00000555848.1	154	85	51	105	44
ENST00000556335.1	0	1	1	1	1
ENST00000556728.1	21	53	81	19	75
ENST00000557320.5	160	92	93	186	90
ENST00000557471.5	9	12	4	10	7
ENST00000557711.5	4	4	5	0	5
ENST00000559651.1	24	22	20	28	29
ENST00000560748.5	51	54	9	48	59
ENST00000611816.5	4	7	1	1	2
ENST00000618976.2	32	64	20	40	64
ENST00000624093.1	7	6	1	11	20
ENST00000635152.1	4	5	2	1	3
ENST00000684303.1	3	1	4	7	4
ENST00000684438.1	49	21	56	16	23
ENST00000686883.1	6	4	3	9	8
ENST00000692835.1	9	20	4	8	9
transcript11826.chr14.nic	90	78	23	73	51
transcript11873.chr14.nic	24	13	5	25	12
transcript12242.chr14.nic	60	43	16	66	43
transcript15222.chr14.nic	33	16	9	32	14
transcript15811.chr14.nic	11	8	2	21	11
transcript2506.chr14.nic	35	24	17	26	26
transcript2508.chr14.nnic	1	7	2	4	20
transcript25284.chr14.nic	52	51	16	36	54
transcript25342.chr14.nic	13	15	8	5	12
transcript26041.chr14.nnic	170	80	79	115	54
transcript32079.chr14.nic	31	2	23	24	2
transcript34404.chr14.nnic	60	10	23	50	12
transcript3543.chr14.nnic	20	15	10	12	18
transcript43049.chr14.nic	143	103	166	175	126
transcript45198.chr14.nic	153	65	35	142	52
transcript45961.chr14.nic	52	50	10	134	69
transcript46135.chr14.nnic	74	11	73	124	37
transcript46638.chr14.nnic	157	271	196	133	266
transcript46676.chr14.nnic	40	78	42	29	78
transcript53685.chr14.nnic	50	29	6	58	34
transcript54043.chr14.nic	32	23	17	31	19
transcript68545.chr14.nnic	223	195	224	177	202
transcript69558.chr14.nnic	21	12	23	29	16
transcript70524.chr14.nic	14	5	5	15	4
transcript72122.chr14.nic	7	3	7	7	2
transcript74583.chr14.nnic	15	20	8	12	26
transcript74724.chr14.nnic	7	1	1	3	1
transcript74755.chr14.nic	18	9	14	18	7
transcript74825.chr14.nic	0	2	0	1	0
transcript74826.chr14.nic	0	1	0	1	3
transcript78646.chr14.nic	66	23	3	51	29
transcript79168.chr14.nic	12	11	6	14	7
transcript82858.chr14.nic	54	68	18	49	46
transcript83919.chr14.nic	21	9	13	16	5
transcript83948.chr14.nic	31	57	17	45	51
transcript84067.chr14.nic	33	57	20	36	48
transcript84402.chr14.nnic	76	49	168	146	118
transcript84625.chr14.nnic	159	162	182	288	189
