"gene_id","gene_symbol","n_LRonly_isoforms"
"ENSG00000153802","TMPRSS11D",4
"ENSG00000153815","CMIP",4
"ENSG00000154153","RETREG1",4
"ENSG00000154310","TNIK",4
"ENSG00000154678","PDE1C",4
"ENSG00000155096","AZIN1",4
"ENSG00000155307","SAMSN1",4
"ENSG00000155754","C2CD6",4
"ENSG00000156026","MCU",4
"ENSG00000156709","AIFM1",4
"ENSG00000158445","KCNB1",4
"ENSG00000159200","RCAN1",4
"ENSG00000159692","CTBP1",4
"ENSG00000159753","CARMIL2",4
"ENSG00000160801","PTH1R",4
"ENSG00000163646","CLRN1",4
"ENSG00000163808","KIF15",4
"ENSG00000163945","UVSSA",4
"ENSG00000164164","OTUD4",4
"ENSG00000164398","ACSL6",4
"ENSG00000164506","STXBP5",4
"ENSG00000164574","GALNT10",4
"ENSG00000164754","RAD21",4
"ENSG00000165269","AQP7",4
"ENSG00000165630","PRPF18",4
"ENSG00000165868","HSPA12A",4
"ENSG00000166147","FBN1",4
"ENSG00000166233","ARIH1",4
"ENSG00000166340","TPP1",4
"ENSG00000166689","PLEKHA7",4
"ENSG00000167371","PRRT2",4
"ENSG00000167483","NIBAN3",4
"ENSG00000167986","DDB1",4
"ENSG00000168000","BSCL2",4
"ENSG00000168003","SLC3A2",4
"ENSG00000168036","CTNNB1",4
"ENSG00000168386","FILIP1L",4
"ENSG00000168488","ATXN2L",4
"ENSG00000168502","MTCL1",4
"ENSG00000168615","ADAM9",4
"ENSG00000169032","MAP2K1",4
"ENSG00000169379","ARL13B",4
"ENSG00000169398","PTK2",4
"ENSG00000169499","PLEKHA2",4
"ENSG00000169710","FASN",4
"ENSG00000169760","NLGN1",4
"ENSG00000169762","TAPT1",4
"ENSG00000170160","CCDC144A",4
"ENSG00000170445","HARS1",4
"ENSG00000170776","AKAP13",4
"ENSG00000170832","USP32",4
"ENSG00000170873","MTSS1",4
"ENSG00000171055","FEZ2",4
"ENSG00000171100","MTM1",4
"ENSG00000171132","PRKCE",4
"ENSG00000171735","CAMTA1",4
"ENSG00000171777","RASGRP4",4
"ENSG00000171862","PTEN",4
"ENSG00000172058","SERF1A",4
"ENSG00000172508","CARNS1",4
"ENSG00000172530","BANP",4
"ENSG00000172717","GARIN2",4
"ENSG00000172748","ZNF596",4
"ENSG00000172765","TMCC1",4
"ENSG00000172943","PHF8",4
"ENSG00000173041","ZNF680",4
"ENSG00000173120","KDM2A",4
"ENSG00000173166","RAPH1",4
"ENSG00000173402","DAG1",4
"ENSG00000173890","GPR160",4
"ENSG00000174238","PITPNA",4
"ENSG00000174373","RALGAPA1",4
"ENSG00000174628","IQCK",4
"ENSG00000175216","CKAP5",4
"ENSG00000176293","ZNF135",4
"ENSG00000177426","TGIF1",4
"ENSG00000177694","NAALADL2",4
"ENSG00000178105","DDX10",4
"ENSG00000178125","PPP1R42",4
"ENSG00000178188","SH2B1",4
"ENSG00000179364","PACS2",4
"ENSG00000179869","ABCA13",4
"ENSG00000180182","MED14",4
"ENSG00000182481","KPNA2",4
"ENSG00000182667","NTM",4
"ENSG00000183117","CSMD1",4
"ENSG00000183337","BCOR",4
"ENSG00000183486","MX2",4
"ENSG00000183955","KMT5A",4
"ENSG00000184500","PROS1",4
"ENSG00000184613","NELL2",4
"ENSG00000185046","ANKS1B",4
"ENSG00000185345","PRKN",4
"ENSG00000185359","HGS",4
"ENSG00000185420","SMYD3",4
"ENSG00000185803","SLC52A2",4
"ENSG00000185842","DNAH14",4
"ENSG00000185864","NPIPB4",4
"ENSG00000185900","POMK",4
"ENSG00000186446","ZNF501",4
"ENSG00000186487","MYT1L",4
"ENSG00000186908","ZDHHC17",4
"ENSG00000187323","DCC",4
"ENSG00000187498","COL4A1",4
"ENSG00000187634","SAMD11",4
"ENSG00000188629","ZNF177",4
"ENSG00000196233","LCOR",4
"ENSG00000196305","IARS1",4
"ENSG00000196405","EVL",4
"ENSG00000196616","ADH1B",4
"ENSG00000197111","PCBP2",4
"ENSG00000197386","HTT",4
"ENSG00000197826","CFAP299",4
"ENSG00000198363","ASPH",4
"ENSG00000198795","ZNF521",4
"ENSG00000204941","PSG5",4
"ENSG00000205571","SMN2",4
"ENSG00000205683","DPF3",4
"ENSG00000206560","ANKRD28",4
"ENSG00000231925","TAPBP",4
"ENSG00000243716","NPIPB5",4
"ENSG00000248905","FMN1",4
"ENSG00000256053","COA8",4
"ENSG00000256683","ZNF350",4
"ENSG00000267710","EDDM13",4
"ENSG00000275700","AATF",4
"ENSG00000284770","TBCE",4
"ENSG00000288550","ENSG00000288550",4
"ENSG00000292339","ASMTL",4
"ENSG00000292344","PLCXD1",4
"ENSG00000292345","ZBED1",4
"ENSG00000004455","AK2",3
"ENSG00000004534","RBM6",3
"ENSG00000004777","ARHGAP33",3
"ENSG00000005007","UPF1",3
"ENSG00000006788","MYH13",3
"ENSG00000007047","MARK4",3
"ENSG00000007341","ST7L",3
"ENSG00000007392","LUC7L",3
"ENSG00000008130","NADK",3
"ENSG00000008294","SPAG9",3
"ENSG00000008441","NFIX",3
"ENSG00000008710","PKD1",3
"ENSG00000009724","MASP2",3
"ENSG00000010278","CD9",3
"ENSG00000010610","CD4",3
"ENSG00000011275","RNF216",3
"ENSG00000011523","CEP68",3
"ENSG00000011566","MAP4K3",3
"ENSG00000014216","CAPN1",3
"ENSG00000015153","YAF2",3
"ENSG00000015285","WAS",3
"ENSG00000017260","ATP2C1",3
"ENSG00000018280","SLC11A1",3
"ENSG00000021645","NRXN3",3
"ENSG00000021826","CPS1",3
"ENSG00000022267","FHL1",3
"ENSG00000022976","ZNF839",3
"ENSG00000029363","BCLAF1",3
"ENSG00000032444","PNPLA6",3
"ENSG00000033170","FUT8",3
"ENSG00000033627","ATP6V0A1",3
"ENSG00000034152","MAP2K3",3
"ENSG00000035115","SH3YL1",3
"ENSG00000035928","RFC1",3
"ENSG00000036054","TBC1D23",3
"ENSG00000036257","CUL3",3
"ENSG00000039650","PNKP",3
"ENSG00000042317","SPATA7",3
"ENSG00000048052","HDAC9",3
"ENSG00000049167","ERCC8",3
"ENSG00000049192","ADAMTS6",3
"ENSG00000049656","CLPTM1L",3
"ENSG00000050438","SLC4A8",3
"ENSG00000050820","BCAR1",3
"ENSG00000051128","HOMER3",3
"ENSG00000051382","PIK3CB",3
"ENSG00000051523","CYBA",3
"ENSG00000053254","FOXN3",3
"ENSG00000058091","CDK14",3
"ENSG00000058272","PPP1R12A",3
"ENSG00000058673","ZC3H11A",3
"ENSG00000059758","CDK17",3
"ENSG00000063978","RNF4",3
"ENSG00000064692","SNCAIP",3
"ENSG00000065911","MTHFD2",3
"ENSG00000066027","PPP2R5A",3
"ENSG00000066427","ATXN3",3
"ENSG00000066468","FGFR2",3
"ENSG00000066813","ACSM2B",3
"ENSG00000066933","MYO9A",3
"ENSG00000067208","EVI5",3
"ENSG00000067798","NAV3",3
"ENSG00000068885","IFT80",3
"ENSG00000069018","TRPC7",3
"ENSG00000069020","MAST4",3
"ENSG00000069431","ABCC9",3
"ENSG00000070159","PTPN3",3
"ENSG00000070214","SLC44A1",3
"ENSG00000070808","CAMK2A",3
"ENSG00000070814","TCOF1",3
"ENSG00000071127","WDR1",3
"ENSG00000072274","TFRC",3
"ENSG00000073417","PDE8A",3
"ENSG00000073734","ABCB11",3
"ENSG00000073737","DHRS9",3
"ENSG00000074054","CLASP1",3
"ENSG00000074276","CDHR2",3
"ENSG00000074621","SLC24A1",3
"ENSG00000075292","ZNF638",3
"ENSG00000076067","RBMS2",3
"ENSG00000076555","ACACB",3
"ENSG00000076928","ARHGEF1",3
"ENSG00000076944","STXBP2",3
"ENSG00000077092","RARB",3
"ENSG00000077097","TOP2B",3
"ENSG00000077463","SIRT6",3
"ENSG00000077684","JADE1",3
"ENSG00000077721","UBE2A",3
"ENSG00000078098","FAP",3
"ENSG00000078114","NEBL",3
"ENSG00000079385","CEACAM1",3
"ENSG00000079387","SENP1",3
"ENSG00000079805","DNM2",3
"ENSG00000080493","SLC4A4",3
"ENSG00000080802","CNOT4",3
"ENSG00000080845","DLGAP4",3
"ENSG00000081377","CDC14B",3
"ENSG00000082126","MPP4",3
"ENSG00000083168","KAT6A",3
"ENSG00000083720","OXCT1",3
"ENSG00000085224","ATRX",3
"ENSG00000085382","HACE1",3
"ENSG00000085982","USP40",3
"ENSG00000086200","IPO11",3
"ENSG00000087206","UIMC1",3
"ENSG00000087589","CASS4",3
"ENSG00000087903","RFX2",3
"ENSG00000088756","ARHGAP28",3
"ENSG00000088826","SMOX",3
"ENSG00000088832","FKBP1A",3
"ENSG00000090530","P3H2",3
"ENSG00000090661","CERS4",3
"ENSG00000090975","PITPNM2",3
"ENSG00000091490","SEL1L3",3
"ENSG00000091656","ZFHX4",3
"ENSG00000092148","HECTD1",3
"ENSG00000093144","ECHDC1",3
"ENSG00000093167","LRRFIP2",3
"ENSG00000095110","NXPE1",3
"ENSG00000099622","CIRBP",3
"ENSG00000099625","CBARP",3
"ENSG00000099864","PALM",3
"ENSG00000099917","MED15",3
"ENSG00000099954","CECR2",3
"ENSG00000100150","DEPDC5",3
"ENSG00000100266","PACSIN2",3
"ENSG00000100325","ASCC2",3
"ENSG00000100412","ACO2",3
"ENSG00000100425","BRD1",3
"ENSG00000100461","RBM23",3
"ENSG00000100479","POLE2",3
"ENSG00000100523","DDHD1",3
"ENSG00000100592","DAAM1",3
"ENSG00000100968","NFATC4",3
"ENSG00000101019","UQCC1",3
"ENSG00000101144","BMP7",3
"ENSG00000101160","CTSZ",3
"ENSG00000101266","CSNK2A1",3
"ENSG00000101343","CRNKL1",3
"ENSG00000101413","RPRD1B",3
"ENSG00000101624","CEP76",3
"ENSG00000101746","NOL4",3
"ENSG00000102290","PCDH11X",3
"ENSG00000102755","FLT1",3
"ENSG00000102858","MGRN1",3
"ENSG00000102908","NFAT5",3
"ENSG00000103034","NDRG4",3
"ENSG00000103222","ABCC1",3
"ENSG00000103249","CLCN7",3
"ENSG00000103415","HMOX2",3
"ENSG00000104419","NDRG1",3
"ENSG00000104432","IL7",3
"ENSG00000104447","TRPS1",3
"ENSG00000104695","PPP2CB",3
"ENSG00000104774","MAN2B1",3
"ENSG00000104894","CD37",3
"ENSG00000104964","TLE5",3
"ENSG00000104983","CCDC61",3
"ENSG00000105176","URI1",3
"ENSG00000105229","PIAS4",3
"ENSG00000105289","TJP3",3
"ENSG00000105483","CARD8",3
"ENSG00000105486","LIG1",3
"ENSG00000105642","KCNN1",3
"ENSG00000105676","ARMC6",3
"ENSG00000105711","SCN1B",3
"ENSG00000105819","PMPCB",3
"ENSG00000105875","WDR91",3
"ENSG00000106003","LFNG",3
"ENSG00000106105","GARS1",3
"ENSG00000106244","PDAP1",3
"ENSG00000106327","TFR2",3
"ENSG00000106477","CEP41",3
"ENSG00000106536","POU6F2",3
"ENSG00000106683","LIMK1",3
"ENSG00000106799","TGFBR1",3
"ENSG00000107242","PIP5K1B",3
"ENSG00000107745","MICU1",3
"ENSG00000107863","ARHGAP21",3
"ENSG00000107929","LARP4B",3
"ENSG00000108100","CCNY",3
"ENSG00000108509","CAMTA2",3
"ENSG00000108946","PRKAR1A",3
"ENSG00000108963","DPH1",3
"ENSG00000109118","PHF12",3
"ENSG00000109189","USP46",3
"ENSG00000109320","NFKB1",3
"ENSG00000109332","UBE2D3",3
"ENSG00000109466","KLHL2",3
"ENSG00000109667","SLC2A9",3
"ENSG00000109670","FBXW7",3
"ENSG00000109685","NSD2",3
"ENSG00000109861","CTSC",3
"ENSG00000110076","NRXN2",3
"ENSG00000110321","EIF4G2",3
"ENSG00000110925","CSRNP2",3
"ENSG00000110931","CAMKK2",3
"ENSG00000111110","PPM1H",3
"ENSG00000111335","OAS2",3
"ENSG00000111450","STX2",3
"ENSG00000111642","CHD4",3
"ENSG00000111670","GNPTAB",3
"ENSG00000111671","SPSB2",3
"ENSG00000111684","LPCAT3",3
"ENSG00000111912","NCOA7",3
"ENSG00000112031","MTRF1L",3
"ENSG00000112038","OPRM1",3
"ENSG00000112137","PHACTR1",3
"ENSG00000112182","BACH2",3
"ENSG00000112425","EPM2A",3
"ENSG00000112531","QKI",3
"ENSG00000112699","GMDS",3
"ENSG00000112992","NNT",3
"ENSG00000114302","PRKAR2A",3
"ENSG00000114391","RPL24",3
"ENSG00000114455","HHLA2",3
"ENSG00000114757","PEX5L",3
"ENSG00000115415","STAT1",3
"ENSG00000115504","EHBP1",3
"ENSG00000115548","KDM3A",3
"ENSG00000115602","IL1RL1",3
"ENSG00000115840","SLC25A12",3
"ENSG00000115841","RMDN2",3
"ENSG00000115966","ATF2",3
"ENSG00000115993","TRAK2",3
"ENSG00000116191","RALGPS2",3
"ENSG00000116688","MFN2",3
"ENSG00000116977","LGALS8",3
"ENSG00000117569","PTBP2",3
"ENSG00000117602","RCAN3",3
"ENSG00000118046","STK11",3
"ENSG00000118432","CNR1",3
"ENSG00000118492","ADGB",3
"ENSG00000118596","SLC16A7",3
"ENSG00000119242","CCDC92",3
"ENSG00000119682","AREL1",3
"ENSG00000119729","RHOQ",3
"ENSG00000120254","MTHFD1L",3
"ENSG00000120370","GORAB",3
"ENSG00000120697","ALG5",3
"ENSG00000120756","PLS1",3
"ENSG00000121579","NAA50",3
"ENSG00000121897","LIAS",3
"ENSG00000122507","BBS9",3
"ENSG00000122515","ZMIZ2",3
"ENSG00000122643","NT5C3A",3
"ENSG00000123106","CCDC91",3
"ENSG00000123191","ATP7B",3
"ENSG00000123473","STIL",3
"ENSG00000123485","HJURP",3
"ENSG00000124092","CTCFL",3
"ENSG00000124198","ARFGEF2",3
"ENSG00000124299","PEPD",3
"ENSG00000124313","IQSEC2",3
"ENSG00000124749","COL21A1",3
"ENSG00000125375","DMAC2L",3
"ENSG00000125676","THOC2",3
"ENSG00000125746","EML2",3
"ENSG00000125755","SYMPK",3
"ENSG00000125875","TBC1D20",3
"ENSG00000126247","CAPNS1",3
"ENSG00000126838","PZP",3
"ENSG00000126934","MAP2K2",3
"ENSG00000127022","CANX",3
"ENSG00000127463","EMC1",3
"ENSG00000127603","MACF1",3
"ENSG00000127663","KDM4B",3
"ENSG00000127922","SEM1",3
"ENSG00000128512","DOCK4",3
"ENSG00000128908","INO80",3
"ENSG00000129007","CALML4",3
"ENSG00000129159","KCNC1",3
"ENSG00000129245","FXR2",3
"ENSG00000129295","DNAAF11",3
"ENSG00000129680","MAP7D3",3
"ENSG00000130119","GNL3L",3
"ENSG00000130234","ACE2",3
"ENSG00000130377","ACSBG2",3
"ENSG00000130402","ACTN4",3
"ENSG00000130477","UNC13A",3
"ENSG00000130559","CAMSAP1",3
"ENSG00000130584","ZBTB46",3
"ENSG00000130699","TAF4",3
"ENSG00000130758","MAP3K10",3
"ENSG00000130826","DKC1",3
"ENSG00000130939","UBE4B",3
"ENSG00000131187","F12",3
"ENSG00000131323","TRAF3",3
"ENSG00000131446","MGAT1",3
"ENSG00000132437","DDC",3
"ENSG00000132640","BTBD3",3
"ENSG00000132704","FCRL2",3
"ENSG00000133026","MYH10",3
"ENSG00000133027","PEMT",3
"ENSG00000133103","COG6",3
"ENSG00000133104","SPART",3
"ENSG00000133657","ATP13A3",3
"ENSG00000133706","LARS1",3
"ENSG00000133794","BMAL1",3
"ENSG00000133812","SBF2",3
"ENSG00000133858","ZFC3H1",3
"ENSG00000133895","MEN1",3
"ENSG00000133962","CATSPERB",3
"ENSG00000134109","EDEM1",3
"ENSG00000134138","MEIS2",3
"ENSG00000134533","RERG",3
"ENSG00000134644","PUM1",3
"ENSG00000134779","TPGS2",3
"ENSG00000134852","CLOCK",3
"ENSG00000134899","ERCC5",3
"ENSG00000134905","CARS2",3
"ENSG00000135048","CEMIP2",3
"ENSG00000135090","TAOK3",3
"ENSG00000135387","CAPRIN1",3
"ENSG00000135655","USP15",3
"ENSG00000135744","AGT",3
"ENSG00000135837","CEP350",3
"ENSG00000135870","RC3H1",3
"ENSG00000135917","SLC19A3",3
"ENSG00000135999","EPC2",3
"ENSG00000136052","SLC41A2",3
"ENSG00000136068","FLNB",3
"ENSG00000136098","NEK3",3
"ENSG00000136193","SCRN1",3
"ENSG00000136205","TNS3",3
"ENSG00000136485","DCAF7",3
"ENSG00000136504","KAT7",3
"ENSG00000136531","SCN2A",3
"ENSG00000136560","TANK",3
"ENSG00000136631","VPS45",3
"ENSG00000136943","CTSV",3
"ENSG00000137203","TFAP2A",3
"ENSG00000137216","TMEM63B",3
"ENSG00000137473","TTC29",3
"ENSG00000137497","NUMA1",3
"ENSG00000137501","SYTL2",3
"ENSG00000137513","NARS2",3
"ENSG00000137693","YAP1",3
"ENSG00000137764","MAP2K5",3
"ENSG00000137876","RSL24D1",3
"ENSG00000137941","TTLL7",3
"ENSG00000138246","DNAJC13",3
"ENSG00000138303","ASCC1",3
"ENSG00000138398","PPIG",3
"ENSG00000138592","USP8",3
"ENSG00000138600","SPPL2A",3
"ENSG00000138738","PRDM5",3
"ENSG00000138814","PPP3CA",3
"ENSG00000138821","SLC39A8",3
"ENSG00000139117","CPNE8",3
"ENSG00000139624","CERS5",3
"ENSG00000140025","EFCAB11",3
"ENSG00000140105","WARS1",3
"ENSG00000140455","USP3",3
"ENSG00000140564","FURIN",3
"ENSG00000140575","IQGAP1",3
"ENSG00000140750","ARHGAP17",3
"ENSG00000140859","KIFC3",3
"ENSG00000140931","CMTM3",3
"ENSG00000140961","OSGIN1",3
"ENSG00000141027","NCOR1",3
"ENSG00000141068","KSR1",3
"ENSG00000141076","UTP4",3
"ENSG00000141564","RPTOR",3
"ENSG00000141568","FOXK2",3
"ENSG00000141664","ZCCHC2",3
"ENSG00000141867","BRD4",3
"ENSG00000142002","DPP9",3
"ENSG00000142875","PRKACB",3
"ENSG00000143194","MAEL",3
"ENSG00000143195","ILDR2",3
"ENSG00000143198","MGST3",3
"ENSG00000143207","COP1",3
"ENSG00000143226","FCGR2A",3
"ENSG00000143228","NUF2",3
"ENSG00000143537","ADAM15",3
"ENSG00000143669","LYST",3
"ENSG00000143748","NVL",3
"ENSG00000143776","CDC42BPA",3
"ENSG00000143847","PPFIA4",3
"ENSG00000144048","DUSP11",3
"ENSG00000144445","KANSL1L",3
"ENSG00000144736","SHQ1",3
"ENSG00000144741","SLC25A26",3
"ENSG00000144824","PHLDB2",3
"ENSG00000145348","TBCK",3
"ENSG00000145725","PPIP5K2",3
"ENSG00000145819","ARHGAP26",3
"ENSG00000145868","FBXO38",3
"ENSG00000146067","FAM193B",3
"ENSG00000146143","PRIM2",3
"ENSG00000146247","PHIP",3
"ENSG00000146414","SHPRH",3
"ENSG00000146426","TIAM2",3
"ENSG00000146828","SLC12A9",3
"ENSG00000147133","TAF1",3
"ENSG00000147488","ST18",3
"ENSG00000147862","NFIB",3
"ENSG00000147996","ZNG1E",3
"ENSG00000148019","CEP78",3
"ENSG00000148356","LRSAM1",3
"ENSG00000148498","PARD3",3
"ENSG00000148541","FAM13C",3
"ENSG00000149212","SESN3",3
"ENSG00000149269","PAK1",3
"ENSG00000149657","LSM14B",3
"ENSG00000150401","DCUN1D2",3
"ENSG00000150477","KIAA1328",3
"ENSG00000150527","MIA2",3
"ENSG00000150556","LYPD6B",3
"ENSG00000150627","WDR17",3
"ENSG00000150938","CRIM1",3
"ENSG00000151474","FRMD4A",3
"ENSG00000151503","NCAPD3",3
"ENSG00000151687","ANKAR",3
"ENSG00000151726","ACSL1",3
"ENSG00000151892","GFRA1",3
"ENSG00000152229","PSTPIP2",3
"ENSG00000152467","ZSCAN1",3
"ENSG00000152784","PRDM8",3
"ENSG00000152818","UTRN",3
"ENSG00000152894","PTPRK",3
"ENSG00000153086","ACMSD",3
"ENSG00000153094","BCL2L11",3
"ENSG00000153233","PTPRR",3
"ENSG00000153250","RBMS1",3
"ENSG00000153253","SCN3A",3
"ENSG00000153558","FBXL2",3
"ENSG00000153561","RMND5A",3
"ENSG00000154175","ABI3BP",3
"ENSG00000154545","MAGED4",3
"ENSG00000155229","MMS19",3
"ENSG00000155287","SLC25A28",3
"ENSG00000155313","USP25",3
"ENSG00000155324","GRAMD2B",3
"ENSG00000155393","HEATR3",3
"ENSG00000155657","TTN",3
"ENSG00000155749","FLACC1",3
"ENSG00000155761","SPAG17",3
"ENSG00000155974","GRIP1",3
"ENSG00000156011","PSD3",3
"ENSG00000156194","PPEF2",3
"ENSG00000156475","PPP2R2B",3
"ENSG00000156802","ATAD2",3
"ENSG00000156920","ADGRG4",3
"ENSG00000157106","SMG1",3
"ENSG00000157110","RBPMS",3
"ENSG00000157168","NRG1",3
"ENSG00000157216","SSBP3",3
"ENSG00000157227","MMP14",3
"ENSG00000157423","HYDIN",3
"ENSG00000157837","SPPL3",3
"ENSG00000157933","SKI",3
"ENSG00000158683","PKD1L1",3
"ENSG00000158717","RNF166",3
"ENSG00000159140","SON",3
"ENSG00000159256","MORC3",3
"ENSG00000159788","RGS12",3
"ENSG00000159840","ZYX",3
"ENSG00000159842","ABR",3
"ENSG00000160179","ABCG1",3
"ENSG00000160209","PDXK",3
"ENSG00000160255","ITGB2",3
"ENSG00000160410","SHKBP1",3
"ENSG00000160469","BRSK1",3
"ENSG00000160551","TAOK1",3
"ENSG00000160948","VPS28",3
"ENSG00000160953","PWWP3A",3
"ENSG00000160991","ORAI2",3
"ENSG00000161381","PLXDC1",3
"ENSG00000161551","ZNF577",3
"ENSG00000161681","SHANK1",3
"ENSG00000161791","FMNL3",3
"ENSG00000162104","ADCY9",3
"ENSG00000162105","SHANK2",3
"ENSG00000162688","AGL",3
"ENSG00000162804","SNED1",3
"ENSG00000162923","WDR26",3
"ENSG00000162929","SANBR",3
"ENSG00000163110","PDLIM5",3
"ENSG00000163141","BNIPL",3
"ENSG00000163297","ANTXR2",3
"ENSG00000163491","NEK10",3
"ENSG00000163634","THOC7",3
"ENSG00000163659","TIPARP",3
"ENSG00000163701","IL17RE",3
"ENSG00000163705","FANCD2OS",3
"ENSG00000163785","RYK",3
"ENSG00000163946","TASOR",3
"ENSG00000164142","FHIP1A",3
"ENSG00000164144","ARFIP1",3
"ENSG00000164327","RICTOR",3
"ENSG00000164418","GRIK2",3
"ENSG00000164588","HCN1",3
"ENSG00000164619","BMPER",3
"ENSG00000164808","SPIDR",3
"ENSG00000164877","MICALL2",3
"ENSG00000164924","YWHAZ",3
"ENSG00000164970","FAM219A",3
"ENSG00000165219","GAPVD1",3
"ENSG00000165238","WNK2",3
"ENSG00000165309","ARMC3",3
"ENSG00000165685","TMEM52B",3
"ENSG00000165914","TTC7B",3
"ENSG00000165972","CCDC38",3
"ENSG00000166086","JAM3",3
"ENSG00000166478","ZNF143",3
"ENSG00000166532","RIMKLB",3
"ENSG00000166548","TK2",3
"ENSG00000166598","HSP90B1",3
"ENSG00000166762","CATSPER2",3
"ENSG00000166949","SMAD3",3
"ENSG00000167081","PBX3",3
"ENSG00000167107","ACSF2",3
"ENSG00000167110","GOLGA2",3
"ENSG00000167182","SP2",3
"ENSG00000167202","TBC1D2B",3
"ENSG00000167264","DUS2",3
"ENSG00000167281","RBFOX3",3
"ENSG00000167306","MYO5B",3
"ENSG00000167491","GATAD2A",3
"ENSG00000167632","TRAPPC9",3
"ENSG00000167772","ANGPTL4",3
"ENSG00000168038","ULK4",3
"ENSG00000168356","SCN11A",3
"ENSG00000168589","DYNLRB2",3
"ENSG00000168769","TET2",3
"ENSG00000168781","PPIP5K1",3
"ENSG00000168878","SFTPB",3
"ENSG00000169016","E2F6",3
"ENSG00000169026","SLC49A3",3
"ENSG00000169255","B3GALNT1",3
"ENSG00000169375","SIN3A",3
"ENSG00000169436","COL22A1",3
"ENSG00000169696","ASPSCR1",3
"ENSG00000170004","CHD3",3
"ENSG00000170365","SMAD1",3
"ENSG00000170456","DENND5B",3
"ENSG00000171045","TSNARE1",3
"ENSG00000171094","ALK",3
"ENSG00000171302","CANT1",3
"ENSG00000171475","WIPF2",3
"ENSG00000171476","HOPX",3
"ENSG00000171492","LRRC8D",3
"ENSG00000171561","OR2AT4",3
"ENSG00000172053","QARS1",3
"ENSG00000172062","SMN1",3
"ENSG00000172071","EIF2AK3",3
"ENSG00000172081","MOB3A",3
"ENSG00000172264","MACROD2",3
"ENSG00000172350","ABCG4",3
"ENSG00000172456","FGGY",3
"ENSG00000172780","RAB43",3
"ENSG00000172785","ZNG1A",3
"ENSG00000173406","DAB1",3
"ENSG00000173442","EHBP1L1",3
"ENSG00000173517","PEAK1",3
"ENSG00000173588","CEP83",3
"ENSG00000173818","ENDOV",3
"ENSG00000174080","CTSF",3
"ENSG00000174099","MSRB3",3
"ENSG00000174442","ZWILCH",3
"ENSG00000174938","SEZ6L2",3
"ENSG00000175224","ATG13",3
"ENSG00000175354","PTPN2",3
"ENSG00000175857","GAPT",3
"ENSG00000175866","BAIAP2",3
"ENSG00000176294","OR4N2",3
"ENSG00000176783","RUFY1",3
"ENSG00000176798","OR51L1",3
"ENSG00000177200","CHD9",3
"ENSG00000177479","ARIH2",3
"ENSG00000177885","GRB2",3
"ENSG00000178053","MLF1",3
"ENSG00000178397","FAM220A",3
"ENSG00000178719","GRINA",3
"ENSG00000178852","EFCAB13",3
"ENSG00000179151","EDC3",3
"ENSG00000179454","KLHL28",3
"ENSG00000179912","R3HDM2",3
"ENSG00000180228","PRKRA",3
"ENSG00000180881","CAPS2",3
"ENSG00000180902","D2HGDH",3
"ENSG00000181555","SETD2",3
"ENSG00000182117","NOP10",3
"ENSG00000182149","IST1",3
"ENSG00000182150","ERCC6L2",3
"ENSG00000182220","ATP6AP2",3
"ENSG00000182256","GABRG3",3
"ENSG00000182473","EXOC7",3
"ENSG00000182606","TRAK1",3
"ENSG00000183020","AP2A2",3
"ENSG00000183044","ABAT",3
"ENSG00000183747","ACSM2A",3
"ENSG00000184014","DENND5A",3
"ENSG00000184144","CNTN2",3
"ENSG00000184305","CCSER1",3
"ENSG00000184470","TXNRD2",3
"ENSG00000184588","PDE4B",3
"ENSG00000184640","SEPTIN9",3
"ENSG00000185008","ROBO2",3
"ENSG00000185129","PURA",3
"ENSG00000185164","NOMO2",3
"ENSG00000185372","OR2V1",3
"ENSG00000185658","BRWD1",3
"ENSG00000185674","LYG2",3
"ENSG00000185728","YTHDF3",3
"ENSG00000185760","KCNQ5",3
"ENSG00000186073","CDIN1",3
"ENSG00000186088","GSAP",3
"ENSG00000186111","PIP5K1C",3
"ENSG00000186205","MTARC1",3
"ENSG00000186260","MRTFB",3
"ENSG00000186952","TMEM232",3
"ENSG00000187017","ESPN",3
"ENSG00000187045","TMPRSS6",3
"ENSG00000187122","SLIT1",3
"ENSG00000187123","LYPD6",3
"ENSG00000187144","SPATA21",3
"ENSG00000187533","PRR27",3
"ENSG00000187607","ZNF286A",3
"ENSG00000187741","FANCA",3
"ENSG00000187790","FANCM",3
"ENSG00000187857","OR6C75",3
"ENSG00000187950","OVCH1",3
"ENSG00000188352","FOCAD",3
"ENSG00000188766","SPRED3",3
"ENSG00000189144","ZNF573",3
"ENSG00000196126","HLA-DRB1",3
"ENSG00000196218","RYR1",3
"ENSG00000196242","OR2C3",3
"ENSG00000196263","ZNF471",3
"ENSG00000196323","ZBTB44",3
"ENSG00000196367","TRRAP",3
"ENSG00000196526","AFAP1",3
"ENSG00000196549","MME",3
"ENSG00000196653","ZNF502",3
"ENSG00000196839","ADA",3
"ENSG00000196876","SCN8A",3
"ENSG00000196914","ARHGEF12",3
"ENSG00000197043","ANXA6",3
"ENSG00000197140","ADAM32",3
"ENSG00000197321","SVIL",3
"ENSG00000197603","CPLANE1",3
"ENSG00000197653","DNAH10",3
"ENSG00000197822","OCLN",3
"ENSG00000197930","ERO1A",3
"ENSG00000197969","VPS13A",3
"ENSG00000198089","SFI1",3
"ENSG00000198231","DDX42",3
