ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
BP	GO:0046483	heterocycle metabolic process	369	0.219962248907523	1.44906869415372	0.00954185453226531	0.0331043932752062	0.0175258552633445	722	tags=53%, list=43%, signal=39%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000108821/ENSG00000137693/ENSG00000018625/ENSG00000142871/ENSG00000114251/ENSG00000221962/ENSG00000176907/ENSG00000148677/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000112559/ENSG00000107485/ENSG00000134363/ENSG00000074181/ENSG00000166803/ENSG00000163191/ENSG00000166801/ENSG00000184357/ENSG00000109846/ENSG00000187098/ENSG00000129474/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000152977/ENSG00000170989/ENSG00000152518/ENSG00000167900/ENSG00000141052/ENSG00000139445/ENSG00000173068/ENSG00000145423/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000175643/ENSG00000136492/ENSG00000131747/ENSG00000171848/ENSG00000026025/ENSG00000146670/ENSG00000125378/ENSG00000134250/ENSG00000167513/ENSG00000175592/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000024526/ENSG00000109674/ENSG00000137203/ENSG00000145386/ENSG00000106571/ENSG00000144579/ENSG00000125845/ENSG00000117266/ENSG00000171408/ENSG00000178764/ENSG00000135272/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000104375/ENSG00000124942/ENSG00000119614/ENSG00000130203/ENSG00000177426/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000113916/ENSG00000116039/ENSG00000180340/ENSG00000114779/ENSG00000162407/ENSG00000132274/ENSG00000166949/ENSG00000073111/ENSG00000153071/ENSG00000203780/ENSG00000163251/ENSG00000117724/ENSG00000182010/ENSG00000176890/ENSG00000018408/ENSG00000173207/ENSG00000166851/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000124440/ENSG00000132256/ENSG00000164611/ENSG00000178573/ENSG00000100297/ENSG00000148737/ENSG00000142279/ENSG00000197299/ENSG00000134107/ENSG00000124782/ENSG00000064309/ENSG00000181449/ENSG00000213347/ENSG00000146648/ENSG00000167107/ENSG00000167670/ENSG00000100890/ENSG00000170312/ENSG00000182185/ENSG00000196584/ENSG00000181444/ENSG00000187634/ENSG00000189067/ENSG00000181544/ENSG00000167799/ENSG00000105976/ENSG00000172340/ENSG00000158813/ENSG00000134871/ENSG00000181019/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000125968/ENSG00000138061/ENSG00000151718/ENSG00000118707/ENSG00000101003/ENSG00000188486/ENSG00000112118/ENSG00000074219/ENSG00000173598/ENSG00000092969/ENSG00000184304/ENSG00000087842/ENSG00000144554/ENSG00000111602/ENSG00000164104/ENSG00000175745/ENSG00000019485/ENSG00000152601/ENSG00000138696/ENSG00000177425/ENSG00000187837/ENSG00000133119/ENSG00000198157/ENSG00000166888/ENSG00000117394/ENSG00000196839/ENSG00000164649/ENSG00000123374/ENSG00000139618/ENSG00000139083/ENSG00000111206/ENSG00000144893/ENSG00000127586/ENSG00000106689/ENSG00000181690/ENSG00000146263/ENSG00000104738/ENSG00000143195/ENSG00000113721/ENSG00000134138/ENSG00000144655/ENSG00000095739/ENSG00000143162/ENSG00000100479/ENSG00000090013/ENSG00000121060/ENSG00000182158/ENSG00000118515/ENSG00000110492/ENSG00000079616/ENSG00000146918/ENSG00000134574/ENSG00000128602/ENSG00000106546/ENSG00000157240/ENSG00000134371/ENSG00000112977/ENSG00000152104/ENSG00000105722/ENSG00000114200/ENSG00000049239/ENSG00000141736/ENSG00000132646/ENSG00000079691
CC	GO:0098590	plasma membrane region	176	-0.227091015169476	-1.50030055594559	0.0103094420112541	0.0354061644830948	0.0187444400204619	502	tags=44%, list=30%, signal=35%	ENSG00000169684/ENSG00000151834/ENSG00000158445/ENSG00000102003/ENSG00000137845/ENSG00000266028/ENSG00000064270/ENSG00000132718/ENSG00000099250/ENSG00000106089/ENSG00000011677/ENSG00000136854/ENSG00000136928/ENSG00000151150/ENSG00000105255/ENSG00000179915/ENSG00000198739/ENSG00000075461/ENSG00000164742/ENSG00000146005/ENSG00000105409/ENSG00000011347/ENSG00000186479/ENSG00000197753/ENSG00000075340/ENSG00000087053/ENSG00000073670/ENSG00000187323/ENSG00000155511/ENSG00000158856/ENSG00000134115/ENSG00000101098/ENSG00000150672/ENSG00000163873/ENSG00000165379/ENSG00000129159/ENSG00000155897/ENSG00000163803/ENSG00000131037/ENSG00000018236/ENSG00000134802/ENSG00000130475/ENSG00000197959/ENSG00000101463/ENSG00000115266/ENSG00000139220/ENSG00000130477/ENSG00000117016/ENSG00000171385/ENSG00000120645/ENSG00000132639/ENSG00000166111/ENSG00000103034/ENSG00000166206/ENSG00000183775/ENSG00000178568/ENSG00000157680/ENSG00000111913/ENSG00000095370/ENSG00000160716/ENSG00000021645/ENSG00000101204/ENSG00000135472/ENSG00000118432/ENSG00000151320/ENSG00000172020/ENSG00000164082/ENSG00000128285/ENSG00000184144/ENSG00000154096/ENSG00000168824/ENSG00000120251/ENSG00000147432/ENSG00000162105/ENSG00000149295/ENSG00000120907/ENSG00000157103/ENSG00000152910
BP	GO:0035556	intracellular signal transduction	307	0.227533715513302	1.46595634992329	0.0104219553907521	0.0354346483285572	0.0187595197033538	585	tags=43%, list=35%, signal=35%	ENSG00000118523/ENSG00000185650/ENSG00000117399/ENSG00000152661/ENSG00000130303/ENSG00000137693/ENSG00000018625/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000164692/ENSG00000178999/ENSG00000137834/ENSG00000107485/ENSG00000109846/ENSG00000107796/ENSG00000129474/ENSG00000126785/ENSG00000176170/ENSG00000089685/ENSG00000162344/ENSG00000152518/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000198121/ENSG00000161888/ENSG00000167244/ENSG00000122952/ENSG00000137801/ENSG00000149948/ENSG00000110092/ENSG00000171522/ENSG00000134057/ENSG00000136492/ENSG00000123892/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000167513/ENSG00000162493/ENSG00000075218/ENSG00000198959/ENSG00000024526/ENSG00000184557/ENSG00000145386/ENSG00000115461/ENSG00000108255/ENSG00000125845/ENSG00000171408/ENSG00000135272/ENSG00000101447/ENSG00000155760/ENSG00000196159/ENSG00000112742/ENSG00000104375/ENSG00000111907/ENSG00000130203/ENSG00000113319/ENSG00000167601/ENSG00000150907/ENSG00000113916/ENSG00000145431/ENSG00000080986/ENSG00000132274/ENSG00000145632/ENSG00000205517/ENSG00000143228/ENSG00000166949/ENSG00000165304/ENSG00000143545/ENSG00000144476/ENSG00000153071/ENSG00000075651/ENSG00000168078/ENSG00000126709/ENSG00000139173/ENSG00000117724/ENSG00000182010/ENSG00000169760/ENSG00000138039/ENSG00000198947/ENSG00000018408/ENSG00000166851/ENSG00000156970/ENSG00000091436/ENSG00000130158/ENSG00000132256/ENSG00000153721/ENSG00000148737/ENSG00000142279/ENSG00000169679/ENSG00000166068/ENSG00000197299/ENSG00000185532/ENSG00000171791/ENSG00000118193/ENSG00000137831/ENSG00000064309/ENSG00000181449/ENSG00000146648/ENSG00000087586/ENSG00000170312/ENSG00000075275/ENSG00000169871/ENSG00000189067/ENSG00000107968/ENSG00000105976/ENSG00000158813/ENSG00000101144/ENSG00000126458/ENSG00000138193/ENSG00000138061/ENSG00000151718/ENSG00000188486/ENSG00000074219/ENSG00000153208/ENSG00000173598/ENSG00000077942/ENSG00000092969/ENSG00000184304/ENSG00000169047/ENSG00000144554/ENSG00000181744/ENSG00000111602/ENSG00000254087/ENSG00000164109/ENSG00000114805/ENSG00000019485/ENSG00000165895/ENSG00000134602/ENSG00000110108
BP	GO:0007155	cell adhesion	208	0.242335269704157	1.48964453355744	0.0105998077006448	0.0355752804104133	0.0188339719819835	561	tags=43%, list=34%, signal=33%	ENSG00000118523/ENSG00000101335/ENSG00000185650/ENSG00000114315/ENSG00000108821/ENSG00000142871/ENSG00000114251/ENSG00000189184/ENSG00000137834/ENSG00000107485/ENSG00000010278/ENSG00000172037/ENSG00000163191/ENSG00000170961/ENSG00000115165/ENSG00000129474/ENSG00000013297/ENSG00000170989/ENSG00000135046/ENSG00000111057/ENSG00000145423/ENSG00000134853/ENSG00000167244/ENSG00000137801/ENSG00000076716/ENSG00000116117/ENSG00000125848/ENSG00000125378/ENSG00000154330/ENSG00000162493/ENSG00000105509/ENSG00000135451/ENSG00000074047/ENSG00000198959/ENSG00000163347/ENSG00000124145/ENSG00000140545/ENSG00000106571/ENSG00000125845/ENSG00000130635/ENSG00000155760/ENSG00000196159/ENSG00000163638/ENSG00000167601/ENSG00000113916/ENSG00000196411/ENSG00000166482/ENSG00000162407/ENSG00000166949/ENSG00000144476/ENSG00000153071/ENSG00000142798/ENSG00000169760/ENSG00000011201/ENSG00000163346/ENSG00000081138/ENSG00000170017/ENSG00000185532/ENSG00000144857/ENSG00000162614/ENSG00000124782/ENSG00000171791/ENSG00000118193/ENSG00000064309/ENSG00000181449/ENSG00000167123/ENSG00000113361/ENSG00000146648/ENSG00000197565/ENSG00000152818/ENSG00000075275/ENSG00000156687/ENSG00000127418/ENSG00000184226/ENSG00000107968/ENSG00000158813/ENSG00000101144/ENSG00000126458/ENSG00000169851/ENSG00000243244/ENSG00000165458/ENSG00000138061/ENSG00000163453/ENSG00000125266/ENSG00000157227/ENSG00000153208/ENSG00000130702/ENSG00000144452/ENSG00000077942/ENSG00000092969
BP	GO:0006139	nucleobase-containing compound metabolic process	359	0.221412431793015	1.45404557955125	0.010672584123124	0.0355752804104133	0.0188339719819835	598	tags=43%, list=36%, signal=35%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000108821/ENSG00000137693/ENSG00000018625/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000112559/ENSG00000107485/ENSG00000134363/ENSG00000074181/ENSG00000166803/ENSG00000163191/ENSG00000166801/ENSG00000184357/ENSG00000109846/ENSG00000187098/ENSG00000129474/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000152977/ENSG00000170989/ENSG00000152518/ENSG00000167900/ENSG00000141052/ENSG00000139445/ENSG00000173068/ENSG00000145423/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000175643/ENSG00000136492/ENSG00000131747/ENSG00000171848/ENSG00000026025/ENSG00000146670/ENSG00000125378/ENSG00000134250/ENSG00000167513/ENSG00000175592/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000024526/ENSG00000109674/ENSG00000137203/ENSG00000145386/ENSG00000106571/ENSG00000144579/ENSG00000125845/ENSG00000117266/ENSG00000171408/ENSG00000178764/ENSG00000135272/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000104375/ENSG00000124942/ENSG00000119614/ENSG00000130203/ENSG00000177426/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000113916/ENSG00000116039/ENSG00000180340/ENSG00000114779/ENSG00000162407/ENSG00000132274/ENSG00000166949/ENSG00000073111/ENSG00000153071/ENSG00000203780/ENSG00000163251/ENSG00000117724/ENSG00000182010/ENSG00000176890/ENSG00000018408/ENSG00000173207/ENSG00000166851/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000124440/ENSG00000132256/ENSG00000164611/ENSG00000178573/ENSG00000100297/ENSG00000148737/ENSG00000142279/ENSG00000197299/ENSG00000134107/ENSG00000124782/ENSG00000064309/ENSG00000181449/ENSG00000213347/ENSG00000146648/ENSG00000167107/ENSG00000167670/ENSG00000100890/ENSG00000170312/ENSG00000182185/ENSG00000196584/ENSG00000181444/ENSG00000187634/ENSG00000189067/ENSG00000181544/ENSG00000167799/ENSG00000105976/ENSG00000172340/ENSG00000158813/ENSG00000134871/ENSG00000181019/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000125968/ENSG00000138061/ENSG00000151718/ENSG00000118707/ENSG00000101003/ENSG00000188486/ENSG00000112118/ENSG00000074219/ENSG00000173598/ENSG00000092969/ENSG00000184304/ENSG00000087842/ENSG00000144554/ENSG00000111602/ENSG00000164104/ENSG00000175745/ENSG00000019485/ENSG00000152601/ENSG00000138696/ENSG00000177425/ENSG00000187837/ENSG00000133119/ENSG00000198157/ENSG00000166888
BP	GO:0060255	regulation of macromolecule metabolic process	469	0.210781206476121	1.41300791741363	0.0121227548414798	0.0400168606417781	0.0211853968103531	572	tags=40%, list=34%, signal=37%	ENSG00000118523/ENSG00000185650/ENSG00000117399/ENSG00000114315/ENSG00000152661/ENSG00000130303/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000158402/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000112559/ENSG00000107485/ENSG00000286522/ENSG00000134363/ENSG00000074181/ENSG00000163191/ENSG00000170961/ENSG00000184357/ENSG00000109846/ENSG00000187098/ENSG00000107796/ENSG00000129474/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000162344/ENSG00000152977/ENSG00000150630/ENSG00000170989/ENSG00000152518/ENSG00000135046/ENSG00000139219/ENSG00000182240/ENSG00000141052/ENSG00000180447/ENSG00000139445/ENSG00000173068/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000171522/ENSG00000134057/ENSG00000175643/ENSG00000136492/ENSG00000131747/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000167513/ENSG00000175592/ENSG00000197496/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000149257/ENSG00000074047/ENSG00000024526/ENSG00000175063/ENSG00000137203/ENSG00000184557/ENSG00000145386/ENSG00000106571/ENSG00000144579/ENSG00000115461/ENSG00000108255/ENSG00000125845/ENSG00000117266/ENSG00000178764/ENSG00000135272/ENSG00000101447/ENSG00000134569/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000104375/ENSG00000124942/ENSG00000111907/ENSG00000119614/ENSG00000130203/ENSG00000177426/ENSG00000167601/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000113916/ENSG00000116039/ENSG00000180340/ENSG00000114779/ENSG00000145431/ENSG00000162407/ENSG00000132274/ENSG00000145632/ENSG00000166949/ENSG00000073111/ENSG00000088325/ENSG00000153071/ENSG00000075651/ENSG00000203780/ENSG00000163251/ENSG00000168078/ENSG00000126709/ENSG00000117724/ENSG00000182010/ENSG00000157456/ENSG00000198947/ENSG00000176890/ENSG00000018408/ENSG00000184661/ENSG00000173207/ENSG00000166851/ENSG00000163702/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000124440/ENSG00000132256/ENSG00000153721/ENSG00000178573/ENSG00000135842/ENSG00000100297/ENSG00000148737/ENSG00000142279/ENSG00000166068/ENSG00000197299/ENSG00000134107/ENSG00000124782/ENSG00000171791/ENSG00000118193/ENSG00000137831/ENSG00000064309/ENSG00000181449/ENSG00000213347/ENSG00000146648/ENSG00000165912/ENSG00000087586/ENSG00000171617/ENSG00000170312/ENSG00000144339/ENSG00000138778/ENSG00000181444/ENSG00000169871/ENSG00000187634/ENSG00000189067/ENSG00000184347/ENSG00000181544/ENSG00000105976/ENSG00000158813/ENSG00000181019/ENSG00000215417/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000138193/ENSG00000165458/ENSG00000125968/ENSG00000138061/ENSG00000137573/ENSG00000151718/ENSG00000118707/ENSG00000188486/ENSG00000157227/ENSG00000112118/ENSG00000074219/ENSG00000153208/ENSG00000077942/ENSG00000092969/ENSG00000184304/ENSG00000087842/ENSG00000169047/ENSG00000181744/ENSG00000111602/ENSG00000254087/ENSG00000164104/ENSG00000175745/ENSG00000164109
MF	GO:0044877	protein-containing complex binding	183	0.249949451757123	1.50696575442433	0.012603970149235	0.0408128557213324	0.0216068059701172	494	tags=39%, list=30%, signal=31%	ENSG00000118523/ENSG00000117399/ENSG00000114315/ENSG00000137693/ENSG00000142871/ENSG00000137834/ENSG00000011028/ENSG00000139329/ENSG00000134363/ENSG00000010278/ENSG00000166803/ENSG00000172037/ENSG00000184357/ENSG00000109846/ENSG00000187098/ENSG00000129474/ENSG00000113140/ENSG00000139445/ENSG00000145423/ENSG00000157978/ENSG00000134853/ENSG00000084093/ENSG00000104870/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000149948/ENSG00000136492/ENSG00000131747/ENSG00000123892/ENSG00000026025/ENSG00000146670/ENSG00000167513/ENSG00000175592/ENSG00000158270/ENSG00000149257/ENSG00000074047/ENSG00000140545/ENSG00000109674/ENSG00000137203/ENSG00000198467/ENSG00000106571/ENSG00000130635/ENSG00000128833/ENSG00000130203/ENSG00000150907/ENSG00000113916/ENSG00000116039/ENSG00000162407/ENSG00000143228/ENSG00000166949/ENSG00000142798/ENSG00000163251/ENSG00000117724/ENSG00000121152/ENSG00000166851/ENSG00000133124/ENSG00000091436/ENSG00000148737/ENSG00000162614/ENSG00000146648/ENSG00000126878/ENSG00000138771/ENSG00000167670/ENSG00000170312/ENSG00000152818/ENSG00000090006/ENSG00000167306/ENSG00000145703/ENSG00000141696/ENSG00000187634
BP	GO:0009893	positive regulation of metabolic process	313	0.22540448892473	1.45833002447308	0.0125158402773255	0.0408128557213324	0.0216068059701172	598	tags=45%, list=36%, signal=35%	ENSG00000185650/ENSG00000117399/ENSG00000114315/ENSG00000152661/ENSG00000108821/ENSG00000137693/ENSG00000142871/ENSG00000114251/ENSG00000176907/ENSG00000148677/ENSG00000178999/ENSG00000137834/ENSG00000139329/ENSG00000107485/ENSG00000074181/ENSG00000170961/ENSG00000187098/ENSG00000107796/ENSG00000129474/ENSG00000176170/ENSG00000117650/ENSG00000089685/ENSG00000162344/ENSG00000152977/ENSG00000150630/ENSG00000170989/ENSG00000152518/ENSG00000135046/ENSG00000141052/ENSG00000139445/ENSG00000145423/ENSG00000157978/ENSG00000068078/ENSG00000134853/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000149948/ENSG00000147862/ENSG00000110092/ENSG00000171522/ENSG00000134057/ENSG00000131747/ENSG00000123892/ENSG00000026025/ENSG00000125378/ENSG00000167513/ENSG00000175592/ENSG00000197496/ENSG00000136982/ENSG00000102554/ENSG00000142611/ENSG00000074047/ENSG00000175063/ENSG00000137203/ENSG00000121039/ENSG00000145386/ENSG00000106571/ENSG00000125845/ENSG00000135272/ENSG00000134569/ENSG00000111247/ENSG00000155760/ENSG00000105967/ENSG00000111907/ENSG00000130203/ENSG00000167601/ENSG00000006468/ENSG00000107249/ENSG00000150907/ENSG00000196411/ENSG00000180340/ENSG00000114779/ENSG00000145431/ENSG00000162407/ENSG00000132274/ENSG00000145632/ENSG00000166949/ENSG00000088325/ENSG00000153071/ENSG00000075651/ENSG00000203780/ENSG00000163251/ENSG00000138039/ENSG00000018408/ENSG00000184661/ENSG00000166851/ENSG00000163702/ENSG00000155363/ENSG00000173193/ENSG00000163346/ENSG00000151322/ENSG00000132256/ENSG00000178573/ENSG00000135842/ENSG00000148737/ENSG00000197299/ENSG00000124782/ENSG00000171791/ENSG00000118193/ENSG00000137831/ENSG00000064309/ENSG00000181449/ENSG00000185664/ENSG00000146648/ENSG00000165912/ENSG00000087586/ENSG00000170312/ENSG00000138778/ENSG00000169871/ENSG00000189067/ENSG00000181544/ENSG00000105976/ENSG00000158813/ENSG00000101144/ENSG00000134222/ENSG00000156802/ENSG00000138061/ENSG00000137573/ENSG00000080493/ENSG00000188486/ENSG00000157227/ENSG00000074219/ENSG00000153208/ENSG00000092969/ENSG00000184304/ENSG00000169047/ENSG00000181744/ENSG00000111602/ENSG00000254087/ENSG00000164104/ENSG00000175745/ENSG00000019485/ENSG00000138696/ENSG00000163820/ENSG00000177425/ENSG00000133119/ENSG00000198157/ENSG00000166888
BP	GO:0006810	transport	424	-0.173595888109321	-1.2785983875963	0.0127365138402445	0.0408529689215389	0.0216280423702265	528	tags=38%, list=32%, signal=35%	ENSG00000160469/ENSG00000173846/ENSG00000139505/ENSG00000171033/ENSG00000168280/ENSG00000075043/ENSG00000076554/ENSG00000155093/ENSG00000113108/ENSG00000091428/ENSG00000055118/ENSG00000169684/ENSG00000151834/ENSG00000183960/ENSG00000159164/ENSG00000158445/ENSG00000169282/ENSG00000010810/ENSG00000166426/ENSG00000160460/ENSG00000143324/ENSG00000102003/ENSG00000137845/ENSG00000145242/ENSG00000101844/ENSG00000163618/ENSG00000272398/ENSG00000064270/ENSG00000132718/ENSG00000130528/ENSG00000099250/ENSG00000163393/ENSG00000099625/ENSG00000106089/ENSG00000011677/ENSG00000110881/ENSG00000136854/ENSG00000171533/ENSG00000151150/ENSG00000099365/ENSG00000198794/ENSG00000154277/ENSG00000184702/ENSG00000179915/ENSG00000167553/ENSG00000147642/ENSG00000075461/ENSG00000105409/ENSG00000011347/ENSG00000197753/ENSG00000152642/ENSG00000087053/ENSG00000166257/ENSG00000087085/ENSG00000078018/ENSG00000133083/ENSG00000137571/ENSG00000084628/ENSG00000132872/ENSG00000125744/ENSG00000155511/ENSG00000008735/ENSG00000183018/ENSG00000158856/ENSG00000101298/ENSG00000101098/ENSG00000129990/ENSG00000150672/ENSG00000163873/ENSG00000184588/ENSG00000104381/ENSG00000169432/ENSG00000154917/ENSG00000054356/ENSG00000171951/ENSG00000129159/ENSG00000155897/ENSG00000184185/ENSG00000167552/ENSG00000135596/ENSG00000018236/ENSG00000008056/ENSG00000187957/ENSG00000204624/ENSG00000134802/ENSG00000106633/ENSG00000130475/ENSG00000131711/ENSG00000197959/ENSG00000101463/ENSG00000169213/ENSG00000184709/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000074317/ENSG00000117016/ENSG00000006071/ENSG00000165548/ENSG00000103723/ENSG00000171385/ENSG00000132639/ENSG00000221946/ENSG00000153253/ENSG00000136274/ENSG00000173210/ENSG00000121966/ENSG00000166111/ENSG00000155980/ENSG00000152932/ENSG00000103034/ENSG00000141837/ENSG00000166206/ENSG00000135439/ENSG00000171450/ENSG00000178568/ENSG00000187134/ENSG00000140323/ENSG00000185666/ENSG00000147041/ENSG00000173267/ENSG00000172794/ENSG00000260903/ENSG00000160716/ENSG00000141433/ENSG00000072182/ENSG00000145920/ENSG00000101204/ENSG00000118432/ENSG00000151320/ENSG00000198216/ENSG00000002746/ENSG00000164082/ENSG00000128564/ENSG00000157782/ENSG00000128285/ENSG00000184144/ENSG00000180176/ENSG00000154096/ENSG00000016082/ENSG00000168824/ENSG00000184611/ENSG00000152969/ENSG00000122012/ENSG00000120251/ENSG00000070808/ENSG00000130226/ENSG00000147432/ENSG00000148408/ENSG00000187122/ENSG00000156486/ENSG00000149295/ENSG00000170091/ENSG00000109991/ENSG00000277586/ENSG00000120907/ENSG00000157103/ENSG00000070748/ENSG00000165646/ENSG00000164451/ENSG00000091664/ENSG00000151615
BP	GO:0009719	response to endogenous stimulus	226	0.238059582777219	1.47741595056089	0.012917955627601	0.0410477094708817	0.0217311403081138	269	tags=24%, list=16%, signal=24%	ENSG00000118523/ENSG00000185650/ENSG00000114315/ENSG00000152661/ENSG00000171243/ENSG00000108821/ENSG00000137693/ENSG00000018625/ENSG00000142871/ENSG00000114251/ENSG00000148677/ENSG00000164692/ENSG00000137834/ENSG00000107485/ENSG00000134363/ENSG00000010278/ENSG00000170961/ENSG00000107796/ENSG00000150551/ENSG00000176170/ENSG00000162344/ENSG00000150630/ENSG00000152518/ENSG00000135046/ENSG00000139219/ENSG00000141052/ENSG00000180447/ENSG00000180730/ENSG00000171345/ENSG00000145423/ENSG00000068078/ENSG00000134853/ENSG00000084093/ENSG00000162599/ENSG00000167244/ENSG00000137801/ENSG00000110092/ENSG00000171522/ENSG00000136492/ENSG00000125848/ENSG00000026025/ENSG00000125378/ENSG00000134250/ENSG00000175592/ENSG00000104267/ENSG00000197496/ENSG00000142611/ENSG00000105509/ENSG00000198959/ENSG00000163347/ENSG00000131620/ENSG00000184557/ENSG00000145386/ENSG00000115461/ENSG00000125845
BP	GO:0140352	export from cell	121	-0.24033652377253	-1.50267291391425	0.0130890029505202	0.041206120399786	0.0218150049175337	515	tags=47%, list=31%, signal=35%	ENSG00000155093/ENSG00000113108/ENSG00000091428/ENSG00000055118/ENSG00000159164/ENSG00000158445/ENSG00000102003/ENSG00000145242/ENSG00000163618/ENSG00000132718/ENSG00000099625/ENSG00000106089/ENSG00000110881/ENSG00000136854/ENSG00000099365/ENSG00000198794/ENSG00000184702/ENSG00000179915/ENSG00000147642/ENSG00000105409/ENSG00000011347/ENSG00000087085/ENSG00000132872/ENSG00000101298/ENSG00000101098/ENSG00000129990/ENSG00000054356/ENSG00000171951/ENSG00000155897/ENSG00000135596/ENSG00000008056/ENSG00000106633/ENSG00000169213/ENSG00000105649/ENSG00000139220/ENSG00000130477/ENSG00000117016/ENSG00000006071/ENSG00000171385/ENSG00000132639/ENSG00000152932/ENSG00000171450/ENSG00000185666/ENSG00000147041/ENSG00000173267/ENSG00000160716/ENSG00000141433/ENSG00000145920/ENSG00000101204/ENSG00000118432/ENSG00000164082/ENSG00000128564/ENSG00000016082/ENSG00000122012/ENSG00000070808/ENSG00000149295/ENSG00000165646
BP	GO:0000003	reproduction	134	0.268699319180751	1.54346577719144	0.0135522224289715	0.0415113119445975	0.0219765769118457	645	tags=54%, list=39%, signal=36%	ENSG00000117399/ENSG00000152661/ENSG00000114251/ENSG00000158402/ENSG00000112559/ENSG00000107485/ENSG00000134363/ENSG00000010278/ENSG00000170961/ENSG00000013297/ENSG00000117650/ENSG00000135046/ENSG00000141052/ENSG00000171345/ENSG00000145423/ENSG00000134853/ENSG00000250722/ENSG00000136492/ENSG00000131747/ENSG00000125378/ENSG00000175592/ENSG00000140545/ENSG00000121039/ENSG00000115461/ENSG00000111247/ENSG00000112742/ENSG00000104375/ENSG00000167601/ENSG00000066279/ENSG00000113916/ENSG00000080986/ENSG00000143228/ENSG00000143545/ENSG00000142798/ENSG00000163251/ENSG00000121621/ENSG00000157456/ENSG00000138039/ENSG00000121152/ENSG00000166851/ENSG00000154734/ENSG00000163535/ENSG00000164611/ENSG00000185532/ENSG00000171791/ENSG00000087586/ENSG00000170312/ENSG00000182185/ENSG00000196584/ENSG00000141696/ENSG00000184347/ENSG00000113810/ENSG00000101144/ENSG00000147202/ENSG00000138061/ENSG00000137573/ENSG00000163453/ENSG00000188486/ENSG00000157227/ENSG00000153208/ENSG00000077942/ENSG00000092969/ENSG00000144554/ENSG00000164104/ENSG00000138696/ENSG00000117394/ENSG00000196839/ENSG00000102265/ENSG00000123374/ENSG00000139618/ENSG00000086062/ENSG00000139083/ENSG00000164171
