ID	Description	Count	GeneRatio	geneID
GO:0051051	negative regulation of transport	48	48/1674	GDI1/SCAMP5/CALM1/ADA/SESTD1/PRKG1/PRKD1/BCL2/PKIA/TRH/KCNAB1/IRS1/PACSIN3/PKDCC/PEA15/DMTN/KCNB1/CABP1/GJA1/ANK3/FOXO1/DRD2/CALM2/THBS1/MDFIC/ANXA1/SYT4/SYT11/MAP1B/APOE/CNR1/RGS2/HES1/ASIC1/CRYAB/CBARP/STX1B/CD200/MTMR2/REST/CNN2/KCNH2/ATP9A/GPM6B/ATP1A2/CRY1/ABCC8/HECW1
GO:0051918	negative regulation of fibrinolysis	1	1/1674	THBS1
GO:0060149	negative regulation of post-transcriptional gene silencing	0	0/1674	
GO:0060967	negative regulation of gene silencing by regulatory ncRNA	0	0/1674	
GO:0090394	negative regulation of excitatory postsynaptic potential	2	2/1674	CELF4/MTMR2
GO:0106427	negative regulation of kainate selective glutamate receptor signaling pathway	0	0/1674	
GO:0110066	negative regulation of interphase mitotic telomere clustering	0	0/1674	
GO:1900047	negative regulation of hemostasis	7	7/1674	PRKG1/PROS1/SERPING1/THBS1/PDGFRA/APOE/CD9
GO:1900272	negative regulation of long-term synaptic potentiation	2	2/1674	APOE/EPHA4
GO:1900453	negative regulation of long-term synaptic depression	0	0/1674	
GO:1902631	negative regulation of membrane hyperpolarization	0	0/1674	
GO:1902684	negative regulation of receptor localization to synapse	0	0/1674	
GO:1902735	negative regulation of receptor-mediated virion attachment to host cell	0	0/1674	
GO:1903665	negative regulation of asexual reproduction	0	0/1674	
GO:1903780	negative regulation of cardiac conduction	0	0/1674	
GO:1904180	negative regulation of membrane depolarization	2	2/1674	BCL2/IFI6
GO:1904537	negative regulation of mitotic telomere tethering at nuclear periphery	0	0/1674	
GO:1904873	negative regulation of telomerase RNA localization to Cajal body	0	0/1674	
GO:1904911	negative regulation of establishment of RNA localization to telomere	0	0/1674	
GO:1904914	negative regulation of establishment of protein-containing complex localization to telomere	0	0/1674	
GO:1905032	negative regulation of membrane repolarization during cardiac muscle cell action potential	0	0/1674	
GO:1905338	negative regulation of cohesin unloading	0	0/1674	
GO:1905513	negative regulation of short-term synaptic potentiation	0	0/1674	
GO:1905869	negative regulation of 3'-UTR-mediated mRNA stabilization	0	0/1674	
GO:1905953	negative regulation of lipid localization	3	3/1674	PNPLA2/THBS1/CRY1
GO:2000536	negative regulation of entry of bacterium into host cell	0	0/1674	
GO:0023051	regulation of signaling	399	399/1674	NOTCH2NLC/NEFL/CASTOR2/CD24/SRGAP2/FRRS1L/LYN/SCRT2/LBH/GPC2/ARHGAP19/MIR125B1/ADGRG1/TGM2/CALM1/NRARP/LPAR1/SLC2A10/STMN3/DACT3/FLNA/ADA/SULF2/LITAF/VWC2/ERC2/DCC/RGS7BP/ZNRF1/SYN3/P4HB/CIB1/SEPTIN5/PDE4B/SOCS3/EFNA5/SLIT3/PRKD1/CNTN2/KCTD16/GPC6/RTKN2/DIPK2A/SOX2/GPR137C/GREM2/SHISA2/GAS1/MTURN/NRXN1/AURKB/ERBB4/AMER3/C18orf32/PAWR/PPFIA3/FAM89B/TCIM/RNF152/SPHK1/SEZ6L2/CNIH2/NET1/PLK3/HAP1/SNCG/PARP14/LAMB2/SCG2/BCL2/PIK3CD/CXXC5/SOSTDC1/TRH/TRIM56/ONECUT1/NLGN1/CHRNA5/IRS1/NSG1/CXXC4/LDLRAD4/PBK/AXL/TBC1D16/IGF2/GPRC5B/MAP1A/SMAD3/TERF2IP/FBN1/RAB8B/SPRED1/HTRA1/ARHGAP42/OTX2/INPPL1/ADCY1/CITED2/MAD2L1/HMGB2/GRM2/CAMKV/ARHGEF3/GRIK3/IGFBP7/FSTL1/PBXIP1/ATF3/PEA15/DHRS3/DRAXIN/PLPP3/FGF19/SHANK2/ZNF385A/CHRNB2/BRSK1/SCUBE1/EDA/NBL1/KCNB1/DGKI/FZD1/MMP14/LRP8/SLC6A1/ADCY8/FZD7/GRIA1/RHOC/EPHB1/APCDD1/UCHL1/LRRK1/THY1/CNKSR3/DAB2/ZIC1/CNTNAP4/GJA1/GPD1L/SCHIP1/WWC2/AKR1C2/NEK7/AKAP6/FOXO1/DIXDC1/VEGFC/PDCD4/LATS2/DRD2/SESN3/RGS10/INA/TCF7L2/ANKRD1/CACNA1B/NTRK2/SYBU/CHRNB3/EGFR/DYNLT1/SCUBE3/PSD2/CPLX2/PLK2/SKP2/PDGFC/SFRP2/OCIAD2/EPHA5/SLIT2/TMEM108/DYNC1LI1/CNTN4/FANCD2/ACKR3/ABCA12/CALM2/RGS16/CCN1/PRDM16/WTIP/CACNA1A/ERBB2/ARK2C/ADCYAP1/MYOCD/CDH11/BRCA2/PPFIA2/COL2A1/FBN2/BMPR1B/PLCE1/MYOF/CYP1B1/LHCGR/ARHGAP29/ADAM10/SMAD6/UACA/THBS1/YAP1/SULF1/TUBB2B/IGFBPL1/GARNL3/STXBP1/SPRY2/LAMC1/RGS8/FAIM2/MDFIC/ANXA1/PDGFRA/LRP4/CDC73/FST/NOTCH2/CNTN6/CCNB1/SWAP70/SPART/CHRM3/SYT4/SYT11/SNAP25/RAP1GAP2/TRIM22/TRIM5/MAP1B/ANO1/EPS8L1/UNC13A/BST2/APOE/AJUBA/CDKN2D/TMOD2/SMO/VGF/YWHAH/IFI6/RRAS/BMP2/BMP4/DOK4/NAGK/OPTN/BICC1/SV2C/CXCR4/MAPK8IP1/TMEM131L/TRIM25/ADRA1A/SORBS3/DUSP4/IQSEC3/GRIA2/DUSP1/HELLS/CNRIP1/ONECUT2/TRIM67/CCN2/SGK1/CNR1/KIF14/PROX1/STMN1/CDC20/SSX2IP/RIMS3/RGS2/GADD45A/ARHGEF2/DLGAP3/TNR/EPHA4/DLX2/IGFBP5/FN1/GRB14/APC2/ECT2/HES1/WNT5A/BCHE/BCL6/PDGFRB/RASGRF2/MDFI/ARFGEF3/SASH1/RIPOR2/TPD52L1/FOXM1/ASIC1/MDK/ARHGEF17/P2RX3/MPP2/COL1A1/CYTH1/RUNDC3A/CRYBA1/ACTA2/GATA3/GCK/GLI3/HSPB1/STX1A/MET/RAB3A/PLEKHA4/APLP1/STK3/CA2/HOMER2/TTC23/NDRG4/FGF9/TIMP1/SYP/CELF4/FAM83D/PAK5/ARFGAP1/BMP7/RIMS4/LGMN/SEZ6L/MFNG/GADD45B/STX1B/NRP1/TMEM14A/BAMBI/TGFB2/JPH4/RGS17/MAP3K20/RAPGEF4/ITGA6/LTBP4/BIRC5/KIF16B/AURKA/ACHE/TRIP6/MTMR2/REST/PHLPP1/NDC80/CHRNA3/RIMS1/FBLN1/FGFR1/JADE1/PAK3/GPC4/CACNG4/MAP3K13/MAP4K4/EPHA8/CAMK2A/PPP2R5B/FGFR3/ASPM/PRKCQ/SLC12A2/CDON/LZTS1/YBX3/PSD/CYFIP2/FSTL4/DKK3/VRK2/PRDM11/ATP1A2/WWTR1/ISL1/BID/SYT7/PTBP1/FYN/MAPK8IP2/CRY1/SYN1/TMEM132A/ABCC8/PRKAR2B/HECW1/TSPAN6
GO:0023052	signaling	667	667/1674	NOTCH2NLC/NEFL/CASTOR2/CD24/SRGAP2/TXNIP/FRRS1L/TUBB3/LYN/GPR162/EFNA4/STON1/ARHGDIG/DIAPH2-AS1/ERCC6/TAFA5/SCRT2/LBH/GPC2/ARHGAP19/MLLT11/MIR125B1/RGL3/ADGRG1/DISP3/GDI1/RORB/TGM2/DMD/CALM1/NRARP/CACNA1E/LPAR1/COL4A6/SLC2A10/STMN3/DACT3/BLM/ANXA6/FLNA/ADA/SULF2/EPHB4/FAT4/BLOC1S2/LITAF/VWC2/H2AX/COL4A5/DNER/EIF4EBP1/ERC2/COL4A1/DCC/BCAM/MITF/RTN4RL2/RGS7BP/GNG2/ZNRF1/IFITM1/SYN3/ZFP36L1/P4HB/PRKG1/IFITM2/FLRT2/CIB1/SIVA1/SEPTIN5/PDE4B/SOCS3/KNTC1/EFNA5/SLIT3/PRKD1/CNTN2/KCTD16/GPC6/SPNS2/UNC5C/RTKN2/DIPK2A/SOX2/NQO1/GPR137C/GREM2/SHISA2/SSTR2/GAS1/MTURN/FZD2/TH/NRXN1/FJX1/AURKB/ERBB4/AMER3/AGTRAP/C18orf32/NR2C2/PAWR/PPFIA3/FAM89B/TCIM/WSB2/CDK5R1/RNF152/DIRAS1/SPHK1/NR2F1/FOSL1/SEZ6L2/CNIH2/NET1/PLK3/HAP1/NUDT4/SNCG/PARP14/GNG12/RCAN2/LAMB2/GAP43/SCG2/BCL2/PIK3CD/CXXC5/ECEL1/PTGER4/PDE7B/KRT19/SOSTDC1/S1PR1/DCDC1/TRH/MTSS1/KRT8/SMAD1/CDK1/NSG2/ALCAM/TRIM56/ONECUT1/NLGN1/CHRNA5/BUB1/RAB3B/IRS1/NSG1/CXXC4/LDLRAD4/GFRA2/SCN11A/PBK/LTBP3/TMEM145/AXL/TUBA1A/CACNB3/CDT1/TBC1D16/IGF2/GPRC5B/SAMD14/MAP1A/SMAD3/STAT6/PLK1/TERF2IP/CRABP1/SCN3B/GABRB3/FBN1/RAB8B/SPRED1/HTRA1/ARHGAP42/SLC18A2/OTX2/INPPL1/MELK/ADCY1/COL1A2/CITED2/CASP3/ITGA2/ANXA5/MAD2L1/HMGB2/GRM2/CAMKV/BSN/ARHGEF3/GRIK3/IL17RC/CADPS/IGFBP7/FSTL1/PBXIP1/FZD5/S100A11/ATF3/PEA15/NFIA/DHRS3/PDPN/DRAXIN/PLPP3/FGF19/GNG3/SHANK2/SPC24/ZNF385A/CHRNB2/BRSK1/RALGDS/FNDC5/SCUBE1/SV2A/DMTN/EDA/NBL1/KCNB1/COLEC12/WASF2/RHPN1/RADIL/DPYSL5/DGKI/FZD1/MMP14/LRP8/SLC6A1/SST/BUB1B/UNC5D/KIF5A/ADCY8/FZD7/GRIA1/RHOC/PTPRN2/EPHB1/APCDD1/ADAMTS1/CXADR/UCHL1/LRRK1/THY1/SEMA3D/DDAH1/CNKSR3/MERTK/DAB2/ZIC1/CNTNAP4/UTRN/GJA1/GPD1L/ZFP36L2/PDK1/SCHIP1/GABRA2/ACSL1/WWC2/AKR1C2/POU4F2/NEK7/AKAP6/ANK3/FOXO1/DIXDC1/DLG2/VEGFC/PDCD4/LYPD1/LATS2/ARID5B/HMGA2/DRD2/CAPN5/TENM4/SESN3/RGS10/INA/TCF7L2/ANKRD1/CACNA1B/NTRK2/SYBU/CHRNB3/EGFR/DYNLT1/TTBK1/SCUBE3/PSD2/CPLX2/CXCL14/IQGAP2/PLK2/SKP2/MYO10/PDGFC/SFRP2/CCNA2/OCIAD2/EPHA5/SLIT2/MANF/TMEM108/CSRNP1/DYNC1LI1/CNTN4/FANCD2/ACKR3/NYAP2/ABCA12/CALM2/LEFTY2/RAB13/TUFT1/RGS16/NUF2/ILDR2/CCN1/HSPG2/PRDM16/PTH2/WTIP/IFITM3/CACNA1A/ERBB2/ARK2C/ADCYAP1/MYOCD/CDH11/DISP2/BRCA2/PPFIA2/COL2A1/TMEM117/FBN2/BMPR1B/PLCE1/MYOF/CYP1B1/LHCGR/ARHGAP29/ADAM10/SMAD6/UACA/PARP6/THBS1/YAP1/SULF1/TUBB2B/IGFBPL1/GABBR2/GARNL3/STXBP1/BRIP1/SPRY2/LAMC1/RGS8/MICAL1/CD164/FAIM2/PPP1R1A/GDF11/MDFIC/ANXA1/COL4A2/PDGFRA/STK26/RAB33A/LRP4/CRB1/CDC73/FST/NOTCH2/CNTN6/CCNB1/SWAP70/BEX1/BEX2/IRS4/SPART/DCLK1/CHRM3/SYT4/SYT11/SNAP25/RAP1GAP2/TRIM22/TRIM5/IL13RA1/MAP1B/ANO1/SH3BP5/EPS8L1/PLXNA3/LAMA5/OLFM1/HRC/UNC13A/FCHO1/BST2/APOE/DOCK6/SYT5/PLPPR3/SHC2/AJUBA/CDKN2D/TMOD2/GAD1/SMO/VGF/DOCK4/MCHR1/YWHAH/FGFRL1/DLGAP5/RHOJ/IFI6/RRAS/ID1/FLRT3/BMP2/NAPB/BMP4/EFNB2/DOK4/NAGK/RAB38/STIL/CDK2/OPTN/NLN/RASSF8/ZWINT/BICC1/SV2C/CXCR4/MAPK8IP1/TMEM131L/TRIM25/ADRA1A/SORBS3/DUSP4/IQSEC3/GRIA2/DUSP1/HELLS/CNRIP1/LTBP2/ONECUT2/TRIM67/OLFM3/TGIF2/CCN2/SGK1/CNR1/KIF14/CENPF/PROX1/STMN1/CDC20/SSX2IP/RIMS3/RGS2/GADD45A/ARHGEF2/DLGAP3/TNR/EPHA4/DLX2/IGFBP5/FN1/GRB14/APC2/PLCH1/MAPKAPK3/PLXNA1/ECT2/HES1/WNT5A/BCHE/BCL6/STC2/PDGFRB/LNPEP/CDH6/RASGRF2/DAP/TTK/MDFI/ARFGEF3/SASH1/RIPOR2/TPD52L1/NEDD9/TIMELESS/FOXM1/KRT18/LIN7A/ASIC1/PTPN5/MDK/ARHGEF17/TMEM109/CCND1/P2RX3/CRYAB/CPZ/MPP2/RND2/COL1A1/CYTH1/B9D1/RUNDC3A/CRYBA1/SORCS1/MAP3K8/ACTA2/GATA3/RAPGEF1/CORO2A/GCK/GLI3/AHR/PPP1R17/NPTX2/HSPB1/STX1A/MET/CDK6/RAB3A/MAST1/PLEKHA4/PLA2G4C/NAPA/APLP1/STK3/CA2/HOMER2/TTC23/METRN/SMPD3/NDRG4/FGF9/KLF5/TIMP1/SYP/CELF4/FAM83D/PAK5/SNPH/CHRNA4/ARFGAP1/BMP7/RIMS4/LGMN/DAAM1/RBFOX2/SEZ6L/MFNG/GADD45B/STX1B/NRP1/TMEM14A/BAMBI/SH2D3C/ADA2/TGFB2/DPYSL2/SNAP23/JPH4/RGS17/SLC17A6/MAP3K20/RAPGEF4/ITGA6/LTBP4/BIRC5/CHGB/KIF16B/AURKA/GNAO1/ACHE/TRIP6/MTMR2/REST/FAT1/PHLPP1/NDC80/CHRNA3/RIMS1/FBLN1/FGFR1/JADE1/DCX/PAK3/GPC4/PLXNA2/PLD1/CACNG4/RASAL2/CELSR1/SEMA3C/GTSE1/KCNQ2/SNCB/TEAD2/NOTCH3/GLI2/MAP3K13/ADAM11/RPS6KA2/MAP4K4/EPHA8/CAMK2A/CHAT/POLB/PPP2R5B/FGFR3/CACNB1/ASPM/PRKCQ/SLC12A2/CDON/LZTS1/YBX3/PSD/DCBLD2/CYFIP2/PTPRN/FSTL4/DKK3/MYO16/GAB2/GRN/VRK2/VIM/DEPDC1/SYT13/PRDM11/ATP1A2/WWTR1/CNTN1/ISL1/BID/GABRA3/SYT7/PTBP1/FYN/MAPK8IP2/CRY1/CELSR3/SYPL1/SYN1/TMEM132A/ABCC8/PRKAR2B/HECW1/TSPAN6
GO:0031137	regulation of conjugation with cellular fusion	0	0/1674	
GO:0032847	regulation of cellular pH reduction	2	2/1674	BCL2/CA2
GO:0032879	regulation of localization	258	258/1674	FRRS1L/LYN/STON1/ARHGDIG/FXYD7/GPC2/DISP3/GDI1/TGM2/DMD/SCAMP5/CALM1/CACNA1E/LPAR1/DNM3/ANXA6/FLNA/ADA/NKAIN2/ERC2/SESTD1/NKAIN3/ZFP36L1/PRKG1/CIB1/LRRC26/SEPTIN5/KCNH7/PDE4B/EFNA5/PRKD1/KCNJ12/KCNH8/GPC6/KCNA4/GAS1/AURKB/ERBB4/CRACR2B/PNPLA2/CDK5R1/SPHK1/CNIH2/CEP135/PLK3/HAP1/SNCG/ABLIM3/BCL2/CDK5R2/KCND3/PKIA/TRH/CDK1/NLGN1/SCN9A/KCNAB1/RAB3B/IRS1/RAB31/SCN11A/ATCAY/AXL/CACNB3/MAP1A/SMAD3/PLK1/SCN3B/RAB8B/PACSIN3/ITGA2/GRM2/BSN/CADPS/FZD5/PKDCC/PEA15/FGF19/CHRNB2/BRSK1/SPTBN4/CLIC6/SV2A/EPB41/DMTN/KCNB1/LDLRAP1/CABP1/MMP14/SLC6A1/KCNS2/ADCY8/PTPRN2/THY1/CNKSR3/SCN3A/MERTK/DAB2/ZIC1/RAB3C/UTRN/GJA1/GPD1L/PTPN14/ACSL1/POU4F2/AKAP6/ANK3/FOXO1/VEGFC/LYPD1/LATS2/FEZ1/DRD2/TCF7L2/ANKRD1/CACNA1B/PLIN2/SYBU/EGFR/CPLX2/EPHA5/DYNC1LI1/ABCA12/CALM2/RAB13/CACNA1A/ERBB2/ADCYAP1/PPFIA2/COX17/PLCE1/MYOF/LHCGR/ADAM10/THBS1/FXYD6/YAP1/STXBP1/DNAJC1/STX6/MICAL1/MDFIC/ANXA1/LRP4/SWAP70/DCLK1/CHRM3/SYT4/SYT11/SNAP25/TRIM22/TRIM5/MAP1B/ANO1/HRC/DPP6/APOE/SYT5/RAB2B/KCNC1/SMO/MCHR1/YWHAH/TMEM35A/BMP2/RTN2/BMP4/EFNB2/AHNAK/PARD6B/SDC4/RAB38/SV2C/CXCR4/TRIM25/TRIM67/SGK1/CNR1/RIMS3/RGS2/PLCH1/ECT2/HES1/WNT5A/KAT2B/STC2/PDGFRB/APBB3/RIPOR2/NEDD9/ASIC1/TMEM109/P2RX3/CRYAB/STIM2/MMD/B9D1/GCK/GLI3/TSPAN13/STX1A/RAB3A/PLIN3/CA2/HOMER2/CORO2B/SLC7A5/SMPD3/NDRG4/SYP/CHRNA4/ARFGAP1/RIMS4/CBARP/STX1B/NRP1/TMEM14A/TGFB2/JPH4/CD200/RAPGEF4/BIRC5/ACHE/MTMR2/NKAIN1/REST/CHRNA3/RIMS1/MAP2/GPC4/SPAG5/PLD1/CACNG4/KCNQ2/CAMK2A/CACNB1/CNN2/SLC12A2/ATP2C2/KCNH2/ATP9A/PTPRN/GPM6B/GAB2/SYT13/ATP1A2/WWTR1/CNTN1/ISL1/SYT7/FYN/MAPK8IP2/CRY1/SYN1/TMEM132A/ABCC8/HECW1
GO:0042752	regulation of circadian rhythm	14	14/1674	RORB/PRKG1/ATOH7/CDK1/NLGN1/ADCY1/CHRNB2/DRD2/BHLHE40/TOP2A/PROX1/TIMELESS/PHLPP1/CRY1
GO:0043903	regulation of biological process involved in symbiotic interaction	7	7/1674	IFITM1/P4HB/IFITM2/IFITM3/TRIM22/TRIM5/TRIM25
GO:0044145	modulation of formation of structure involved in a symbiotic process	0	0/1674	
GO:0048518	positive regulation of biological process	592	592/1674	NOTCH2NLC/NEFL/CD24/TXNIP/LYN/PDXP/PNMA2/ERCC6/MIAT/MIR17HG/LBH/GPC2/MLLT11/MIR125B1/OLIG2/ONECUT3/DPF3/CFI/ADGRG1/DCTN1/DISP3/GDI1/FANK1/RORB/TGM2/DMD/L1CAM/PRC1/SCAMP5/LRRTM3/CALM1/NRARP/HMGN5/LPAR1/DNM3/ZNF71/SLC2A10/DIO3/BLM/FLNA/ADA/XRCC2/SULF2/EPHB4/LITAF/VWC2/H2AX/EIF4EBP1/FANCM/ERC2/AKR1C1/MITF/ZNRF1/IFITM1/POU3F1/PMEL/ZFP36L1/PBX1/P4HB/PRKG1/FLRT2/CIB1/LRRC26/CDCA2/PDE4B/SLITRK6/SOCS3/EFNA5/PRKD1/CNTN2/RAD51B/UNC5C/CREB3L2/RTKN2/DIPK2A/PLAG1/FANCB/SOX2/NQO1/GPR137C/MTURN/FZD2/NRXN1/ATOH7/AURKB/MAF/ERBB4/PNPLA2/C18orf32/NHLH2/NR2C2/PAWR/ZBTB38/FAM89B/TCIM/BASP1/CDK5R1/RNF152/SPHK1/NR2F1/FOSL1/UBE2C/CEP135/NET1/PLK3/HAP1/INSM1/ABLIM3/PARP14/EFEMP2/LAMB2/SCG2/FRMD5/RRM2/BCL2/NHLH1/ENC1/PIK3CD/CXXC5/MAP6/PTGER4/CDK5R2/S1PR1/HAS2/TRH/MTSS1/ZNF804A/SMAD1/CDK1/TRIM56/ONECUT1/NLGN1/BUB1/RAB3B/PARM1/IRS1/NSG1/RAB31/LTBP3/BSCL2/AXL/CACNB3/CDT1/IGF2/GPRC5B/ISLR2/MAP1A/SMAD3/STAT6/PLK1/TERF2IP/SCN3B/RAB8B/SPRED1/HTRA1/PACSIN3/CASP7/OTX2/MELK/DYNLT3/ADCY1/CDCA7L/CITED2/CASP3/STARD4/ITGA2/MAD2L1/HMGB2/ARHGEF3/FYCO1/PLB1/IL17RC/CLRN1/ADAMTS9/CADPS/SERPINI1/LMOD1/CLDN1/PBXIP1/FZD5/S100A11/PKDCC/ATF3/PEA15/SNX7/NFIA/CAMK2N1/PDPN/PLPP3/FGF19/SHANK2/ZNF385A/CHRNB2/SPTBN4/FNDC5/CELF3/BTG2/SCUBE1/EPB41/DMTN/EDA/NBL1/ELK4/KCNB1/CDC25C/COLEC12/WASF2/LDLRAP1/FZD1/MMP14/LRP8/SLC6A1/ATAD2/ADCY8/LSM11/FZD7/GRIA1/RHOC/MOV10/EPHB1/ADAMTS1/LRRK1/THY1/SEMA3D/DDAH1/CNKSR3/MERTK/DAB2/ZIC1/UTRN/GJA1/GPD1L/ZFP36L2/SCHIP1/ACSL1/AKR1C2/POU4F2/NEK7/NPAS3/AKAP6/ANK3/FOXO1/DIXDC1/VEGFC/PDCD4/LATS2/ARID5B/HMGA2/FEZ1/DRD2/TENM4/SESN3/SERPING1/TCF7L2/ADD3/ANKRD1/POLR3A/NTRK2/PLIN2/NFIB/SYBU/NCAPG2/CDCA5/EGFR/CREB5/TTBK1/SCUBE3/PLK2/SKP2/MYO10/PDGFC/SFRP2/SETD7/CCNA2/OCIAD2/SLIT2/MED12L/TMEM108/BOC/CSRNP1/DYNC1LI1/ACKR3/ABCA12/CALM2/VASH2/BARHL2/CCN1/HSPG2/PRDM16/WTIP/NFIC/ERBB2/ARK2C/ADCYAP1/ASXL3/MYOCD/TPM1/BRCA2/SLC7A1/FOXN4/LUM/PHLDA1/ETV6/FBN2/CENPE/BMPR1B/COX17/PLCE1/CYP1B1/LHCGR/ADAM10/SMAD6/UACA/PARP6/KIF23/NUSAP1/THBS1/YAP1/SULF1/TUBB2B/TFAP2A/DSCC1/STXBP1/SPRY2/CKAP2/LAMC1/NIBAN1/AGAP2/MDFIC/ANXA1/PDGFRA/LRP4/CDC73/FST/MYCN/NOTCH2/PSRC1/MEIS2/CNTN6/CCNB1/SWAP70/E2F5/BEX1/RFC3/CHRM3/SYT4/SYT11/PCNA/SNAP25/RIDA/SERPINF1/TRIM22/TRIM5/TOP2A/IL13RA1/MAP1B/ANO1/EPS8L1/PLXNA3/ASS1/OLFM1/HRC/UNC13A/FCHO1/BST2/NCAN/APOE/AJUBA/RAB2B/KCNC1/TMOD2/SMO/DOCK4/MCHR1/YWHAH/CHTF18/TMEM35A/DLGAP5/RHOJ/RRAS/FLRT3/BMP2/BMP4/EFNB2/DOK4/AHNAK/RIOK1/RREB1/NAGK/SDC4/OBSL1/RAB38/STIL/CDK2/OPTN/CXCR4/MAPK8IP1/NCAPH/TRIM25/RDH10/ADRA1A/SORBS3/ONECUT2/TRIM67/ELL2/TGIF2/CCN2/SGK1/CNR1/KIF14/PROX1/NEK2/PRDX6/CDC20/RIMS3/RGS2/GADD45A/ARHGEF2/ELAPOR1/TNR/EPHA4/DLX2/IGFBP5/FN1/APC2/ABHD14B/MAPKAPK3/PLXNA1/ECT2/HES1/WNT5A/KAT2B/BCL6/SMC4/PDGFRB/DPYSL3/RASGRF2/SPARC/APBB3/MRPS27/DAP/MAN2A1/TTK/DNPH1/SASH1/RIPOR2/TPD52L1/NEDD9/ST8SIA1/TIMELESS/RAD51AP1/FOXM1/MDK/CCND1/P2RX3/STIM2/MMD/HLF/MPP2/RND2/COL1A1/RUNDC3A/CRYBA1/EBF3/MAP3K8/ACTA2/SPOCK2/GATA3/RAPGEF1/GLIS3/LHX2/GCK/GLI3/AHR/HSPB1/STX1A/MET/TFEC/CDK6/RAB3A/PLEKHA4/PLIN3/MED25/STMN2/STK3/CA2/TTC23/CORO2B/METRN/SLC7A5/SMPD3/NDRG4/FGF9/KLF5/TIMP1/CELF4/SYNDIG1/FAM83D/KIF3B/EEF1A2/BMP7/RIMS4/LGMN/MFNG/GADD45B/STX1B/NRP1/MYO3A/BAMBI/SH2D3C/DHPS/TGFB2/CD200/MAP3K20/RAPGEF4/ITGA6/RCOR1/BIRC5/TPX2/AURKA/ACHE/TRIP6/MTMR2/B4GALT1/REST/NDC80/CHRNA3/SLC4A4/RIMS1/CARMIL1/CDC14A/MAP2/FGFR1/JADE1/PAK3/ACTL6B/SPAG5/PLXNA2/WDR62/PLD1/CACNG4/SEMA3C/TEAD2/NOTCH3/GLI2/MAP3K13/RPS6KA2/MAP4K4/EPHA8/CAMK2A/PPP2R5B/FGFR3/CACNB1/ASPM/PRKCQ/CNN2/SLC12A2/CDON/ATP2C2/YBX3/MTA3/SOAT1/CYFIP2/KCNH2/PTPRN/HDAC9/GPM6B/ZIC2/VCAN/GAB2/GRN/POU2F2/VIM/PRDM11/ATP1A2/WWTR1/CNTN1/ISL1/BID/ANLN/SYT7/PTBP1/FYN/NCAPD2/MAPK8IP2/CRY1/TFAP2D/PROM1/ETV1/TMEM132A/ABCC8/TSPAN6
