isoform_id	ES	ES_genomic_start	ES_genomic_end	gene_id	gene_name	all_motif_starts
ENST00000346798	1	25925059	25925142	ENSG00000142192	APP	25881390,25884848,25884850,25885647,25891450,25891701,25896960,25897072,25901186,25901619,25901824,25902079,25906819,25908065,25908421,25910094,25912070,25912536,25914021,25915209,25917119,25918220,25920235,25923923,25924658,25924739,25925253,25925457,25925501,25925531,25925533,25928700,25931287,25932314,25933243,25934132,25934940,25940580,25940582,25942067,25943070,25943300,25943937,25944498,25945074,25951498,25953917,25954143,25959476,25959664,25967809,25969801,25971647,25971649,25972595,25979411,25980855,25981113,25982754,25987433,25989272,25991792,25993256,25997271,25998917,25999472,25999631,26000034,26000370,26000892,26001271,26002201,26003721,26004610,26004894,26008030,26013359,26015581,26025276,26026506,26029015,26031351,26033407,26034150,26036596,26037007,26037009,26041489,26043019,26043197,26045371,26045841,26051163,26051187,26051273,26054744,26055210,26056136,26057394,26058337,26059759,26060803,26067220,26068897,26075343,26085401,26085420,26086357,26090332,26091202,26091697,26092081,26094152,26094379,26095773,26096635,26097125,26099154,26099201,26101032,26103122,26105803,26107299,26107422,26108009,26110910,26111934,26112073,26117686,26118239,26118332,26118985,26119276,26120880,26125917,26126313,26128270,26128483,26133106,26134205,26139982,26141157,26142033,26143792,26146080,26146082,26147060,26147298,26147300,26148034,26153949,26153951,26154933,26155522,26155524,26156777,26156960,26157214,26159017,26165472,26165728,26167218,26167729,26169109,26169900
ENST00000271002	1	63447565	63447614	ENSG00000142856	ITGB3BP	63440973,63441147,63447356,63447871,63451578,63452097,63457423,63460511,63469720,63471615,63475856,63477320,63477440,63477442,63482498,63487993,63489060,63491360,63492179,63492979,63495096,63497018,63498960,63501141,63502979,63506905,63512207,63515694,63517492,63520752,63522074,63522617,63524273,63524275,63527536,63529581,63530975,63530977,63531828,63532855,63532989,63534998,63545059,63545927,63552088,63552985,63553030,63555711,63557333,63560660,63561058,63562644,63567906,63575111,63579313,63580390,63581335,63582088,63582904,63586434,63587510,63590236
ENST00000614872	1	84204479	84205439	ENSG00000142875	PRKACB	84079172,84079184,84079426,84084671,84090385,84091387,84092557,84092569,84093499,84095000,84095190,84095275,84096505,84098477,84109343,84110045,84112377,84115432,84115443,84115750,84116060,84120409,84124196,84124344,84125989,84126612,84127074,84128500,84129456,84133200,84133959,84135567,84138231,84138710,84139928,84141227,84142163,84144272,84144990,84145154,84146232,84146585,84146920,84146922,84149859,84150585,84156133,84161304,84163179,84164887,84166141,84167323,84170399,84173701,84176404,84177257,84177339,84177861,84179831,84194852,84195045,84195076,84196623,84197867,84197957,84199464,84199618,84199990,84200695,84200888,84203563,84205847,84206233,84209909,84211228,84212314,84212422,84212424,84212426,84214637,84215164,84215833,84216773,84221060,84224046,84224048,84224779,84229397,84232809,84236606,84237085
ENST00000372407	1	43603611	43604189	ENSG00000142949	PTPRF	43526674,43527475,43527821,43528526,43528528,43528599,43528699,43532996,43536770,43537079,43537271,43541248,43541395,43541995,43542962,43543251,43543828,43549023,43555781,43555956,43559295,43560070,43560137,43560161,43560163,43560357,43560395,43560401,43562045,43562047,43564396,43564444,43564501,43564549,43564619,43565476,43565489,43568488,43568490,43568492,43569252,43569806,43573621,43579243,43579287,43579289,43580818,43582915,43583274,43583315,43583366,43586386,43587191,43587611,43587757,43587770,43587822,43588676,43592088,43592658,43594111,43594206,43595041,43598774,43598960,43601026,43601301,43602981,43602983,43602985,43602987,43603917,43608015,43609018,43609598,43610347,43611405,43614116,43614294,43614296,43616270,43619385,43619619,43619864,43619866,43620643,43620743,43621051,43623115
ENST00000488550	1	66439321	66439671	ENSG00000143995	MEIS1	66437730,66437806,66437820,66440135,66440137,66442189,66446660,66447107,66447882,66449117,66450341,66455910,66457610,66457830,66458556,66459069,66459878,66460226,66461109,66461700,66462357,66463516,66463872,66464839,66468211,66468838,66470283,66470285,66471601,66471928,66474148,66480094,66480096,66481163,66482255,66485565,66490623,66491850,66492096,66492159,66493868,66495650,66499133,66500569,66500853,66502387,66505274,66506112,66506419,66507034,66507091,66507110,66508101,66509342,66513806,66514391,66514866,66516016,66516094,66516237,66518654,66521311,66521807,66522046,66522717,66523342,66523344,66524025,66525274,66526547,66527081,66527083,66527182,66528918,66528920,66529871,66530850,66530922,66530944,66532007,66532697,66533082,66535898,66537969,66544164,66544727,66545027,66547298,66554368,66555196,66556571,66558147,66558606,66558608,66559296,66561476,66565882,66567847,66569523,66570648,66571370,66571417,66572060,66572261,66572510,66573241
ENST00000437131	1	37361243	37361305	ENSG00000144674	GOLGA4	37243916,37249918,37253123,37266740,37271964,37273383,37285877,37288977,37289522,37290762,37293223,37293225,37298518,37302078,37302216,37306058,37306789,37310252,37310869,37310879,37313671,37313685,37313687,37314509,37318524,37322030,37332355,37337531,37340254,37343776,37346195,37347046,37350398,37350400,37350402,37354621,37354660,37359816,37359833,37359835,37363224
ENST00000356847	2	37337143;37361243	37337163;37361305	ENSG00000144674	GOLGA4	37243916,37249918,37253123,37266740,37271964,37273383,37285877,37288977,37289522,37290762,37293223,37293225,37298518,37302078,37302216,37306058,37306789,37310252,37310869,37310879,37313671,37313685,37313687,37314509,37318524,37322030,37332355,37337531,37340254,37343776,37346195,37347046,37350398,37350400,37350402,37354621,37354660,37359816,37359833,37359835,37363224
ENST00000474524	1	151192550	151192654	ENSG00000144893	MED12L	151089245,151091291,151092378,151093722,151093724,151094104,151094707,151095774,151095911,151096669,151096671,151097022,151097368,151098021,151099601,151105007,151105274,151106706,151106855,151107258,151109008,151118239,151120945,151123145,151124541,151127673,151128622,151130571,151133695,151134548,151134921,151137574,151137584,151138359,151138958,151139419,151139885,151142248,151142597,151143065,151144229,151144440,151145244,151145306,151152629,151153179,151154369,151155260,151156346,151163570,151164541,151166347,151169464,151169466,151170112,151170995,151171924,151171926,151172752,151178379,151179689,151181549,151183149,151183398,151184321,151184323,151186600,151186935,151188206,151192831,151194450,151196012,151196409,151196772,151199648,151201422,151205205,151205855,151208269,151210293,151212021,151213262,151216925,151217328,151217392,151218009,151219208,151223072,151226635,151226698,151226947,151227664,151228193,151228195,151229808,151231971,151232478,151234107,151234736,151235227,151237183,151239162,151240635,151247305,151248323,151248362,151249607,151250368,151250578,151252695,151252697,151253122,151254660,151255311,151256048,151258720,151261219,151262610,151263117,151264832,151266338,151266748,151269216,151269268,151270476,151274592,151276257,151277041,151277287,151277339,151277571,151278234,151278251,151280321,151284753,151288207,151288951,151289718,151291252,151292985,151298418,151298420,151298712,151299908,151301509,151301933,151302114,151303326,151303484,151303486,151305142,151307344,151307346,151307348,151309355,151313289,151313554,151313938,151320386,151321091,151322330,151324581,151329775,151331868,151333210,151333212,151334855,151336647,151337565,151337567,151337971,151342043,151344638,151345073,151345075,151350635,151351265,151355302,151356260,151359988,151361770,151367399,151368906,151372399,151375448,151377800,151377840,151379866,151381890,151382501,151383874,151383928,151384383,151386534,151387344,151390700,151391673,151393670,151394766,151395616,151397431,151398647,151399971,151401016,151403399,151403568,151403570,151403572,151403622,151405242,151405693,151407305,151409834,151411920,151412516,151412921,151413614,151414442,151417181,151424174,151424780,151424782,151426469,151426961,151427223,151428807,151429707,151432223,151432235,151432237,151433036,151434334,151436561
ENST00000699377	3	113502936;113547644;113677508	113502977;113547716;113677608	ENSG00000145349	CAMK2D	113419809,113422091,113424978,113431243,113431441,113432254,113433919,113434052,113435236,113435238,113436329,113436578,113437046,113440105,113440368,113442028,113443336,113447139,113449194,113450273,113453060,113454412,113454426,113454428,113455576,113455668,113463101,113464563,113465107,113465496,113467093,113468227,113469040,113470770,113470851,113472220,113472222,113472224,113474326,113477200,113479018,113480106,113481087,113481624,113483550,113489607,113497137,113497868,113498223,113500596,113500634,113501643,113501700,113501743,113502079,113502594,113503193,113504684,113505957,113505959,113510745,113513319,113517877,113517879,113522328,113525635,113526443,113526445,113526447,113526855,113530543,113530940,113530942,113532187,113533292,113535373,113535715,113537542,113538745,113539164,113539583,113541856,113543569,113544454,113546195,113547718,113547720,113548512,113550317,113551194,113551951,113552498,113555677,113556378,113557275,113559047,113559611,113562305,113562554,113564239,113564241,113565519,113567009,113569442,113569712,113570595,113571548,113572505,113573252,113574609,113575782,113575836,113576518,113576843,113580003,113580219,113580957,113583839,113586856,113588142,113589010,113589431,113589693,113589856,113590001,113592260,113594530,113598812,113599365,113601835,113605354,113610392,113610729,113610811,113612894,113614626,113618709,113619926,113622632,113625867,113625869,113626401,113627566,113627568,113627815,113627850,113628207,113630281,113632368,113633709,113633969,113635988,113636961,113637808,113638153,113643410,113646755,113647412,113648485,113650385,113652290,113653864,113653866,113656317,113656564,113660318,113660454,113660532,113664569,113666576,113666578,113666580,113666598,113667450,113669711,113670406,113672024,113673593,113674983,113677073,113682083,113684349,113687082,113687452,113689430,113691245,113692429,113692513,113698856,113701015,113702338,113705948,113708390,113708547,113708869,113710912,113711318,113712889,113712891,113722046,113722048,113722707,113728941,113732369,113732613,113737243,113738382,113741334,113741373,113742035,113744816,113747130,113747880,113749338,113749981,113750461,113758318,113758617
ENST00000513826	1	148427213	148427947	ENSG00000145868	FBXO38	148386116,148386467,148393929,148394032,148394993,148396881,148398605,148399462,148400464,148402225,148404036,148405135,148407861,148411334,148415323,148416774,148419759,148419761,148419848,148424279,148424355,148429178,148429532,148431326,148441733,148441850,148442231
ENST00000514747	1	177552042	177552131	ENSG00000146067	FAM193B	177523599,177525515,177526985,177527583,177529861,177530638,177532890,177534763,177535401,177536055,177536342,177538307,177538911,177540550,177541356,177544188,177546684,177547894,177549691,177550048,177553167
ENST00000380913	1	9912434	9912587	ENSG00000146950	SHROOM2	9786508,9789063,9789318,9789320,9789322,9789553,9791376,9791618,9791863,9793889,9795665,9800173,9801691,9802857,9803800,9803802,9806552,9806712,9807600,9807984,9809577,9810378,9810380,9811621,9811758,9814870,9814872,9818853,9819175,9822581,9823577,9826070,9826275,9828223,9829840,9829842,9830746,9830949,9831795,9831797,9832505,9832524,9832955,9833645,9833647,9834259,9834364,9840199,9841539,9842110,9846264,9848668,9848772,9849861,9849863,9856741,9857208,9857955,9859627,9860385,9861120,9861897,9862098,9864101,9864320,9866324,9870094,9870877,9871900,9873914,9877316,9878464,9878784,9879217,9883042,9883685,9883687,9886238,9887263,9887561,9887830,9888747,9888749,9891697,9891809,9892559,9893247,9897737,9899981,9901604,9902059,9902092,9902336,9903414,9907801,9909015,9912898,9912914,9912916,9913274,9913669,9913959,9914306,9915544,9916266,9916329,9918198,9918200,9919722,9922104,9922198,9924285,9924800,9925958,9927702,9928300,9928583,9928622,9928720,9928823,9928947,9929035,9929054,9930714,9932018,9932405,9933641,9941622,9943094,9945253,9947201,9947325,9947604,9948344
ENST00000644347	5	41529529;41557032;41622617;41697611;41743553	41529648;41557100;41622634;41698095;41743736	ENSG00000147044	CASK	41517949,41517951,41519761,41520797,41521538,41529327,41530964,41533803,41535212,41535447,41537461,41537576,41541754,41541939,41545964,41550498,41554042,41554604,41555180,41555313,41557238,41557932,41562405,41562407,41567264,41567462,41567781,41569489,41569689,41570758,41570940,41572229,41572289,41574091,41576865,41578733,41579814,41580414,41581249,41584827,41586811,41588562,41591284,41591286,41591288,41591290,41595193,41596063,41597169,41598093,41598251,41598909,41602513,41606597,41606599,41606601,41609010,41609012,41609260,41611284,41611370,41614014,41616540,41617795,41621869,41622554,41625639,41625765,41627338,41627601,41633483,41633903,41635215,41638421,41639896,41639948,41642211,41646059,41646299,41650149,41650421,41651815,41657073,41659868,41660240,41662659,41665701,41674909,41674911,41676417,41683690,41686082,41687826,41689390,41694014,41694783,41696727,41697460,41697680,41697756,41700060,41701763,41701832,41703086,41703562,41704950,41706159,41706161,41706163,41707418,41707681,41712279,41714913,41724164,41724485,41727320,41727322,41727324,41728815,41731087,41734575,41738642,41739165,41741747,41742768,41744315,41745162,41747361,41748219,41750675,41751227,41756858,41759221,41768580,41770862,41775577,41776348,41777360,41778002,41792637,41792882,41793204,41796332,41800935,41801077,41801404,41801653,41814285,41814509,41814797,41815014,41815016,41815585,41818035,41818085,41821680,41822987,41824540,41824662,41824966,41825157,41832379,41833059,41835793,41836703,41836851,41836853,41837328,41837655,41837657,41841668,41841764,41841989,41842080,41843609,41846338,41846671,41847599,41847983,41854536,41858053,41858603,41859341,41859462,41859773,41861265,41861424,41861426,41862409,41864857,41865112,41865487,41866940,41871608,41873415,41873417,41874301,41874416,41875411,41875872,41879936,41880634,41886638,41887561,41888152,41890211,41890739,41893512,41893520,41897828,41897830,41898870,41901706,41901769,41903256,41903791,41904195,41906685,41907895,41910308,41912155,41913167,41914102,41914724,41916045,41917781,41918023,41918221,41922596
ENST00000675354	4	41529529;41557032;41697611;41743553	41529648;41557100;41698095;41743736	ENSG00000147044	CASK	41517949,41517951,41519761,41520797,41521538,41529327,41530964,41533803,41535212,41535447,41537461,41537576,41541754,41541939,41545964,41550498,41554042,41554604,41555180,41555313,41557238,41557932,41562405,41562407,41567264,41567462,41567781,41569489,41569689,41570758,41570940,41572229,41572289,41574091,41576865,41578733,41579814,41580414,41581249,41584827,41586811,41588562,41591284,41591286,41591288,41591290,41595193,41596063,41597169,41598093,41598251,41598909,41602513,41606597,41606599,41606601,41609010,41609012,41609260,41611284,41611370,41614014,41616540,41617795,41621869,41622554,41625639,41625765,41627338,41627601,41633483,41633903,41635215,41638421,41639896,41639948,41642211,41646059,41646299,41650149,41650421,41651815,41657073,41659868,41660240,41662659,41665701,41674909,41674911,41676417,41683690,41686082,41687826,41689390,41694014,41694783,41696727,41697460,41697680,41697756,41700060,41701763,41701832,41703086,41703562,41704950,41706159,41706161,41706163,41707418,41707681,41712279,41714913,41724164,41724485,41727320,41727322,41727324,41728815,41731087,41734575,41738642,41739165,41741747,41742768,41744315,41745162,41747361,41748219,41750675,41751227,41756858,41759221,41768580,41770862,41775577,41776348,41777360,41778002,41792637,41792882,41793204,41796332,41800935,41801077,41801404,41801653,41814285,41814509,41814797,41815014,41815016,41815585,41818035,41818085,41821680,41822987,41824540,41824662,41824966,41825157,41832379,41833059,41835793,41836703,41836851,41836853,41837328,41837655,41837657,41841668,41841764,41841989,41842080,41843609,41846338,41846671,41847599,41847983,41854536,41858053,41858603,41859341,41859462,41859773,41861265,41861424,41861426,41862409,41864857,41865112,41865487,41866940,41871608,41873415,41873417,41874301,41874416,41875411,41875872,41879936,41880634,41886638,41887561,41888152,41890211,41890739,41893512,41893520,41897828,41897830,41898870,41901706,41901769,41903256,41903791,41904195,41906685,41907895,41910308,41912155,41913167,41914102,41914724,41916045,41917781,41918023,41918221,41922596
ENST00000350302	1	467720	467746	ENSG00000147364	FBXO25	410205,411859,413680,413787,413884,417684,418144,419733,419984,420005,420479,421634,422588,423361,426442,427371,428453,429186,429188,429517,430047,431879,433126,433132,433227,435109,435160,436554,436582,437377,438199,439310,440364,443660,444345,444667,445739,446986,447256,449826,449906,449908,450529,451142,452420,452465,452973,453301,455670,455672,456800,461791,461983,462296,463381,466138,467810,468954,469716,471185,471751,471801,473362,473815,475491,477727
ENST00000276480	2	52171569;52246586	52171623;52246664	ENSG00000147488	ST18	52115394,52116216,52116531,52118657,52119638,52119853,52119855,52121495,52123519,52123955,52124745,52124882,52127441,52129913,52131383,52132252,52132337,52133667,52134643,52134891,52135429,52137603,52137969,52140192,52140237,52142956,52145704,52145706,52145708,52146266,52147229,52147668,52148541,52148543,52152213,52156131,52156750,52156766,52156768,52157031,52157626,52158903,52159137,52160219,52165211,52165213,52167611,52167836,52169198,52169558,52169649,52170731,52173290,52173292,52177226,52179198,52182777,52183791,52183983,52189859,52190149,52190382,52190560,52190653,52191549,52191761,52191948,52192377,52192412,52196825,52198521,52198882,52202248,52203692,52204759,52206013,52210786,52211080,52211135,52211781,52217620,52218362,52219330,52221579,52222714,52222831,52225349,52226261,52228150,52229671,52235626,52235807,52239418,52241456,52243654,52243915,52247271,52248957,52248959,52249753,52254573,52255463,52260381,52260452,52263797,52269029,52269548,52271501,52272418,52273864,52274636,52274638,52274640,52276037,52276142,52276245,52276348,52276433,52276615,52279909,52280441,52282118,52283701,52284143,52286460,52286462,52287959,52289328,52292179,52292370,52292372,52292374,52292438,52292946,52293309,52293762,52294357,52295948,52296115,52296506,52297027,52297150,52297346,52297827,52298660,52302403,52302405,52303199,52303902,52304065,52304067,52305358,52306090,52307718,52308119,52309970,52310498,52310500,52311595,52312952,52313061,52313365,52316853,52316855,52318273,52318588,52319790,52319830,52321142,52323122,52326712,52328810,52329208,52329995,52332297,52334468,52336717,52341322,52341491,52342132,52345441,52356572,52360265,52360976,52361059,52363615,52364193,52365160,52365843,52367100,52370042,52370044,52370357,52370371,52370373,52370375,52370377,52370379,52370399,52370431,52370544,52370546,52370860,52371469,52371690,52371806,52373431,52377864,52377950,52377952,52378486,52379574,52380461,52384532,52385235,52385748,52385750,52385752,52385783,52389067,52393969,52395927,52397659,52398772,52400247,52401352,52403053,52407724,52408811,52410136,52410593,52410684,52411090,52411092,52411201,52411258,52414182,52417530,52417756,52417891,52420092,52421604,52422212,52423638,52424995,52428892,52431146,52431350,52436095,52436097,52436986,52438666,52438929,52439108,52439198,52439220,52439264,52440076,52440078,52441173,52444417,52445047,52445337,52448259,52452694,52454084,52457206,52457265,52460380
ENST00000373700	5	67959113;67988043;67996046;68039417;68067689	67959136;67988144;67996138;68039967;68070599	ENSG00000148634	HERC4	67922617,67926947,67928498,67928500,67929508,67933121,67934626,67935063,67935793,67936595,67938020,67938628,67939425,67939646,67945736,67946484,67949152,67950772,67956739,67961168,67969990,67972389,67972879,67972881,67973338,67975393,67975654,67976539,67981104,67982593,67986497,67988854,67995477,67997739,67997879,67997881,68000447,68002549,68004835,68005379,68007994,68009720,68010214,68012927,68014649,68016160,68017004,68017631,68018743,68022718,68024490,68024657,68025096,68026240,68026385,68026387,68029360,68030309,68034069,68034225,68035533,68043284,68048743,68049011,68050059,68057282,68064422,68064931,68065206,68065728,68066604,68070958,68073913
ENST00000351293	1	73819532	73819645	ENSG00000148660	CAMK2G	73812618,73812889,73812891,73813273,73813735,73813771,73814360,73814362,73819561,73827979,73830120,73830216,73834755,73836561,73838482,73839344,73839346,73842632,73848148,73852436,73852874,73857986,73859312,73860466,73867125,73869142,73869651,73872820,73873200
ENST00000322680	1	73828089	73828121	ENSG00000148660	CAMK2G	73812618,73812889,73812891,73813273,73813735,73813771,73814360,73814362,73819561,73827979,73830120,73830216,73834755,73836561,73838482,73839344,73839346,73842632,73848148,73852436,73852874,73857986,73859312,73860466,73867125,73869142,73869651,73872820,73873200
ENST00000698881	1	48131511	48132720	ENSG00000149177	PTPRJ	47984467,47987935,47988710,47988712,47991865,47993738,47994285,47996207,47996707,47998990,48002047,48003180,48005902,48006395,48010069,48013793,48015399,48017686,48017688,48018013,48018838,48021674,48022332,48023348,48025557,48026903,48027393,48028057,48028328,48031109,48031543,48031704,48033480,48036314,48037023,48038127,48038351,48041377,48041379,48043796,48044440,48047899,48048033,48048457,48050442,48050640,48050755,48052765,48055027,48055054,48055278,48055939,48056822,48057073,48058974,48060770,48061503,48062902,48065159,48065623,48068740,48074354,48075933,48079242,48083663,48084004,48085117,48086969,48087184,48087939,48088304,48092163,48094061,48094063,48094524,48097576,48099667,48100226,48101818,48101820,48102774,48106913,48106915,48107952,48110808,48111148,48112232,48112247,48113227,48114304,48114306,48119771,48120033,48120376,48122423,48122741,48123009,48123590,48124019,48125016,48125621,48126152,48126448,48127491,48128112,48133000,48134340,48135319,48139001,48141770,48142487,48144038,48146676,48146678,48146748,48146750,48146752,48146831,48147547,48147549,48150796,48151502,48151912,48158020,48160198,48160798,48162911,48163078,48164899
ENST00000358171	1	75562370	75563770	ENSG00000149257	SERPINH1	75563475,75565058
ENST00000506894	1	175812191	175812264	ENSG00000150625	GPM6A	175633420,175634187,175636933,175637908,175642744,175643042,175645188,175647545,175647547,175647941,175650918,175652538,175654411,175656332,175658271,175661016,175665248,175665271,175665273,175673134,175675269,175678522,175680782,175682256,175683226,175688409,175691078,175695529,175696982,175696984,175698781,175699204,175702062,175702064,175702066,175714238,175715689,175721344,175721976,175722229,175722690,175724685,175724832,175725437,175728210,175729674,175730021,175730124,175731853,175731855,175736164,175737375,175738828,175740371,175740961,175743698,175745394,175746943,175749496,175753732,175754212,175755468,175756761,175758800,175758999,175759060,175760048,175761939,175762733,175777078,175777462,175778046,175779301,175780374,175780514,175780567,175784986,175787253,175788673,175792505,175793521,175794606,175794644,175796800,175797510,175798550,175799297,175802547,175809183,175811783,175813698,175815155,175817772,175818591,175818593,175818595,175818597,175818599,175818601,175818603,175820412,175820414,175822788,175822790,175826643,175829588,175830004,175830732,175832706,175833383,175834203,175834368,175834581,175835854,175837344,175840351,175844588,175849035,175849260,175850949,175850951,175858865,175860750,175861093,175861710,175862807,175865157,175865626,175866200,175866582,175866733,175868667,175868869,175872470,175875690,175876329,175881536,175885005,175885577,175886593,175889285,175890013,175890698,175890700,175890896,175891995,175894524,175894526,175894875,175897490,175897672,175901373,175902421,175902486,175906584,175906592,175907234,175907477,175912039,175912523,175913075,175914248,175914283,175916109,175920091,175920413,175923698,175927105,175928921,175930114,175931765,175931960,175932979,175936420,175937531,175938823,175941437,175941634,175941850,175947564,175947928,175947930,175949061,175953132,175953134,175953136,175953500,175957412,175959365,175959391,175959429,175959716,175963477,175969055,175971967,175972727,175973466,175976589,175979562,175980225,175980910,175981524,175983358,175986793,175988558,175988685,175992057,175995552,175997910,175998510
ENST00000480911	1	2597230	2597289	ENSG00000151067	CACNA1C	1971160,1971757,1972440,1972541,1973877,1974592,1974757,1975630,1980303,1981890,1984071,1986265,1992501,1993111,1994734,1995340,1997850,1997852,2001619,2001621,2005265,2005757,2009753,2011929,2018893,2020074,2020476,2020478,2022588,2024495,2025844,2029516,2038811,2039149,2046484,2049535,2049657,2056176,2056725,2062596,2062901,2065967,2066241,2066807,2069403,2073682,2074364,2074366,2075945,2077132,2078496,2078821,2083837,2086490,2088220,2089168,2089328,2090704,2092708,2093562,2094690,2095757,2095759,2096252,2099069,2102260,2103050,2108407,2109439,2109682,2112049,2112712,2113730,2113732,2114734,2114865,2117631,2120497,2121152,2121925,2124500,2125366,2125622,2126551,2127405,2128946,2129790,2130769,2137216,2139049,2139806,2140706,2141681,2141908,2142606,2145058,2148012,2148030,2149985,2150435,2150671,2150972,2152149,2152478,2156891,2156951,2157409,2161304,2162932,2163066,2163743,2165677,2167620,2167622,2167919,2167921,2168087,2173571,2174145,2175082,2175335,2176620,2178350,2178386,2178418,2180182,2182316,2187405,2190136,2191559,2191589,2191619,2191697,2191745,2191783,2191843,2191899,2192083,2193491,2194732,2197291,2200478,2202045,2203100,2203781,2203783,2204485,2205574,2206755,2208152,2208684,2209003,2210366,2210610,2210764,2211132,2211599,2212406,2212862,2212920,2215102,2217560,2217574,2218282,2219223,2220320,2222666,2224447,2224546,2225087,2225501,2227087,2231320,2232021,2233352,2234311,2234436,2240236,2240663,2241954,2241956,2243472,2243474,2245327,2245329,2245980,2246892,2246955,2247243,2247405,2256290,2257471,2257491,2261269,2265961,2267186,2270072,2271764,2271938,2271952,2273946,2275450,2275492,2276473,2277824,2277955,2279504,2279696,2283803,2283857,2284158,2287006,2288847,2289943,2291831,2292304,2292306,2292359,2292880,2296087,2296782,2297137,2297719,2297899,2300265,2300494,2303118,2305711,2305805,2307733,2308497,2308725,2309904,2314806,2316489,2317410,2319266,2319295,2319308,2319310,2319325,2319435,2322790,2331933,2332786,2335539,2337209,2338321,2339932,2341055,2343858,2345101,2349519,2351157,2354560,2354562,2354722,2355277,2361369,2362565,2363005,2366899,2367199,2368103,2373526,2373887,2374864,2374866,2374868,2375188,2375844,2377354,2377387,2378316,2379260,2380275,2380286,2380449,2382352,2384191,2384884,2390322,2392500,2396325,2396327,2397084,2399109,2401164,2401823,2404431,2404515,2404644,2405296,2405755,2410143,2410435,2410565,2410577,2410646,2410735,2410816,2412904,2413339,2418973,2420475,2423259,2423518,2426426,2428427,2431686,2434573,2434575,2434649,2437556,2441003,2443597,2444871,2446797,2447812,2448103,2449671,2449849,2451161,2451163,2451354,2453782,2454974,2455549,2456047,2458702,2458808,2459996,2460914,2463541,2465850,2468986,2475918,2476869,2477998,2478044,2478270,2480446,2481680,2483053,2486037,2487942,2489737,2491306,2492490,2492492,2493710,2495396,2496397,2496700,2498957,2502734,2502772,2503135,2507387,2507515,2508733,2510035,2511282,2511565,2511605,2512423,2513418,2515229,2516171,2517212,2518036,2519024,2519311,2522778,2524086,2524206,2524208,2525660,2526255,2527584,2530802,2534090,2534265,2535055,2536685,2536687,2536697,2540717,2543744,2543886,2544125,2544846,2545930,2546110,2546170,2546560,2546620,2548773,2549349,2552182,2553662,2554300,2555764,2557563,2557832,2558271,2559248,2560077,2560090,2560957,2561545,2561907,2562779,2564353,2567352,2567921,2571011,2571267,2571931,2571955,2575110,2577471,2577632,2577648,2579725,2580401,2581320,2583757,2583759,2583761,2588295,2588817,2588991,2591267,2592646,2597827,2599879,2599900,2599910,2601677,2601992,2602095,2602596,2603056,2603346,2605307,2607831,2610693,2612237,2612932,2614063,2617840,2618441,2618978,2620725,2620745,2620870,2620872,2620874,2620876,2620878,2622011,2626525,2626563,2628197,2629513,2629773,2634290,2634311,2634969,2635143,2635537,2635825,2635853,2636075,2636954,2638716,2646739,2648617,2653140,2654797,2655008,2655280,2655668,2656664,2658352,2658719,2658721,2659486,2661768,2664113,2664344,2664399,2664795,2664865,2666523,2667631,2667930,2673015,2675327,2675679,2675780,2676186,2677749,2678929,2680721,2680723,2681298,2681839,2682457,2685083,2685137,2685382,2685606,2687684,2688080,2689049,2692897,2694701,2696455,2696576,2697247,2697461
ENST00000356447	1	24165027	24165595	ENSG00000151090	THRB	24119413,24120901,24121477,24122144,24123519,24123781,24125204,24127713,24128656,24129824,24130123,24137779,24138211,24138423,24138907,24141157,24142807,24146140,24151265,24153182,24154181,24157016,24157674,24159066,24160953,24161923,24163356,24164785,24165290,24165403,24165648,24165650,24166606,24168276,24171778,24172851,24173453,24174150,24174741,24174903,24174905,24175015,24175792,24176873,24184117,24185335,24185764,24186813,24187217,24189707,24190581,24191277,24191767,24192074,24193019,24193357,24196484,24198693,24199839,24200788,24201506,24201709,24209368,24210304,24213250,24219514,24222721,24233008,24233316,24233355,24233904,24234077,24234276,24235510,24236727,24238374,24238432,24238434,24239330,24239776,24239972,24242285,24244851,24246009,24246129,24246397,24247588,24249028,24252276,24253881,24255315,24257635,24257966,24257986,24258572,24259370,24265230,24268148,24270595,24271255,24274443,24274445,24277968,24277970,24285124,24289179,24292794,24293461,24293971,24295284,24295286,24298213,24298429,24298764,24298766,24299331,24299833,24300306,24301534,24304826,24305307,24305443,24306180,24306543,24308844,24309252,24312063,24313406,24316122,24317311,24317332,24318094,24318297,24318534,24318942,24319697,24322820,24323420,24327901,24327994,24329091,24329478,24329673,24329836,24329959,24330591,24330593,24330700,24331612,24331786,24333551,24333625,24334447,24335039,24338023,24338736,24341429,24341431,24341975,24343252,24345496,24347272,24350965,24351136,24353094,24359244,24359409,24360680,24361174,24361176,24361796,24364340,24365721,24367634,24367664,24372297,24372452,24373426,24383737,24384794,24384976,24385451,24386667,24387628,24387995,24390468,24395067,24397566,24398770,24404207,24404225,24404227,24404552,24406792,24408522,24409701,24409769,24410350,24410728,24411302,24414779,24415188,24418586,24420735,24420890,24421650,24421690,24428199,24431041,24435802,24437020,24437299,24438540,24440417,24440550,24440863,24448910,24450824,24450861,24455828,24459429,24461767,24461900,24462370,24462925,24465547,24468370,24469636,24471740,24473631,24474070,24474364,24475136,24475575,24477638,24479484,24479700,24481416,24482982,24483032,24485965,24486428,24486551,24486572,24487431,24488390,24488471,24490146,24491090,24491666,24492061,24492559,24493331,24493656,24494801
